country,year,value
Afghanistan,2011,17.37
Albania,2005,1.4
Albania,2010,1.91
Algeria,2013,14.36
Angola,2001,6.17
Argentina,2004,8.13
Argentina,2012,12.8
Azerbaijan,2005,3.8
Bangladesh,2006,17.01
Bangladesh,2013,47.7
Belarus,2005,9.17
Belarus,2012,14.21
Benin,2012,4.79
Bolivia,2009,8.95
Bolivia,2013,6.32
Bolivia,2015,8.14
Bosnia and Herzegovina,2006,1.6
Brazil,2011,28.07
Brazil,2013,31.19
Brazil,2014,27.5243792325056
Brazil,2015,27.5
Burkina Faso,2006,2.23
Burkina Faso,2010,1.34
Burundi,2010,6.19
Cambodia,2009,5.75
Cambodia,2012,19.63
Cameroon,2007,9.48
Cameroon,2011,2.45
Central African Republic,2006,1.53
Central African Republic,2010,4.32
Chad,2004,1.83
Chad,2010,7.65
Colombia,2009,14.64
Colombia,2012,16.93
Colombia,2014,14.26
Colombia,2015,14.6
Congo,2005,4.22
Congo,2012,7.09
Costa Rica,2011,16.9
Costa Rica,2016,27.88
Cote d'Ivoire,2006,2.4
Cote d'Ivoire,2012,5.48
Democratic Republic of Congo,2010,7.5
Dominican Republic,2009,24.65
Dominican Republic,2012,26.31
Ecuador,2011,13.78
Ecuador,2015,6.59
Egypt,2005,11.4
Egypt,2009,59.0
El Salvador,2011,14.25
El Salvador,2012,14.01
El Salvador,2013,15.48
Eswatini,2010,16.01
Ethiopia,2011,3.28
Gabon,2012,8.64
Gambia,2015,0.85
Georgia,2006,4.28
Ghana,2006,6.11
Ghana,2012,0.5
Guatemala,2006,18.83
Guatemala,2012,15.67
Guatemala,2014,29.17
Guatemala,2015,23.7760077063236
Guinea,2010,0.21
Guinea,2012,2.44
Guinea-Bissau,2006,3.95
Haiti,2006,1.8
Haiti,2012,3.58
Honduras,2007,23.04
Honduras,2011,19.29
Honduras,2013,18.4
Honduras,2014,19.35
India,2010,6.74
India,2012,40.93
Indonesia,2010,15.6
Iraq,2006,7.04
Iraq,2011,12.67
Jamaica,2005,16.26
Jamaica,2011,16.87
Jordan,2007,44.46
Jordan,2016,25.7
Kazakhstan,2006,3.95
Kyrgyzstan,2007,0.55
Kyrgyzstan,2014,0.450805727783988
Laos,2006,5.78
Laos,2010,3.55
Lesotho,2000,3.63
Liberia,2010,0.9
Madagascar,2007,9.99
Malawi,2006,6.74
Malawi,2015,4.5
Mali,2007,4.02
Mali,2013,2.83
Mauritania,2007,5.91
Mauritania,2011,13.03
Mexico,2011,37.8
Mexico,2013,36.36
Moldova,2009,1.65
Mongolia,2007,0.15
Mozambique,2008,3.69
Namibia,1999,4.5
Nepal,1999,3.27
Nepal,2008,2.08
Nicaragua,2005,13.78
Nicaragua,2010,11.61
Nicaragua,2012,9.48
Niger,2006,74.47
Niger,2009,3.39
Niger,2012,7.54
Nigeria,2007,2.21
Nigeria,2011,15.78
North Macedonia,2006,3.86
North Macedonia,2011,20.37
Pakistan,2011,14.38
Panama,2008,11.3
Panama,2010,11.02
Panama,2012,18.54
Panama,2014,11.69
Paraguay,2005,24.82
Paraguay,2014,25.94
Peru,2007,5.98
Philippines,2001,22.8
Philippines,2011,20.42
Rwanda,2008,12.76
Rwanda,2010,8.66
Rwanda,2011,31.1
Senegal,2011,1.41
Serbia,2005,5.16
Sierra Leone,2008,0.62
Sierra Leone,2010,2.37
Sierra Leone,2013,0.76
Somalia,2006,1.57
South Africa,1999,7.1
South Sudan,2008,4.49
Sri Lanka,2009,4.44
Sudan,2008,17.72
Syria,2006,21.45
Tajikistan,2005,24.16
Tanzania,2006,0.92
Tanzania,2011,0.9
Tanzania,2014,1.61
Thailand,2005,13.54
Thailand,2006,13.54
Togo,2010,2.21
Trinidad and Tobago,2006,43.25
Tunisia,2012,13.77
Turkey,2006,34.12
Uganda,2006,1.53
Uganda,2012,2.98
Ukraine,2005,3.07
Ukraine,2012,13.18
Uruguay,2009,40.78
Uzbekistan,2005,3.8
Uzbekistan,2006,3.8
Venezuela,2006,33.09
Venezuela,2013,25.92
Vietnam,2011,9.69
Vietnam,2012,7.53
Yemen,2006,6.09
Yemen,2010,7.35
Zambia,2008,3.92
Zimbabwe,1999,28.41
