country,year,value
Afghanistan,2011,19.37
Albania,2005,1.6
Albania,2010,3.2
Algeria,2013,15.35
Angola,2001,7.6
Argentina,2004,7.6
Argentina,2012,12.53
Azerbaijan,2005,5.3
Bangladesh,2006,15.6
Bangladesh,2013,50.36
Belarus,2005,12.0
Belarus,2012,10.59
Benin,2012,5.14
Bolivia,2009,10.47
Bolivia,2013,7.62
Bolivia,2015,9.82
Bosnia and Herzegovina,2006,0.24
Brazil,2011,24.94
Brazil,2013,28.88
Brazil,2014,25.7828600313662
Brazil,2015,26.98
Burkina Faso,2006,2.17
Burkina Faso,2010,1.22
Burundi,2010,7.46
Cambodia,2009,4.74
Cambodia,2012,18.78
Cameroon,2007,9.84
Cameroon,2011,2.98
Central African Republic,2006,2.06
Central African Republic,2010,6.45
Chad,2004,1.59
Chad,2010,8.85
Colombia,2009,15.63
Colombia,2012,20.49
Colombia,2014,17.98
Colombia,2015,15.3
Congo,2005,5.03
Congo,2012,10.17
Costa Rica,2011,21.6
Costa Rica,2016,22.7
Cote d'Ivoire,2006,2.87
Cote d'Ivoire,2012,6.29
Democratic Republic of Congo,2010,8.9
Dominican Republic,2009,22.9
Dominican Republic,2012,24.17
Ecuador,2011,17.54
Ecuador,2015,9.43
Egypt,2005,12.69
Egypt,2009,56.57
El Salvador,2011,15.28
El Salvador,2012,15.25
El Salvador,2013,17.45
Eswatini,2010,18.52
Ethiopia,2011,3.25
Gabon,2012,12.49
Gambia,2015,1.31
Georgia,2006,3.85
Ghana,2006,5.44
Ghana,2012,0.6
Guatemala,2006,18.99
Guatemala,2012,15.48
Guatemala,2014,33.09
Guatemala,2015,21.4823451877012
Guinea,2010,0.31
Guinea,2012,2.94
Guinea-Bissau,2006,4.75
Haiti,2006,2.19
Haiti,2012,3.72
Honduras,2007,23.13
Honduras,2011,19.46
Honduras,2013,18.51
Honduras,2014,20.55
India,2010,9.43
India,2012,46.87
Indonesia,2010,15.56
Iraq,2006,10.66
Iraq,2011,15.91
Jamaica,2005,20.44
Jamaica,2011,17.09
Jordan,2007,49.38
Jordan,2016,30.36
Kazakhstan,2006,4.03
Kyrgyzstan,2007,0.71
Kyrgyzstan,2014,0.61351934095418
Laos,2006,7.93
Laos,2010,3.22
Lesotho,2000,4.66
Liberia,2010,1.21
Madagascar,2007,10.82
Malawi,2006,6.1
Malawi,2015,5.25
Mali,2007,2.49
Mali,2013,2.74
Mauritania,2007,6.8
Mauritania,2011,13.07
Mexico,2011,39.01
Mexico,2013,37.14
Moldova,2009,2.14
Mongolia,2007,0.16
Mozambique,2008,4.75
Namibia,1999,5.6
Nepal,1999,4.0
Nepal,2008,2.54
Nicaragua,2005,14.61
Nicaragua,2010,12.67
Nicaragua,2012,10.48
Niger,2006,71.93
Niger,2009,4.89
Niger,2012,8.31
Nigeria,2007,2.84
Nigeria,2011,18.12
North Macedonia,2006,1.34
North Macedonia,2011,19.15
Pakistan,2011,21.02
Panama,2008,11.65
Panama,2010,14.27
Panama,2012,23.42
Panama,2014,14.8
Paraguay,2005,20.26
Paraguay,2014,26.16
Peru,2007,6.75
Philippines,2001,23.9
Philippines,2011,22.46
Rwanda,2008,10.34
Rwanda,2010,10.96
Rwanda,2011,37.38
Senegal,2011,1.17
Serbia,2005,7.7
Sierra Leone,2008,1.03
Sierra Leone,2010,2.27
Sierra Leone,2013,1.09
Somalia,2006,0.8
South Africa,1999,7.86
South Sudan,2008,5.26
Sri Lanka,2009,5.77
Sudan,2008,20.05
Syria,2006,25.68
Tajikistan,2005,23.13
Tanzania,2006,0.8
Tanzania,2011,0.4
Tanzania,2014,1.88
Thailand,2005,12.22
Thailand,2006,12.22
Togo,2010,1.89
Trinidad and Tobago,2006,36.51
Tunisia,2012,12.61
Turkey,2006,33.87
Uganda,2006,1.36
Uganda,2012,4.29
Ukraine,2005,1.38
Ukraine,2012,20.58
Uruguay,2009,42.83
Uzbekistan,2005,3.19
Uzbekistan,2006,3.19
Venezuela,2006,36.06
Venezuela,2013,32.16
Vietnam,2011,7.8
Vietnam,2012,7.75
Yemen,2006,8.73
Yemen,2010,12.14
Zambia,2008,4.51
Zimbabwe,1999,27.08
