country,year,value
Albania,2012,0.108869999647141
Armenia,2011,0.202559992671013
Armenia,2015,0.236880004405975
Armenia,2017,0.210079997777939
Aruba,2010,0.0
Australia,2013,0.809949994087219
Australia,2014,0.710309982299805
Australia,2015,0.975430011749268
Australia,2016,0.894400000572205
Australia,2017,0.997409999370575
Australia,2018,1.07539999485016
Austria,2014,0.796540021896362
Austria,2015,0.51187002658844
Austria,2016,0.0926600024104118
Austria,2017,0.639699995517731
Azerbaijan,2013,0.0
Azerbaijan,2014,0.0
Azerbaijan,2015,0.0
Bahamas,2010,0.393150001764297
Bahrain,2010,0.145930007100105
Bahrain,2016,0.184890002012253
Bahrain,2017,0.189789995551109
Bahrain,2018,0.194110006093979
Bangladesh,2011,0.0403899997472763
Bangladesh,2012,0.0422899983823299
Bangladesh,2013,0.0522600002586842
Bangladesh,2014,0.0582600012421608
Bangladesh,2015,0.100749999284744
Bangladesh,2016,0.106190003454685
Bangladesh,2017,0.116690002381802
Bangladesh,2018,0.12873999774456
Bangladesh,2019,0.139219999313354
Belgium,2013,0.36515998840332
Belgium,2014,0.301950007677078
Belgium,2015,0.382340013980865
Belgium,2016,0.430750012397766
Belgium,2017,0.450150012969971
Bermuda,2010,0.649320006370544
Bermuda,2016,1.17559003829956
Bhutan,2012,0.0311299990862608
Bhutan,2017,0.113779999315739
Bolivia,2012,0.205379992723465
Bolivia,2015,0.156519994139671
Bosnia and Herzegovina,2015,0.0525600016117096
Bosnia and Herzegovina,2016,0.138040006160736
Bosnia and Herzegovina,2018,0.174439996480942
Brazil,2016,0.172069996595383
Brazil,2017,0.178599998354912
Brazil,2018,0.208599999547005
Brunei,2011,0.15336999297142
Burkina Faso,2014,0.0
Cambodia,2014,0.0065500000491738
Cambodia,2015,0.0
Canada,2016,0.687699973583221
Cape Verde,2015,0.0815699994564056
Cayman Islands,2014,0.0
Cayman Islands,2015,0.915289998054504
Chad,2009,0.0072699999436736
Costa Rica,2018,0.307000011205673
Cote d'Ivoire,2014,0.11106999963522
Cuba,2012,0.380970001220703
Cyprus,2013,0.371280014514923
Cyprus,2014,0.486559987068176
Cyprus,2015,0.432040005922318
Cyprus,2016,0.41091001033783
Cyprus,2018,0.739889979362488
Czechia,2014,0.325569987297058
Czechia,2015,0.44361999630928
Czechia,2016,0.48445001244545
Czechia,2017,0.415329992771149
Democratic Republic of Congo,2016,0.0142900003120303
Denmark,2014,0.0
Denmark,2015,0.451209992170334
Denmark,2016,0.669269979000092
Denmark,2018,0.612129986286163
Dominican Republic,2016,0.0
Egypt,2017,0.237839996814728
El Salvador,2013,0.0376100018620491
Fiji,2017,0.0481100007891655
Finland,2012,0.809570014476776
Finland,2013,0.848789989948273
Finland,2014,0.884570002555847
Finland,2015,0.915499985218048
Finland,2017,0.988940000534058
France,2014,0.492680013179779
France,2015,0.556840002536774
France,2016,0.612360000610352
France,2017,0.636969983577728
Georgia,2012,0.138650000095367
Georgia,2014,0.208020001649857
Georgia,2016,0.37007999420166
Georgia,2017,0.545249998569489
Germany,2014,0.794960021972656
Germany,2015,0.834649980068207
Germany,2016,0.843859970569611
Germany,2018,0.86777001619339
Greece,2014,0.325910001993179
Greece,2015,0.331209987401962
Greece,2016,0.342469990253448
Greenland,2012,0.11116000264883
Greenland,2014,0.0975600033998489
Greenland,2015,0.109279997646809
Greenland,2018,0.0816299989819527
Guatemala,2012,0.0
Guatemala,2013,0.0
Guatemala,2014,0.0
Guinea,2014,0.0216300003230572
Hungary,2013,0.467709988355637
Hungary,2014,0.541270017623901
Hungary,2015,0.691280007362366
Hungary,2016,0.594169974327087
Indonesia,2015,0.0204300004988909
Indonesia,2016,0.0278999991714954
Indonesia,2018,0.0280200000852346
Iran,2012,0.181520000100136
Iran,2013,0.20168000459671
Iran,2014,0.192819997668266
Iran,2016,0.295159995555878
Ireland,2011,0.632960021495819
Ireland,2017,0.851729989051819
Israel,2013,1.03311002254486
Israel,2014,1.09616005420685
Israel,2015,1.14956998825073
Kuwait,2013,0.250550001859665
Kyrgyzstan,2009,0.0258399993181229
Latvia,2013,0.538469970226288
Latvia,2014,0.404920011758804
Latvia,2015,0.379889994859695
Latvia,2016,0.324919998645782
Latvia,2018,0.951229989528656
Lithuania,2013,0.435310006141663
Lithuania,2014,0.442919999361038
Lithuania,2015,0.493959993124008
Lithuania,2016,0.484519988298416
Lithuania,2017,0.605459988117218
Malaysia,2016,0.214479997754097
Mali,2016,0.0174599997699261
Mali,2018,0.0098099997267127
Malta,2013,0.214300006628036
Malta,2014,0.103270001709461
Malta,2015,0.156910002231598
Malta,2016,0.145109996199608
Malta,2018,0.266000002622604
Marshall Islands,2011,0.062830001115799
Mexico,2010,0.0989099964499474
Mexico,2013,0.0553499981760979
Mexico,2014,0.0442100018262863
Mexico,2015,0.166989997029305
Mexico,2016,0.0543499998748302
Mexico,2017,0.0550099983811378
Mexico,2018,0.0579699985682964
Moldova,2013,0.0537599995732307
Moldova,2014,0.0746499970555305
Moldova,2015,0.209979996085167
Moldova,2018,0.173930004239082
Mongolia,2010,0.211940005421638
Mozambique,2017,0.0214799996465445
Netherlands,2013,0.31836000084877
Netherlands,2014,0.30009999871254
Netherlands,2015,0.298660010099411
Netherlands,2016,0.395649999380112
Netherlands,2018,0.437389999628067
New Zealand,2014,0.37024998664856
New Zealand,2015,0.672730028629303
New Zealand,2016,0.797580003738403
Niger,2012,0.129950001835823
Norway,2014,0.674499988555908
Norway,2015,0.740220010280609
Norway,2016,0.804369986057281
Norway,2017,0.835330009460449
Oman,2010,0.259079992771149
Oman,2015,0.376910001039505
Pakistan,2012,0.0399600006639957
Pakistan,2013,0.0435799993574619
Pakistan,2014,0.0548099987208843
Pakistan,2016,0.0229000002145767
Pakistan,2017,0.0550200007855892
Palestine,2013,0.0683799982070923
Palestine,2014,0.046169999986887
Palestine,2015,0.0178900007158518
Palestine,2016,0.0317899994552135
Palestine,2018,0.0407099984586239
Panama,2010,0.19862000644207
Paraguay,2012,0.0473299995064735
Paraguay,2013,0.206149995326996
Paraguay,2014,0.0618400014936924
Paraguay,2015,0.129040002822876
Paraguay,2016,0.0097099998965859
Paraguay,2018,0.047800000756979
Philippines,2017,0.0398200005292892
Poland,2013,0.430590003728867
Poland,2014,0.467660009860992
Poland,2016,0.291729986667633
Portugal,2014,0.425980001688004
Portugal,2015,0.385140001773834
Portugal,2016,0.419459998607636
Portugal,2017,0.516080021858215
Portugal,2018,0.545509994029999
Puerto Rico,2012,0.679509997367859
Puerto Rico,2017,1.01853001117706
Qatar,2016,0.483949989080429
Qatar,2017,0.516990005970001
Romania,2013,0.0
Romania,2014,0.0847299993038177
Russia,2010,0.637610018253326
Rwanda,2012,0.0107500003650784
Rwanda,2014,0.0
Rwanda,2018,0.0
Saint Lucia,2010,0.201440006494522
Sao Tome and Principe,2012,0.0
Saudi Arabia,2017,0.410140007734299
