id,name
0,World Bank Poverty and Equity database - Environment: Agricultural production
1,World Bank Poverty and Equity database - Environment: Land use
2,"World Bank Poverty and Equity database - Economic Policy & Debt: Balance of payments: Current account: Goods, services & income"
3,World Bank Poverty and Equity database - Economic Policy & Debt: Balance of payments: Capital & financial account
4,World Bank Poverty and Equity database - Economic Policy & Debt: Balance of payments: Current account: Transfers
5,World Bank Poverty and Equity database - Economic Policy & Debt: Balance of payments: Current account: Balances
6,World Bank Poverty and Equity database - Economic Policy & Debt: Balance of payments: Reserves & other items
7,World Bank Poverty and Equity database - Infrastructure: Communications
8,World Bank Poverty and Equity database - Financial Sector: Capital markets
9,World Bank Poverty and Equity database - Economic Policy & Debt: Official development assistance
10,World Bank Poverty and Equity database - Economic Policy & Debt: External debt: Debt outstanding
11,World Bank Poverty and Equity database - Economic Policy & Debt: External debt: Debt ratios & other items
12,World Bank Poverty and Equity database - Economic Policy & Debt: External debt: Net flows
13,World Bank Poverty and Equity database - Economic Policy & Debt: External debt: Debt service
14,"World Bank Poverty and Equity database - World Bank, International Debt Statistics."
15,World Bank Poverty and Equity database - Environment: Energy production & use
16,World Bank Poverty and Equity database - Environment: Emissions
17,World Bank Poverty and Equity database - Environment: Biodiversity & protected areas
18,World Bank Poverty and Equity database - Environment: Density & urbanization
19,World Bank Poverty and Equity database - Infrastructure: Transportation
20,World Bank Poverty and Equity database - Environment: Freshwater
21,World Bank Poverty and Equity database - Financial Sector: Assets
22,World Bank Poverty and Equity database - Financial Sector: Access
23,World Bank Poverty and Equity database - Financial Sector: Monetary holdings (liabilities)
24,World Bank Poverty and Equity database - Financial Sector: Exchange rates & prices
25,World Bank Poverty and Equity database - Financial Sector: Interest rates
26,World Bank Poverty and Equity database - Infrastructure: Technology
27,World Bank Poverty and Equity database - Public Sector: Government finance: Deficit & financing
28,World Bank Poverty and Equity database - Public Sector: Government finance: Revenue
29,World Bank Poverty and Equity database - Public Sector: Government finance: Expense
30,World Bank Poverty and Equity database - Public Sector: Government finance
31,World Bank Poverty and Equity database - Public Sector: Policy & institutions
32,World Bank Poverty and Equity database - Private Sector & Trade: Business environment
33,World Bank Poverty and Equity database - Private Sector & Trade: Trade facilitation
34,World Bank Poverty and Equity database - Private Sector & Trade: Private infrastructure investment
35,World Bank Poverty and Equity database - Public Sector: Defense & arms trade
36,World Bank Poverty and Equity database - Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP
37,World Bank Poverty and Equity database - Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP
38,World Bank Poverty and Equity database - Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Expenditure on GDP
39,World Bank Poverty and Equity database - Economic Policy & Debt: National accounts: Growth rates
40,World Bank Poverty and Equity database - Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP
41,World Bank Poverty and Equity database - Economic Policy & Debt: National accounts: Shares of GDP & other
42,World Bank Poverty and Equity database - Economic Policy & Debt: Purchasing power parity
43,World Bank Poverty and Equity database - Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Value added
44,World Bank Poverty and Equity database - Economic Policy & Debt: National accounts: US$ at current prices: Value added
45,World Bank Poverty and Equity database - Economic Policy & Debt: National accounts: Local currency at current prices: Value added
46,World Bank Poverty and Equity database - Economic Policy & Debt: National accounts: Local currency at constant prices: Value added
