country,year,value
Argentina,2000,0.191541726
Argentina,2001,0.382036775
Argentina,2002,0.382036775
Argentina,2003,0.382036775
Argentina,2004,0.383083451
Argentina,2005,0.382036775
Argentina,2006,1.269620426
Argentina,2007,7.228288896
Argentina,2008,25.60424563
Argentina,2009,43.07431498
Argentina,2010,71.61819922
Argentina,2011,93.04133578
Argentina,2012,95.40913451
Argentina,2013,85.81926639
Argentina,2014,110.103926
Argentina,2015,84.46264035
Argentina,2016,117.9658235
Argentina,2017,130.4347328
Argentina,2018,114.1323432
Argentina,2019,102.7801037
Argentina,2020,60.2782621
Argentina,2021,85.607652
Australia,2003,1.927163106
Australia,2004,1.158512493
Australia,2005,1.152215382
Australia,2006,2.131411255
Australia,2007,4.17358523
Australia,2008,6.765708013
Australia,2009,9.702453181
Australia,2010,7.56641481
Australia,2011,9.153783171
Australia,2012,9.696237594
Australia,2013,10.24521081
Australia,2014,10.76381306
Australia,2015,9.505207902
Australia,2016,5.264152644
Australia,2017,4.447922721
Australia,2018,5.412720539
Australia,2019,6.254875506
Australia,2020,5.242980023
Australia,2021,4.825776664
Austria,1990,0.2637684
Austria,1991,0.2888892
Austria,1992,0.3223836
Austria,1993,0.3642516
Austria,1994,0.2428344
Austria,1995,0.4689216
Austria,1996,0.5107896
Austria,1997,0.5526576
Austria,1998,0.5945256
Austria,1999,0.6531408
Austria,2000,0.766166902
Austria,2001,0.76407355
Austria,2002,0.955091938
Austria,2003,1.146110325
Austria,2004,2.106958982
Austria,2005,3.056294201
Austria,2006,4.584441301
Austria,2007,9.273255545
Austria,2008,11.14424957
Austria,2009,15.42573197
Austria,2010,16.154598
Austria,2011,16.0528
Austria,2012,16.0528
Austria,2013,15.4098
Austria,2014,13.5228
Austria,2015,15.6816
Austria,2016,17.2968
Austria,2017,16.1026
Austria,2018,15.88436
Austria,2019,15.92208
Austria,2020,16.478
Austria,2021,17.36082058
Belgium,2005,0.0
Belgium,2006,0.0
Belgium,2007,0.0
Belgium,2008,0.0
Belgium,2009,5.638698504
Belgium,2010,15.29819039
Belgium,2011,17.66461162
Belgium,2012,18.72923112
Belgium,2013,18.39005845
Belgium,2014,24.07744944
Belgium,2015,16.16858424
Belgium,2016,15.57234205
Belgium,2017,18.65403619
Belgium,2018,17.76781624
Belgium,2019,18.80425858
Belgium,2020,19.48252018
Belgium,2021,19.42928925
Brazil,1990,234.0189759
Brazil,1991,262.4688804
Brazil,1992,240.4747699
Brazil,1993,233.278303
Brazil,1994,256.1911883
Brazil,1995,261.1008491
Brazil,1996,290.7066716
Brazil,1997,319.5252737
Brazil,1998,291.747168
Brazil,1999,269.1847188
Brazil,2000,222.4627126
Brazil,2001,238.8400751
Brazil,2002,262.1129956
Brazil,2003,302.1013766
Brazil,2004,304.6834239
Brazil,2005,333.2442598
Brazil,2006,370.0866005
Brazil,2007,478.4874049
Brazil,2008,597.7396057
Brazil,2009,588.594492
Brazil,2010,652.8297792
Brazil,2011,561.2463256
Brazil,2012,574.6117208
Brazil,2013,667.3541274
Brazil,2014,702.7053833
Brazil,2015,753.9309069
Brazil,2016,709.6957395
Brazil,2017,713.9965585
Brazil,2018,857.9737669
Brazil,2019,917.6459702
Brazil,2020,882.4077165
Brazil,2021,839.4693336
Canada,1998,0.0
Canada,1999,2.080703686
Canada,2000,4.540997473
Canada,2001,4.773379045
Canada,2002,4.895773379
Canada,2003,4.895773379
Canada,2004,4.909186457
Canada,2005,5.385350717
Canada,2006,6.907114948
Canada,2007,20.15994808
