country;variable;percentile;year;value;age;pop
US-MS;sptinc992t;p99.5p100;1917;0.1039;992;t
US-MS;sptinc992t;p99.5p100;1918;0.0911;992;t
US-MS;sptinc992t;p99.5p100;1919;0.1144;992;t
US-MS;sptinc992t;p99.5p100;1920;0.0979;992;t
US-MS;sptinc992t;p99.5p100;1921;0.0948;992;t
US-MS;sptinc992t;p99.5p100;1922;0.1152;992;t
US-MS;sptinc992t;p99.5p100;1923;0.1071;992;t
US-MS;sptinc992t;p99.5p100;1924;0.1045;992;t
US-MS;sptinc992t;p99.5p100;1925;0.1165;992;t
US-MS;sptinc992t;p99.5p100;1926;0.0962;992;t
US-MS;sptinc992t;p99.5p100;1927;0.0988;992;t
US-MS;sptinc992t;p99.5p100;1928;0.0942;992;t
US-MS;sptinc992t;p99.5p100;1929;0.0893;992;t
US-MS;sptinc992t;p99.5p100;1930;0.0929;992;t
US-MS;sptinc992t;p99.5p100;1931;0.0874;992;t
US-MS;sptinc992t;p99.5p100;1932;0.0915;992;t
US-MS;sptinc992t;p99.5p100;1933;0.0958;992;t
US-MS;sptinc992t;p99.5p100;1934;0.0947;992;t
US-MS;sptinc992t;p99.5p100;1935;0.099;992;t
US-MS;sptinc992t;p99.5p100;1936;0.1123;992;t
US-MS;sptinc992t;p99.5p100;1937;0.1059;992;t
US-MS;sptinc992t;p99.5p100;1938;0.1105;992;t
US-MS;sptinc992t;p99.5p100;1939;0.1205;992;t
US-MS;sptinc992t;p99.5p100;1940;0.1264;992;t
US-MS;sptinc992t;p99.5p100;1941;0.1293;992;t
US-MS;sptinc992t;p99.5p100;1942;0.1054;992;t
US-MS;sptinc992t;p99.5p100;1943;0.0886;992;t
US-MS;sptinc992t;p99.5p100;1944;0.0727;992;t
US-MS;sptinc992t;p99.5p100;1945;0.0813;992;t
US-MS;sptinc992t;p99.5p100;1946;0.1008;992;t
US-MS;sptinc992t;p99.5p100;1947;0.0943;992;t
US-MS;sptinc992t;p99.5p100;1948;0.0882;992;t
US-MS;sptinc992t;p99.5p100;1949;0.089;992;t
US-MS;sptinc992t;p99.5p100;1950;0.0911;992;t
US-MS;sptinc992t;p99.5p100;1951;0.0891;992;t
US-MS;sptinc992t;p99.5p100;1952;0.0742;992;t
US-MS;sptinc992t;p99.5p100;1953;0.0681;992;t
US-MS;sptinc992t;p99.5p100;1954;0.074;992;t
US-MS;sptinc992t;p99.5p100;1955;0.0713;992;t
US-MS;sptinc992t;p99.5p100;1956;0.0745;992;t
US-MS;sptinc992t;p99.5p100;1957;0.0722;992;t
US-MS;sptinc992t;p99.5p100;1958;0.0667;992;t
US-MS;sptinc992t;p99.5p100;1959;0.0697;992;t
US-MS;sptinc992t;p99.5p100;1960;0.0656;992;t
US-MS;sptinc992t;p99.5p100;1961;0.0672;992;t
US-MS;sptinc992t;p99.5p100;1962;0.0692;992;t
US-MS;sptinc992t;p99.5p100;1963;0.067;992;t
US-MS;sptinc992t;p99.5p100;1964;0.0718;992;t
US-MS;sptinc992t;p99.5p100;1965;0.0803;992;t
US-MS;sptinc992t;p99.5p100;1966;0.076;992;t
US-MS;sptinc992t;p99.5p100;1967;0.0724;992;t
US-MS;sptinc992t;p99.5p100;1968;0.0741;992;t
US-MS;sptinc992t;p99.5p100;1969;0.0692;992;t
US-MS;sptinc992t;p99.5p100;1970;0.0626;992;t
US-MS;sptinc992t;p99.5p100;1971;0.065;992;t
US-MS;sptinc992t;p99.5p100;1972;0.0657;992;t
US-MS;sptinc992t;p99.5p100;1973;0.0658;992;t
US-MS;sptinc992t;p99.5p100;1974;0.0644;992;t
US-MS;sptinc992t;p99.5p100;1975;0.063;992;t
US-MS;sptinc992t;p99.5p100;1976;0.061;992;t
US-MS;sptinc992t;p99.5p100;1977;0.0621;992;t
US-MS;sptinc992t;p99.5p100;1978;0.061;992;t
US-MS;sptinc992t;p99.5p100;1979;0.0683;992;t
US-MS;sptinc992t;p99.5p100;1980;0.0695;992;t
US-MS;sptinc992t;p99.5p100;1981;0.0705;992;t
US-MS;sptinc992t;p99.5p100;1982;0.085;992;t
US-MS;sptinc992t;p99.5p100;1983;0.0823;992;t
US-MS;sptinc992t;p99.5p100;1984;0.0936;992;t
US-MS;sptinc992t;p99.5p100;1985;0.0933;992;t
US-MS;sptinc992t;p99.5p100;1986;0.1148;992;t
US-MS;sptinc992t;p99.5p100;1987;0.0823;992;t
US-MS;sptinc992t;p99.5p100;1988;0.0962;992;t
US-MS;sptinc992t;p99.5p100;1989;0.0873;992;t
US-MS;sptinc992t;p99.5p100;1990;0.0846;992;t
US-MS;sptinc992t;p99.5p100;1991;0.0796;992;t
US-MS;sptinc992t;p99.5p100;1992;0.0911;992;t
US-MS;sptinc992t;p99.5p100;1993;0.0898;992;t
US-MS;sptinc992t;p99.5p100;1994;0.0935;992;t
US-MS;sptinc992t;p99.5p100;1995;0.0996;992;t
US-MS;sptinc992t;p99.5p100;1996;0.103;992;t
US-MS;sptinc992t;p99.5p100;1997;0.1066;992;t
US-MS;sptinc992t;p99.5p100;1998;0.112;992;t
US-MS;sptinc992t;p99.5p100;1999;0.1128;992;t
US-MS;sptinc992t;p99.5p100;2000;0.1117;992;t
US-MS;sptinc992t;p99.5p100;2001;0.1043;992;t
US-MS;sptinc992t;p99.5p100;2002;0.1026;992;t
US-MS;sptinc992t;p99.5p100;2003;0.1055;992;t
US-MS;sptinc992t;p99.5p100;2004;0.1009;992;t
US-MS;sptinc992t;p99.5p100;2005;0.1253;992;t
US-MS;sptinc992t;p99.5p100;2006;0.1455;992;t
US-MS;sptinc992t;p99.5p100;2007;0.128;992;t
US-MS;sptinc992t;p99.5p100;2008;0.1295;992;t
US-MS;sptinc992t;p99.5p100;2009;0.1075;992;t
US-MS;sptinc992t;p99.5p100;2010;0.135;992;t
US-MS;sptinc992t;p99.5p100;2011;0.0992;992;t
US-MS;sptinc992t;p99.5p100;2012;0.1223;992;t
US-MS;sptinc992t;p99.5p100;2013;0.1068;992;t
US-MS;sptinc992t;p99.5p100;2014;0.1084;992;t
US-MS;sptinc992t;p99.5p100;2015;0.1108;992;t
US-MS;sptinc992t;p95p99;1917;0.0864;992;t
US-MS;sptinc992t;p95p99;1918;0.0991;992;t
US-MS;sptinc992t;p95p99;1919;0.1113;992;t
US-MS;sptinc992t;p95p99;1920;0.1504;992;t
US-MS;sptinc992t;p95p99;1921;0.1542;992;t
US-MS;sptinc992t;p95p99;1922;0.1641;992;t
US-MS;sptinc992t;p95p99;1923;0.1494;992;t
US-MS;sptinc992t;p95p99;1924;0.1453;992;t
US-MS;sptinc992t;p95p99;1925;0.1014;992;t
US-MS;sptinc992t;p95p99;1926;0.0936;992;t
US-MS;sptinc992t;p95p99;1927;0.0899;992;t
US-MS;sptinc992t;p95p99;1928;0.0827;992;t
US-MS;sptinc992t;p95p99;1929;0.0776;992;t
US-MS;sptinc992t;p95p99;1930;0.085;992;t
US-MS;sptinc992t;p95p99;1931;0.0894;992;t
US-MS;sptinc992t;p95p99;1932;0.1304;992;t
US-MS;sptinc992t;p95p99;1933;0.1201;992;t
US-MS;sptinc992t;p95p99;1934;0.1043;992;t
US-MS;sptinc992t;p95p99;1935;0.0976;992;t
US-MS;sptinc992t;p95p99;1936;0.0915;992;t
US-MS;sptinc992t;p95p99;1937;0.0979;992;t
US-MS;sptinc992t;p95p99;1938;0.1219;992;t
US-MS;sptinc992t;p95p99;1939;0.1445;992;t
US-MS;sptinc992t;p95p99;1940;0.2102;992;t
US-MS;sptinc992t;p95p99;1941;0.1683;992;t
