country;variable;percentile;year;value;age;pop
XF;sptinc992j;p31p100;1980;0.9784;992;j
XF;sptinc992j;p31p100;1981;0.9772;992;j
XF;sptinc992j;p31p100;1982;0.9762;992;j
XF;sptinc992j;p31p100;1983;0.9758;992;j
XF;sptinc992j;p31p100;1984;0.9768;992;j
XF;sptinc992j;p31p100;1985;0.9767;992;j
XF;sptinc992j;p31p100;1986;0.976;992;j
XF;sptinc992j;p31p100;1987;0.9758;992;j
XF;sptinc992j;p31p100;1988;0.9763;992;j
XF;sptinc992j;p31p100;1989;0.9764;992;j
XF;sptinc992j;p31p100;1990;0.9772;992;j
XF;sptinc992j;p31p100;1991;0.9777;992;j
XF;sptinc992j;p31p100;1992;0.978;992;j
XF;sptinc992j;p31p100;1993;0.9758;992;j
XF;sptinc992j;p31p100;1994;0.9763;992;j
XF;sptinc992j;p31p100;1995;0.9759;992;j
XF;sptinc992j;p31p100;1996;0.975;992;j
XF;sptinc992j;p31p100;1997;0.9746;992;j
XF;sptinc992j;p31p100;1998;0.9738;992;j
XF;sptinc992j;p31p100;1999;0.9723;992;j
XF;sptinc992j;p31p100;2000;0.9725;992;j
XF;sptinc992j;p31p100;2001;0.9729;992;j
XF;sptinc992j;p31p100;2002;0.9738;992;j
XF;sptinc992j;p31p100;2003;0.9734;992;j
XF;sptinc992j;p31p100;2004;0.973;992;j
XF;sptinc992j;p31p100;2005;0.9732;992;j
XF;sptinc992j;p31p100;2006;0.9732;992;j
XF;sptinc992j;p31p100;2007;0.9732;992;j
XF;sptinc992j;p31p100;2008;0.973;992;j
XF;sptinc992j;p31p100;2009;0.973;992;j
XF;sptinc992j;p31p100;2010;0.9734;992;j
XF;sptinc992j;p31p100;2011;0.9728;992;j
XF;sptinc992j;p31p100;2012;0.9724;992;j
XF;sptinc992j;p31p100;2013;0.9726;992;j
XF;sptinc992j;p31p100;2014;0.9723;992;j
XF;sptinc992j;p31p100;2015;0.9721;992;j
XF;sptinc992j;p31p100;2016;0.9713;992;j
XF;sptinc992j;p31p100;2017;0.971;992;j
XF;sptinc992j;p31p100;2018;0.9704;992;j
XF;sptinc992j;p31p100;2019;0.9699;992;j
XF;sptinc992j;p85p100;1980;0.6646;992;j
XF;sptinc992j;p85p100;1981;0.661;992;j
XF;sptinc992j;p85p100;1982;0.6588;992;j
XF;sptinc992j;p85p100;1983;0.6588;992;j
XF;sptinc992j;p85p100;1984;0.6652;992;j
XF;sptinc992j;p85p100;1985;0.6608;992;j
XF;sptinc992j;p85p100;1986;0.6584;992;j
XF;sptinc992j;p85p100;1987;0.6596;992;j
XF;sptinc992j;p85p100;1988;0.662;992;j
XF;sptinc992j;p85p100;1989;0.6624;992;j
XF;sptinc992j;p85p100;1990;0.6657;992;j
XF;sptinc992j;p85p100;1991;0.6705;992;j
XF;sptinc992j;p85p100;1992;0.6701;992;j
XF;sptinc992j;p85p100;1993;0.6619;992;j
XF;sptinc992j;p85p100;1994;0.66;992;j
XF;sptinc992j;p85p100;1995;0.6592;992;j
XF;sptinc992j;p85p100;1996;0.6597;992;j
XF;sptinc992j;p85p100;1997;0.6601;992;j
XF;sptinc992j;p85p100;1998;0.6589;992;j
XF;sptinc992j;p85p100;1999;0.6556;992;j
XF;sptinc992j;p85p100;2000;0.6588;992;j
XF;sptinc992j;p85p100;2001;0.6602;992;j
XF;sptinc992j;p85p100;2002;0.6647;992;j
XF;sptinc992j;p85p100;2003;0.6639;992;j
XF;sptinc992j;p85p100;2004;0.6607;992;j
XF;sptinc992j;p85p100;2005;0.6633;992;j
XF;sptinc992j;p85p100;2006;0.6674;992;j
XF;sptinc992j;p85p100;2007;0.6717;992;j
XF;sptinc992j;p85p100;2008;0.6706;992;j
XF;sptinc992j;p85p100;2009;0.669;992;j
XF;sptinc992j;p85p100;2010;0.6696;992;j
XF;sptinc992j;p85p100;2011;0.6668;992;j
XF;sptinc992j;p85p100;2012;0.6657;992;j
XF;sptinc992j;p85p100;2013;0.6627;992;j
XF;sptinc992j;p85p100;2014;0.6607;992;j
XF;sptinc992j;p85p100;2015;0.6578;992;j
XF;sptinc992j;p85p100;2016;0.6512;992;j
XF;sptinc992j;p85p100;2017;0.6482;992;j
XF;sptinc992j;p85p100;2018;0.6439;992;j
XF;sptinc992j;p85p100;2019;0.6409;992;j
XF;sptinc992j;p98p100;1980;0.2877;992;j
XF;sptinc992j;p98p100;1981;0.2887;992;j
XF;sptinc992j;p98p100;1982;0.2887;992;j
XF;sptinc992j;p98p100;1983;0.2911;992;j
XF;sptinc992j;p98p100;1984;0.2977;992;j
XF;sptinc992j;p98p100;1985;0.2927;992;j
XF;sptinc992j;p98p100;1986;0.2904;992;j
XF;sptinc992j;p98p100;1987;0.2904;992;j
XF;sptinc992j;p98p100;1988;0.2903;992;j
XF;sptinc992j;p98p100;1989;0.2909;992;j
XF;sptinc992j;p98p100;1990;0.2909;992;j
XF;sptinc992j;p98p100;1991;0.297;992;j
XF;sptinc992j;p98p100;1992;0.2935;992;j
XF;sptinc992j;p98p100;1993;0.2863;992;j
XF;sptinc992j;p98p100;1994;0.2866;992;j
XF;sptinc992j;p98p100;1995;0.2885;992;j
XF;sptinc992j;p98p100;1996;0.2914;992;j
XF;sptinc992j;p98p100;1997;0.2935;992;j
XF;sptinc992j;p98p100;1998;0.2945;992;j
XF;sptinc992j;p98p100;1999;0.2953;992;j
XF;sptinc992j;p98p100;2000;0.2994;992;j
XF;sptinc992j;p98p100;2001;0.3024;992;j
XF;sptinc992j;p98p100;2002;0.3086;992;j
XF;sptinc992j;p98p100;2003;0.308;992;j
XF;sptinc992j;p98p100;2004;0.3072;992;j
XF;sptinc992j;p98p100;2005;0.311;992;j
XF;sptinc992j;p98p100;2006;0.3142;992;j
XF;sptinc992j;p98p100;2007;0.3186;992;j
XF;sptinc992j;p98p100;2008;0.3165;992;j
XF;sptinc992j;p98p100;2009;0.314;992;j
XF;sptinc992j;p98p100;2010;0.315;992;j
XF;sptinc992j;p98p100;2011;0.3135;992;j
XF;sptinc992j;p98p100;2012;0.3139;992;j
XF;sptinc992j;p98p100;2013;0.3095;992;j
XF;sptinc992j;p98p100;2014;0.306;992;j
XF;sptinc992j;p98p100;2015;0.3034;992;j
XF;sptinc992j;p98p100;2016;0.2968;992;j
XF;sptinc992j;p98p100;2017;0.2939;992;j
XF;sptinc992j;p98p100;2018;0.2909;992;j
XF;sptinc992j;p98p100;2019;0.2884;992;j
XF;tptinc992j;p71p72;1980;3874.3;992;j
XF;tptinc992j;p71p72;1981;3671.7;992;j
XF;tptinc992j;p71p72;1982;3523.3;992;j
XF;tptinc992j;p71p72;1983;3300.3;992;j
XF;tptinc992j;p71p72;1984;3237.1;992;j
XF;tptinc992j;p71p72;1985;3251.2;992;j
XF;tptinc992j;p71p72;1986;3246.1;992;j
XF;tptinc992j;p71p72;1987;3231.7;992;j
XF;tptinc992j;p71p72;1988;3271.0;992;j
XF;tptinc992j;p71p72;1989;3263.3;992;j
XF;tptinc992j;p71p72;1990;3254.0;992;j
XF;tptinc992j;p71p72;1991;3173.0;992;j
XF;tptinc992j;p71p72;1992;3113.9;992;j
XF;tptinc992j;p71p72;1993;3077.9;992;j
XF;tptinc992j;p71p72;1994;3052.8;992;j
XF;tptinc992j;p71p72;1995;3098.4;992;j
XF;tptinc992j;p71p72;1996;3134.4;992;j
XF;tptinc992j;p71p72;1997;3156.3;992;j
XF;tptinc992j;p71p72;1998;3134.9;992;j
XF;tptinc992j;p71p72;1999;3067.2;992;j
