year,country,value
2018,China,55.2
2019,China,55.9
2020,China,56.6
2021,China,55.7
2022,China,54.9
2023,China,54.6
2024,China,53.6
2025,China,52.6
2026,China,51.8
2027,China,48.3
2028,China,48.9
2029,China,47.4
2030,China,46.0
2018,North Korea,29.3
2019,North Korea,31.3
2020,North Korea,33.3
2021,North Korea,35.9
2022,North Korea,38.4
2023,North Korea,41.3
2024,North Korea,44.5
2025,North Korea,49.3
2026,North Korea,58.1
2027,North Korea,57.0
2028,North Korea,57.3
2029,North Korea,57.5
2030,North Korea,57.0
2018,Taiwan,45.4
2019,Taiwan,51.3
2020,Taiwan,50.5
2021,Taiwan,50.1
2022,Taiwan,49.9
2023,Taiwan,50.1
2024,Taiwan,50.5
2025,Taiwan,50.5
2026,Taiwan,51.8
2027,Taiwan,47.1
2028,Taiwan,48.0
2029,Taiwan,45.4
2030,Taiwan,43.3
2018,Cambodia,37.3
2019,Cambodia,40.9
2020,Cambodia,45.6
2021,Cambodia,52.6
2022,Cambodia,57.6
2023,Cambodia,66.1
2024,Cambodia,67.5
2025,Cambodia,65.6
2026,Cambodia,64.8
2027,Cambodia,63.6
2028,Cambodia,64.4
2029,Cambodia,64.5
2030,Cambodia,63.6
2018,Indonesia,54.6
2019,Indonesia,56.1
2020,Indonesia,56.0
2021,Indonesia,54.7
2022,Indonesia,53.1
2023,Indonesia,51.9
2024,Indonesia,51.3
2025,Indonesia,49.9
2026,Indonesia,49.0
2027,Indonesia,46.6
2028,Indonesia,47.5
2029,Indonesia,46.6
2030,Indonesia,45.4
2018,Laos,53.4
2019,Laos,57.4
2020,Laos,60.6
2021,Laos,65.5
2022,Laos,66.6
2023,Laos,68.6
2024,Laos,67.4
2025,Laos,66.8
2026,Laos,66.9
2027,Laos,65.1
2028,Laos,65.7
2029,Laos,65.1
2030,Laos,64.5
2018,Malaysia,69.9
2019,Malaysia,71.5
2020,Malaysia,72.7
2021,Malaysia,74.3
2022,Malaysia,75.3
2023,Malaysia,76.5
2024,Malaysia,78.0
2025,Malaysia,78.4
2026,Malaysia,78.3
2027,Malaysia,76.6
2028,Malaysia,77.4
2029,Malaysia,76.4
2030,Malaysia,74.9
2018,Maldives,99.0
2019,Maldives,96.6
2020,Maldives,95.5
2021,Maldives,94.3
2022,Maldives,92.8
2023,Maldives,91.6
2024,Maldives,91.1
2025,Maldives,89.4
2026,Maldives,87.8
2027,Maldives,87.0
2028,Maldives,86.8
2029,Maldives,87.1
2030,Maldives,87.0
2018,Myanmar,49.1
2019,Myanmar,50.5
2020,Myanmar,51.9
2021,Myanmar,53.9
2022,Myanmar,55.3
2023,Myanmar,56.4
2024,Myanmar,57.7
2025,Myanmar,60.0
2026,Myanmar,60.1
2027,Myanmar,58.1
2028,Myanmar,58.0
2029,Myanmar,58.3
2030,Myanmar,57.9
2018,Philippines,18.0
2019,Philippines,20.0
2020,Philippines,21.1
2021,Philippines,23.2
2022,Philippines,25.7
2023,Philippines,28.6
2024,Philippines,26.7
2025,Philippines,25.5
2026,Philippines,24.8
2027,Philippines,23.0
2028,Philippines,23.9
2029,Philippines,23.3
2030,Philippines,22.7
2018,Sri Lanka,35.1
2019,Sri Lanka,36.6
2020,Sri Lanka,39.0
2021,Sri Lanka,41.7
2022,Sri Lanka,44.6
2023,Sri Lanka,48.6
2024,Sri Lanka,52.6
