year,country,value
2018,China,46.5
2019,China,47.2
2020,China,47.9
2021,China,48.6
2022,China,49.3
2023,China,50.0
2024,China,50.8
2025,China,51.6
2026,China,52.5
2027,China,53.3
2028,China,54.2
2029,China,55.2
2030,China,56.2
2018,North Korea,37.5
2019,North Korea,37.9
2020,North Korea,38.4
2021,North Korea,38.8
2022,North Korea,39.2
2023,North Korea,39.5
2024,North Korea,39.9
2025,North Korea,40.3
2026,North Korea,40.6
2027,North Korea,41.0
2028,North Korea,41.3
2029,North Korea,41.7
2030,North Korea,42.0
2018,Taiwan,53.9
2019,Taiwan,55.7
2020,Taiwan,56.6
2021,Taiwan,56.9
2022,Taiwan,57.2
2023,Taiwan,57.5
2024,Taiwan,57.8
2025,Taiwan,58.0
2026,Taiwan,58.3
2027,Taiwan,58.5
2028,Taiwan,58.7
2029,Taiwan,58.8
2030,Taiwan,58.9
2018,Cambodia,25.4
2019,Cambodia,25.7
2020,Cambodia,26.1
2021,Cambodia,26.5
2022,Cambodia,26.9
2023,Cambodia,27.4
2024,Cambodia,27.8
2025,Cambodia,28.3
2026,Cambodia,28.8
2027,Cambodia,29.3
2028,Cambodia,29.8
2029,Cambodia,30.3
2030,Cambodia,30.9
2018,Indonesia,50.0
2019,Indonesia,51.5
2020,Indonesia,53.2
2021,Indonesia,54.9
2022,Indonesia,56.6
2023,Indonesia,58.5
2024,Indonesia,60.4
2025,Indonesia,62.4
2026,Indonesia,64.5
2027,Indonesia,66.7
2028,Indonesia,69.0
2029,Indonesia,71.3
2030,Indonesia,73.8
2018,Laos,27.2
2019,Laos,28.3
2020,Laos,29.4
2021,Laos,30.5
2022,Laos,31.7
2023,Laos,32.9
2024,Laos,34.1
2025,Laos,35.5
2026,Laos,36.8
2027,Laos,38.2
2028,Laos,39.6
2029,Laos,41.1
2030,Laos,42.7
2018,Malaysia,33.6
2019,Malaysia,36.2
2020,Malaysia,38.8
2021,Malaysia,41.5
2022,Malaysia,44.2
2023,Malaysia,47.1
2024,Malaysia,49.8
2025,Malaysia,50.4
2026,Malaysia,51.1
2027,Malaysia,51.8
2028,Malaysia,52.4
2029,Malaysia,53.0
2030,Malaysia,53.6
2018,Maldives,69.6
2019,Maldives,70.1
2020,Maldives,70.7
2021,Maldives,71.3
2022,Maldives,72.0
2023,Maldives,72.7
2024,Maldives,73.4
2025,Maldives,74.2
2026,Maldives,75.0
2027,Maldives,75.8
2028,Maldives,76.7
2029,Maldives,77.6
2030,Maldives,78.6
2018,Myanmar,35.7
2019,Myanmar,36.0
2020,Myanmar,36.3
2021,Myanmar,36.6
2022,Myanmar,36.9
2023,Myanmar,37.2
2024,Myanmar,37.6
2025,Myanmar,37.9
2026,Myanmar,38.3
2027,Myanmar,38.7
2028,Myanmar,39.2
2029,Myanmar,39.6
2030,Myanmar,40.1
2018,Philippines,57.0
2019,Philippines,57.1
2020,Philippines,57.3
2021,Philippines,57.5
2022,Philippines,57.7
2023,Philippines,58.0
2024,Philippines,58.2
2025,Philippines,58.5
2026,Philippines,58.8
2027,Philippines,59.1
2028,Philippines,59.4
2029,Philippines,59.7
2030,Philippines,60.1
2018,Sri Lanka,55.5
2019,Sri Lanka,56.4
2020,Sri Lanka,57.3
2021,Sri Lanka,58.2
2022,Sri Lanka,59.2
2023,Sri Lanka,60.3
2024,Sri Lanka,61.4
2025,Sri Lanka,62.4
2026,Sri Lanka,63.6
2027,Sri Lanka,64.7
2028,Sri Lanka,66.0
2029,Sri Lanka,67.2
2030,Sri Lanka,68.5
2018,Thailand,30.6
2019,Thailand,32.2
2020,Thailand,34.0
2021,Thailand,35.8
2022,Thailand,37.6
2023,Thailand,39.5
2024,Thailand,41.4
2025,Thailand,43.4
2026,Thailand,45.5
2027,Thailand,47.6
2028,Thailand,49.8
2029,Thailand,52.1
2030,Thailand,54.4
2018,Timor-Leste,61.4
2019,Timor-Leste,61.6
2020,Timor-Leste,61.8
2021,Timor-Leste,62.0
2022,Timor-Leste,62.3
2023,Timor-Leste,62.6
2024,Timor-Leste,62.9
2025,Timor-Leste,63.2
2026,Timor-Leste,63.5
2027,Timor-Leste,63.8
2028,Timor-Leste,64.2
2029,Timor-Leste,64.5
2030,Timor-Leste,64.9
2018,Vietnam,34.6
2019,Vietnam,35.0
2020,Vietnam,35.5
2021,Vietnam,36.0
2022,Vietnam,36.5
2023,Vietnam,37.1
2024,Vietnam,37.6
2025,Vietnam,38.2
2026,Vietnam,38.8
2027,Vietnam,39.5
2028,Vietnam,40.2
2029,Vietnam,40.8
2030,Vietnam,41.6
2018,Fiji,62.0
2019,Fiji,62.2
2020,Fiji,62.4
2021,Fiji,62.7
2022,Fiji,63.0
2023,Fiji,63.3
2024,Fiji,63.6
2025,Fiji,64.0
2026,Fiji,64.4
2027,Fiji,64.9
2028,Fiji,65.4
2029,Fiji,65.8
2030,Fiji,66.4
2018,Kiribati,58.2
2019,Kiribati,58.3
2020,Kiribati,58.4
2021,Kiribati,58.5
2022,Kiribati,58.7
2023,Kiribati,58.8
2024,Kiribati,59.0
2025,Kiribati,59.1
2026,Kiribati,59.3
2027,Kiribati,59.6
2028,Kiribati,59.8
2029,Kiribati,60.0
2030,Kiribati,60.2
2018,Marshall Islands,29.4
2019,Marshall Islands,29.5
2020,Marshall Islands,29.6
2021,Marshall Islands,29.6
2022,Marshall Islands,29.7
2023,Marshall Islands,29.8
2024,Marshall Islands,29.9
2025,Marshall Islands,30.0
2026,Marshall Islands,30.1
2027,Marshall Islands,30.1
2028,Marshall Islands,30.2
2029,Marshall Islands,30.3
2030,Marshall Islands,30.5
2018,Federated States of Micronesia,41.6
2019,Federated States of Micronesia,41.5
2020,Federated States of Micronesia,41.3
2021,Federated States of Micronesia,41.2
2022,Federated States of Micronesia,41.1
2023,Federated States of Micronesia,41.0
2024,Federated States of Micronesia,40.9
2025,Federated States of Micronesia,40.7
2026,Federated States of Micronesia,40.6
2027,Federated States of Micronesia,40.6
2028,Federated States of Micronesia,40.5
2029,Federated States of Micronesia,40.4
2030,Federated States of Micronesia,40.3
2018,Papua New Guinea,16.6
2019,Papua New Guinea,16.6
2020,Papua New Guinea,16.6
2021,Papua New Guinea,16.6
2022,Papua New Guinea,16.6
2023,Papua New Guinea,16.6
2024,Papua New Guinea,16.6
2025,Papua New Guinea,16.7
2026,Papua New Guinea,16.7
2027,Papua New Guinea,16.8
2028,Papua New Guinea,16.8
2029,Papua New Guinea,16.9
2030,Papua New Guinea,17.0
2018,Samoa,59.5
2019,Samoa,59.7
2020,Samoa,59.9
2021,Samoa,60.2
2022,Samoa,60.5
2023,Samoa,60.7
2024,Samoa,61.0
2025,Samoa,61.3
2026,Samoa,61.5
2027,Samoa,61.8
2028,Samoa,62.1
2029,Samoa,62.3
2030,Samoa,62.6
2018,Solomon Islands,34.1
2019,Solomon Islands,34.2
2020,Solomon Islands,34.4
2021,Solomon Islands,34.5
2022,Solomon Islands,34.6
2023,Solomon Islands,34.8
2024,Solomon Islands,34.9
2025,Solomon Islands,35.0
2026,Solomon Islands,35.2
2027,Solomon Islands,35.3
2028,Solomon Islands,35.4
2029,Solomon Islands,35.5
2030,Solomon Islands,35.6
2018,Tonga,54.9
2019,Tonga,54.8
2020,Tonga,54.7
2021,Tonga,54.5
2022,Tonga,54.4
2023,Tonga,54.4
2024,Tonga,54.3
2025,Tonga,54.2
2026,Tonga,54.2
2027,Tonga,54.1
2028,Tonga,54.1
2029,Tonga,54.1
2030,Tonga,54.1
2018,Vanuatu,35.6
2019,Vanuatu,35.9
2020,Vanuatu,36.0
2021,Vanuatu,36.2
2022,Vanuatu,36.4
2023,Vanuatu,36.6
2024,Vanuatu,36.7
2025,Vanuatu,36.9
2026,Vanuatu,37.0
2027,Vanuatu,37.2
2028,Vanuatu,37.3
2029,Vanuatu,37.5
2030,Vanuatu,37.6
2018,Armenia,74.2
2019,Armenia,73.5
2020,Armenia,72.9
2021,Armenia,72.4
2022,Armenia,72.0
2023,Armenia,71.7
2024,Armenia,71.3
2025,Armenia,71.0
2026,Armenia,70.8
2027,Armenia,70.5
2028,Armenia,70.3
2029,Armenia,70.1
2030,Armenia,69.9
2018,Azerbaijan,79.5
2019,Azerbaijan,79.4
2020,Azerbaijan,79.3
2021,Azerbaijan,79.3
2022,Azerbaijan,79.4
