year,country,value
2018,China,73.8
2019,China,73.4
2020,China,73.0
2021,China,72.7
2022,China,72.4
2023,China,72.1
2024,China,71.8
2025,China,71.6
2026,China,71.3
2027,China,71.1
2028,China,70.8
2029,China,70.6
2030,China,70.4
2018,North Korea,76.6
2019,North Korea,76.5
2020,North Korea,76.5
2021,North Korea,76.4
2022,North Korea,76.4
2023,North Korea,76.2
2024,North Korea,76.1
2025,North Korea,76.0
2026,North Korea,75.9
2027,North Korea,75.7
2028,North Korea,75.5
2029,North Korea,75.4
2030,North Korea,75.2
2018,Taiwan,84.1
2019,Taiwan,83.7
2020,Taiwan,83.4
2021,Taiwan,83.1
2022,Taiwan,82.7
2023,Taiwan,82.3
2024,Taiwan,81.9
2025,Taiwan,81.4
2026,Taiwan,80.9
2027,Taiwan,80.5
2028,Taiwan,80.2
2029,Taiwan,80.0
2030,Taiwan,79.8
2018,Cambodia,61.3
2019,Cambodia,61.5
2020,Cambodia,61.8
2021,Cambodia,62.2
2022,Cambodia,63.0
2023,Cambodia,63.3
2024,Cambodia,63.6
2025,Cambodia,63.8
2026,Cambodia,64.1
2027,Cambodia,64.2
2028,Cambodia,64.4
2029,Cambodia,64.6
2030,Cambodia,64.7
2018,Indonesia,59.5
2019,Indonesia,59.2
2020,Indonesia,58.9
2021,Indonesia,58.6
2022,Indonesia,58.4
2023,Indonesia,58.2
2024,Indonesia,58.1
2025,Indonesia,58.0
2026,Indonesia,57.9
2027,Indonesia,57.9
2028,Indonesia,57.8
2029,Indonesia,57.8
2030,Indonesia,57.8
2018,Laos,66.0
2019,Laos,65.8
2020,Laos,65.6
2021,Laos,65.4
2022,Laos,65.2
2023,Laos,65.0
2024,Laos,64.7
2025,Laos,64.5
2026,Laos,64.2
2027,Laos,64.0
2028,Laos,63.7
2029,Laos,63.4
2030,Laos,63.2
2018,Malaysia,50.8
2019,Malaysia,50.5
2020,Malaysia,50.1
2021,Malaysia,49.9
2022,Malaysia,49.6
2023,Malaysia,49.3
2024,Malaysia,49.0
2025,Malaysia,48.6
2026,Malaysia,48.3
2027,Malaysia,47.9
2028,Malaysia,47.6
2029,Malaysia,47.2
2030,Malaysia,46.9
2018,Maldives,95.7
2019,Maldives,95.5
2020,Maldives,95.3
2021,Maldives,95.1
2022,Maldives,95.0
2023,Maldives,94.8
2024,Maldives,94.6
2025,Maldives,94.4
2026,Maldives,94.2
2027,Maldives,94.0
2028,Maldives,93.8
2029,Maldives,93.6
2030,Maldives,93.4
2018,Myanmar,45.4
2019,Myanmar,45.2
2020,Myanmar,44.7
2021,Myanmar,44.5
2022,Myanmar,44.4
2023,Myanmar,44.1
2024,Myanmar,43.8
2025,Myanmar,43.4
2026,Myanmar,43.1
2027,Myanmar,42.7
2028,Myanmar,42.3
2029,Myanmar,42.0
2030,Myanmar,41.6
2018,Philippines,51.6
2019,Philippines,51.3
2020,Philippines,50.9
2021,Philippines,50.6
2022,Philippines,50.3
2023,Philippines,50.1
2024,Philippines,49.8
2025,Philippines,49.5
2026,Philippines,49.3
2027,Philippines,49.0
2028,Philippines,48.8
2029,Philippines,48.6
2030,Philippines,48.4
2018,Sri Lanka,79.4
2019,Sri Lanka,79.1
2020,Sri Lanka,78.7
2021,Sri Lanka,78.4
2022,Sri Lanka,78.1
