year,country,value
2018,China,93.3
2019,China,93.5
2020,China,93.8
2021,China,94.0
2022,China,94.2
2023,China,94.5
2024,China,94.7
2025,China,94.9
2026,China,95.1
2027,China,95.2
2028,China,95.4
2029,China,95.6
2030,China,95.7
2018,North Korea,73.9
2019,North Korea,74.1
2020,North Korea,74.1
2021,North Korea,73.7
2022,North Korea,74.7
2023,North Korea,75.6
2024,North Korea,76.5
2025,North Korea,77.3
2026,North Korea,78.1
2027,North Korea,78.9
2028,North Korea,79.6
2029,North Korea,80.4
2030,North Korea,81.1
2018,Taiwan,94.9
2019,Taiwan,95.1
2020,Taiwan,95.2
2021,Taiwan,95.3
2022,Taiwan,95.4
2023,Taiwan,95.5
2024,Taiwan,95.6
2025,Taiwan,95.7
2026,Taiwan,95.8
2027,Taiwan,95.8
2028,Taiwan,95.8
2029,Taiwan,95.8
2030,Taiwan,95.7
2018,Cambodia,54.7
2019,Cambodia,56.1
2020,Cambodia,57.5
2021,Cambodia,58.8
2022,Cambodia,60.1
2023,Cambodia,61.3
2024,Cambodia,62.5
2025,Cambodia,63.6
2026,Cambodia,64.8
2027,Cambodia,65.8
2028,Cambodia,66.9
2029,Cambodia,67.9
2030,Cambodia,68.9
2018,Indonesia,31.2
2019,Indonesia,32.2
2020,Indonesia,33.1
2021,Indonesia,34.1
2022,Indonesia,35.1
2023,Indonesia,36.0
2024,Indonesia,36.9
2025,Indonesia,37.8
2026,Indonesia,38.6
2027,Indonesia,39.4
2028,Indonesia,40.2
2029,Indonesia,41.0
2030,Indonesia,41.8
2018,Laos,69.4
2019,Laos,69.7
2020,Laos,69.9
2021,Laos,70.3
2022,Laos,70.5
2023,Laos,70.7
2024,Laos,70.9
2025,Laos,71.1
2026,Laos,71.3
2027,Laos,71.5
2028,Laos,71.7
2029,Laos,71.9
2030,Laos,72.1
2018,Malaysia,48.4
2019,Malaysia,48.2
2020,Malaysia,48.1
2021,Malaysia,48.0
2022,Malaysia,47.9
2023,Malaysia,47.7
2024,Malaysia,47.6
2025,Malaysia,47.5
2026,Malaysia,47.3
2027,Malaysia,47.2
2028,Malaysia,47.0
2029,Malaysia,46.8
2030,Malaysia,46.7
2018,Maldives,54.3
2019,Maldives,56.1
2020,Maldives,57.8
2021,Maldives,59.5
2022,Maldives,60.9
2023,Maldives,62.4
2024,Maldives,63.7
2025,Maldives,65.0
2026,Maldives,66.2
2027,Maldives,67.4
2028,Maldives,68.5
2029,Maldives,69.6
2030,Maldives,70.6
2018,Myanmar,64.9
2019,Myanmar,66.0
2020,Myanmar,67.1
2021,Myanmar,68.1
2022,Myanmar,69.0
2023,Myanmar,70.0
2024,Myanmar,70.9
2025,Myanmar,71.8
2026,Myanmar,72.7
2027,Myanmar,73.5
2028,Myanmar,74.4
2029,Myanmar,75.2
2030,Myanmar,75.9
2018,Philippines,66.5
2019,Philippines,66.8
2020,Philippines,67.0
2021,Philippines,67.2
2022,Philippines,67.4
