country,year,variable,value
Afghanistan,1950,Annual CO2 emissions growth (%),475.0
Afghanistan,1951,Annual CO2 emissions growth (%),8.7
Afghanistan,1952,Annual CO2 emissions growth (%),0.0
Afghanistan,1953,Annual CO2 emissions growth (%),16.0
Afghanistan,1954,Annual CO2 emissions growth (%),0.0
Afghanistan,1955,Annual CO2 emissions growth (%),44.83
Afghanistan,1956,Annual CO2 emissions growth (%),19.05
Afghanistan,1957,Annual CO2 emissions growth (%),60.0
Afghanistan,1958,Annual CO2 emissions growth (%),12.5
Afghanistan,1959,Annual CO2 emissions growth (%),16.62
Afghanistan,1960,Annual CO2 emissions growth (%),7.62
Afghanistan,1961,Annual CO2 emissions growth (%),18.58
Afghanistan,1962,Annual CO2 emissions growth (%),40.3
Afghanistan,1963,Annual CO2 emissions growth (%),2.63
Afghanistan,1964,Annual CO2 emissions growth (%),18.65
Afghanistan,1965,Annual CO2 emissions growth (%),20.08
Afghanistan,1966,Annual CO2 emissions growth (%),8.37
Afghanistan,1967,Annual CO2 emissions growth (%),17.48
Afghanistan,1968,Annual CO2 emissions growth (%),-4.56
Afghanistan,1969,Annual CO2 emissions growth (%),-23.06
Afghanistan,1970,Annual CO2 emissions growth (%),77.47
Afghanistan,1971,Annual CO2 emissions growth (%),13.36
Afghanistan,1972,Annual CO2 emissions growth (%),-19.18
Afghanistan,1973,Annual CO2 emissions growth (%),6.87
Afghanistan,1974,Annual CO2 emissions growth (%),16.98
Afghanistan,1975,Annual CO2 emissions growth (%),10.88
Afghanistan,1976,Annual CO2 emissions growth (%),-6.62
Afghanistan,1977,Annual CO2 emissions growth (%),20.36
Afghanistan,1978,Annual CO2 emissions growth (%),-9.68
Afghanistan,1979,Annual CO2 emissions growth (%),3.69
Afghanistan,1980,Annual CO2 emissions growth (%),-21.34
Afghanistan,1981,Annual CO2 emissions growth (%),12.65
Afghanistan,1982,Annual CO2 emissions growth (%),5.87
Afghanistan,1983,Annual CO2 emissions growth (%),20.31
Afghanistan,1984,Annual CO2 emissions growth (%),11.97
Afghanistan,1985,Annual CO2 emissions growth (%),24.1
Afghanistan,1986,Annual CO2 emissions growth (%),-10.5
Afghanistan,1987,Annual CO2 emissions growth (%),-0.63
Afghanistan,1988,Annual CO2 emissions growth (%),-8.25
Afghanistan,1989,Annual CO2 emissions growth (%),-3.22
Afghanistan,1990,Annual CO2 emissions growth (%),-5.85
Afghanistan,1991,Annual CO2 emissions growth (%),-6.76
Afghanistan,1992,Annual CO2 emissions growth (%),-43.17
Afghanistan,1993,Annual CO2 emissions growth (%),-3.36
Afghanistan,1994,Annual CO2 emissions growth (%),-3.86
Afghanistan,1995,Annual CO2 emissions growth (%),-3.99
Afghanistan,1996,Annual CO2 emissions growth (%),-5.33
Afghanistan,1997,Annual CO2 emissions growth (%),-6.94
Afghanistan,1998,Annual CO2 emissions growth (%),-5.07
Afghanistan,1999,Annual CO2 emissions growth (%),-21.34
Afghanistan,2000,Annual CO2 emissions growth (%),-6.4
Afghanistan,2001,Annual CO2 emissions growth (%),5.32
