country,year,variable,value
Asia,1960,Annual CO2 emissions from other industry (per capita),0.0111
Asia,1961,Annual CO2 emissions from other industry (per capita),0.0118
Asia,1962,Annual CO2 emissions from other industry (per capita),0.0119
Asia,1963,Annual CO2 emissions from other industry (per capita),0.0122
Asia,1964,Annual CO2 emissions from other industry (per capita),0.0131
Asia,1965,Annual CO2 emissions from other industry (per capita),0.0124
Asia,1966,Annual CO2 emissions from other industry (per capita),0.0125
Asia,1967,Annual CO2 emissions from other industry (per capita),0.0127
Asia,1968,Annual CO2 emissions from other industry (per capita),0.0129
Asia,1969,Annual CO2 emissions from other industry (per capita),0.0135
Asia,1970,Annual CO2 emissions from other industry (per capita),0.0146
Asia,1971,Annual CO2 emissions from other industry (per capita),0.0144
Asia,1972,Annual CO2 emissions from other industry (per capita),0.0154
Asia,1973,Annual CO2 emissions from other industry (per capita),0.0164
Asia,1974,Annual CO2 emissions from other industry (per capita),0.0162
Asia,1975,Annual CO2 emissions from other industry (per capita),0.0143
Asia,1976,Annual CO2 emissions from other industry (per capita),0.0149
Asia,1977,Annual CO2 emissions from other industry (per capita),0.0146
Asia,1978,Annual CO2 emissions from other industry (per capita),0.0147
Asia,1979,Annual CO2 emissions from other industry (per capita),0.0148
Asia,1980,Annual CO2 emissions from other industry (per capita),0.0134
Asia,1981,Annual CO2 emissions from other industry (per capita),0.0126
Asia,1982,Annual CO2 emissions from other industry (per capita),0.0129
Asia,1983,Annual CO2 emissions from other industry (per capita),0.0137
Asia,1984,Annual CO2 emissions from other industry (per capita),0.0146
Asia,1985,Annual CO2 emissions from other industry (per capita),0.0154
Asia,1986,Annual CO2 emissions from other industry (per capita),0.0168
Asia,1987,Annual CO2 emissions from other industry (per capita),0.021
Asia,1988,Annual CO2 emissions from other industry (per capita),0.0251
Asia,1989,Annual CO2 emissions from other industry (per capita),0.0238
Asia,1990,Annual CO2 emissions from other industry (per capita),0.0267
Asia,1991,Annual CO2 emissions from other industry (per capita),0.0274
Asia,1992,Annual CO2 emissions from other industry (per capita),0.0294
Asia,1993,Annual CO2 emissions from other industry (per capita),0.0316
Asia,1994,Annual CO2 emissions from other industry (per capita),0.0321
Asia,1995,Annual CO2 emissions from other industry (per capita),0.0325
Asia,1996,Annual CO2 emissions from other industry (per capita),0.0325
Asia,1997,Annual CO2 emissions from other industry (per capita),0.0326
Asia,1998,Annual CO2 emissions from other industry (per capita),0.0315
Asia,1999,Annual CO2 emissions from other industry (per capita),0.0305
Asia,2000,Annual CO2 emissions from other industry (per capita),0.0296
Asia,2001,Annual CO2 emissions from other industry (per capita),0.0287
Asia,2002,Annual CO2 emissions from other industry (per capita),0.0288
Asia,2003,Annual CO2 emissions from other industry (per capita),0.0294
Asia,2004,Annual CO2 emissions from other industry (per capita),0.0305
Asia,2005,Annual CO2 emissions from other industry (per capita),0.0326
Asia,2006,Annual CO2 emissions from other industry (per capita),0.034
Asia,2007,Annual CO2 emissions from other industry (per capita),0.0352
Asia,2008,Annual CO2 emissions from other industry (per capita),0.0357
Asia,2009,Annual CO2 emissions from other industry (per capita),0.0359
Asia,2010,Annual CO2 emissions from other industry (per capita),0.0333
Asia,2011,Annual CO2 emissions from other industry (per capita),0.0392
Asia,2012,Annual CO2 emissions from other industry (per capita),0.0392
Asia,2013,Annual CO2 emissions from other industry (per capita),0.043
Asia,2014,Annual CO2 emissions from other industry (per capita),0.0445
Asia,2015,Annual CO2 emissions from other industry (per capita),0.0442
Asia,2016,Annual CO2 emissions from other industry (per capita),0.0441
Asia,2017,Annual CO2 emissions from other industry (per capita),0.0442
Asia,2018,Annual CO2 emissions from other industry (per capita),0.0441
Asia,2019,Annual CO2 emissions from other industry (per capita),0.0448
Asia,2020,Annual CO2 emissions from other industry (per capita),0.0432
Asia (excl. China & India),1990,Annual CO2 emissions from other industry (per capita),0.0188
Asia (excl. China & India),1991,Annual CO2 emissions from other industry (per capita),0.0181
Asia (excl. China & India),1992,Annual CO2 emissions from other industry (per capita),0.0167
Asia (excl. China & India),1993,Annual CO2 emissions from other industry (per capita),0.017
Asia (excl. China & India),1994,Annual CO2 emissions from other industry (per capita),0.0163
Asia (excl. China & India),1995,Annual CO2 emissions from other industry (per capita),0.016
Asia (excl. China & India),1996,Annual CO2 emissions from other industry (per capita),0.0155
Asia (excl. China & India),1997,Annual CO2 emissions from other industry (per capita),0.0163
Asia (excl. China & India),1998,Annual CO2 emissions from other industry (per capita),0.015
Asia (excl. China & India),1999,Annual CO2 emissions from other industry (per capita),0.0149
Asia (excl. China & India),2000,Annual CO2 emissions from other industry (per capita),0.015
Asia (excl. China & India),2001,Annual CO2 emissions from other industry (per capita),0.0142
Asia (excl. China & India),2002,Annual CO2 emissions from other industry (per capita),0.0143
Asia (excl. China & India),2003,Annual CO2 emissions from other industry (per capita),0.0148
Asia (excl. China & India),2004,Annual CO2 emissions from other industry (per capita),0.015
Asia (excl. China & India),2005,Annual CO2 emissions from other industry (per capita),0.0163
Asia (excl. China & India),2006,Annual CO2 emissions from other industry (per capita),0.017
Asia (excl. China & India),2007,Annual CO2 emissions from other industry (per capita),0.0171
Asia (excl. China & India),2008,Annual CO2 emissions from other industry (per capita),0.0162
Asia (excl. China & India),2009,Annual CO2 emissions from other industry (per capita),0.0136
Asia (excl. China & India),2010,Annual CO2 emissions from other industry (per capita),0.0149
Asia (excl. China & India),2011,Annual CO2 emissions from other industry (per capita),0.0161
Asia (excl. China & India),2012,Annual CO2 emissions from other industry (per capita),0.0163
Asia (excl. China & India),2013,Annual CO2 emissions from other industry (per capita),0.0183
Asia (excl. China & India),2014,Annual CO2 emissions from other industry (per capita),0.0179
Asia (excl. China & India),2015,Annual CO2 emissions from other industry (per capita),0.0179
Asia (excl. China & India),2016,Annual CO2 emissions from other industry (per capita),0.017
Asia (excl. China & India),2017,Annual CO2 emissions from other industry (per capita),0.017
