country,year,variable,value
Afghanistan,1949,Share of global annual CO2 emissions,0.0
Afghanistan,1950,Share of global annual CO2 emissions,0.0
Afghanistan,1951,Share of global annual CO2 emissions,0.0
Afghanistan,1952,Share of global annual CO2 emissions,0.0
Afghanistan,1953,Share of global annual CO2 emissions,0.0
Afghanistan,1954,Share of global annual CO2 emissions,0.0
Afghanistan,1955,Share of global annual CO2 emissions,0.0
Afghanistan,1956,Share of global annual CO2 emissions,0.0
Afghanistan,1957,Share of global annual CO2 emissions,0.0
Afghanistan,1958,Share of global annual CO2 emissions,0.0
Afghanistan,1959,Share of global annual CO2 emissions,0.0
Afghanistan,1960,Share of global annual CO2 emissions,0.0
Afghanistan,1961,Share of global annual CO2 emissions,0.01
Afghanistan,1962,Share of global annual CO2 emissions,0.01
Afghanistan,1963,Share of global annual CO2 emissions,0.01
Afghanistan,1964,Share of global annual CO2 emissions,0.01
Afghanistan,1965,Share of global annual CO2 emissions,0.01
Afghanistan,1966,Share of global annual CO2 emissions,0.01
Afghanistan,1967,Share of global annual CO2 emissions,0.01
Afghanistan,1968,Share of global annual CO2 emissions,0.01
Afghanistan,1969,Share of global annual CO2 emissions,0.01
Afghanistan,1970,Share of global annual CO2 emissions,0.01
Afghanistan,1971,Share of global annual CO2 emissions,0.01
Afghanistan,1972,Share of global annual CO2 emissions,0.01
Afghanistan,1973,Share of global annual CO2 emissions,0.01
Afghanistan,1974,Share of global annual CO2 emissions,0.01
Afghanistan,1975,Share of global annual CO2 emissions,0.01
Afghanistan,1976,Share of global annual CO2 emissions,0.01
Afghanistan,1977,Share of global annual CO2 emissions,0.01
Afghanistan,1978,Share of global annual CO2 emissions,0.01
Afghanistan,1979,Share of global annual CO2 emissions,0.01
Afghanistan,1980,Share of global annual CO2 emissions,0.01
Afghanistan,1981,Share of global annual CO2 emissions,0.01
Afghanistan,1982,Share of global annual CO2 emissions,0.01
Afghanistan,1983,Share of global annual CO2 emissions,0.01
Afghanistan,1984,Share of global annual CO2 emissions,0.01
Afghanistan,1985,Share of global annual CO2 emissions,0.02
Afghanistan,1986,Share of global annual CO2 emissions,0.02
Afghanistan,1987,Share of global annual CO2 emissions,0.01
Afghanistan,1988,Share of global annual CO2 emissions,0.01
Afghanistan,1989,Share of global annual CO2 emissions,0.01
Afghanistan,1990,Share of global annual CO2 emissions,0.01
Afghanistan,1991,Share of global annual CO2 emissions,0.01
Afghanistan,1992,Share of global annual CO2 emissions,0.01
Afghanistan,1993,Share of global annual CO2 emissions,0.01
Afghanistan,1994,Share of global annual CO2 emissions,0.01
Afghanistan,1995,Share of global annual CO2 emissions,0.01
Afghanistan,1996,Share of global annual CO2 emissions,0.0
Afghanistan,1997,Share of global annual CO2 emissions,0.0
Afghanistan,1998,Share of global annual CO2 emissions,0.0
Afghanistan,1999,Share of global annual CO2 emissions,0.0
Afghanistan,2000,Share of global annual CO2 emissions,0.0
Afghanistan,2001,Share of global annual CO2 emissions,0.0
Afghanistan,2002,Share of global annual CO2 emissions,0.0
Afghanistan,2003,Share of global annual CO2 emissions,0.0
Afghanistan,2004,Share of global annual CO2 emissions,0.0
Afghanistan,2005,Share of global annual CO2 emissions,0.0
Afghanistan,2006,Share of global annual CO2 emissions,0.01
Afghanistan,2007,Share of global annual CO2 emissions,0.01
Afghanistan,2008,Share of global annual CO2 emissions,0.01
Afghanistan,2009,Share of global annual CO2 emissions,0.02
Afghanistan,2010,Share of global annual CO2 emissions,0.03
Afghanistan,2011,Share of global annual CO2 emissions,0.04
Afghanistan,2012,Share of global annual CO2 emissions,0.03
Afghanistan,2013,Share of global annual CO2 emissions,0.02
Afghanistan,2014,Share of global annual CO2 emissions,0.02
Afghanistan,2015,Share of global annual CO2 emissions,0.02
Afghanistan,2016,Share of global annual CO2 emissions,0.02
Afghanistan,2017,Share of global annual CO2 emissions,0.02
Afghanistan,2018,Share of global annual CO2 emissions,0.02
Afghanistan,2019,Share of global annual CO2 emissions,0.03
Afghanistan,2020,Share of global annual CO2 emissions,0.03
Africa,1884,Share of global annual CO2 emissions,0.0
Africa,1885,Share of global annual CO2 emissions,0.0
Africa,1886,Share of global annual CO2 emissions,0.0
Africa,1887,Share of global annual CO2 emissions,0.0
Africa,1888,Share of global annual CO2 emissions,0.01
Africa,1889,Share of global annual CO2 emissions,0.01
Africa,1890,Share of global annual CO2 emissions,0.02
Africa,1891,Share of global annual CO2 emissions,0.02
Africa,1892,Share of global annual CO2 emissions,0.04
Africa,1893,Share of global annual CO2 emissions,0.13
Africa,1894,Share of global annual CO2 emissions,0.17
Africa,1895,Share of global annual CO2 emissions,0.22
Africa,1896,Share of global annual CO2 emissions,0.28
Africa,1897,Share of global annual CO2 emissions,0.3
Africa,1898,Share of global annual CO2 emissions,0.36
Africa,1899,Share of global annual CO2 emissions,0.3
Africa,1900,Share of global annual CO2 emissions,0.12
Africa,1901,Share of global annual CO2 emissions,0.19
Africa,1902,Share of global annual CO2 emissions,0.28
Africa,1903,Share of global annual CO2 emissions,0.35
Africa,1904,Share of global annual CO2 emissions,0.39
Africa,1905,Share of global annual CO2 emissions,0.42
Africa,1906,Share of global annual CO2 emissions,0.46
Africa,1907,Share of global annual CO2 emissions,0.45
Africa,1908,Share of global annual CO2 emissions,0.48
Africa,1909,Share of global annual CO2 emissions,0.53
Africa,1910,Share of global annual CO2 emissions,0.58
Africa,1911,Share of global annual CO2 emissions,0.55
Africa,1912,Share of global annual CO2 emissions,0.56
Africa,1913,Share of global annual CO2 emissions,0.56
Africa,1914,Share of global annual CO2 emissions,0.62
Africa,1915,Share of global annual CO2 emissions,0.63
Africa,1916,Share of global annual CO2 emissions,0.69
Africa,1917,Share of global annual CO2 emissions,0.72
Africa,1918,Share of global annual CO2 emissions,0.71
Africa,1919,Share of global annual CO2 emissions,0.84
Africa,1920,Share of global annual CO2 emissions,0.8
Africa,1921,Share of global annual CO2 emissions,0.91
Africa,1922,Share of global annual CO2 emissions,0.74
Africa,1923,Share of global annual CO2 emissions,0.79
Africa,1924,Share of global annual CO2 emissions,0.83
Africa,1925,Share of global annual CO2 emissions,0.87
Africa,1926,Share of global annual CO2 emissions,0.94
Africa,1927,Share of global annual CO2 emissions,0.85
Africa,1928,Share of global annual CO2 emissions,0.88
Africa,1929,Share of global annual CO2 emissions,0.84
Africa,1930,Share of global annual CO2 emissions,0.86
Africa,1931,Share of global annual CO2 emissions,0.84
Africa,1932,Share of global annual CO2 emissions,0.84
Africa,1933,Share of global annual CO2 emissions,0.86
Africa,1934,Share of global annual CO2 emissions,0.9
Africa,1935,Share of global annual CO2 emissions,0.95
Africa,1936,Share of global annual CO2 emissions,0.94
Africa,1937,Share of global annual CO2 emissions,0.94
Africa,1938,Share of global annual CO2 emissions,1.05
Africa,1939,Share of global annual CO2 emissions,1.06
Africa,1940,Share of global annual CO2 emissions,1.02
Africa,1941,Share of global annual CO2 emissions,1.09
Africa,1942,Share of global annual CO2 emissions,1.19
Africa,1943,Share of global annual CO2 emissions,1.2
Africa,1944,Share of global annual CO2 emissions,1.31
Africa,1945,Share of global annual CO2 emissions,1.59
Africa,1946,Share of global annual CO2 emissions,1.47
Africa,1947,Share of global annual CO2 emissions,1.32
Africa,1948,Share of global annual CO2 emissions,1.33
Africa,1949,Share of global annual CO2 emissions,1.47
Africa,1950,Share of global annual CO2 emissions,1.56
Africa,1951,Share of global annual CO2 emissions,1.56
Africa,1952,Share of global annual CO2 emissions,1.68
Africa,1953,Share of global annual CO2 emissions,1.67
Africa,1954,Share of global annual CO2 emissions,1.71
Africa,1955,Share of global annual CO2 emissions,1.72
Africa,1956,Share of global annual CO2 emissions,1.68
