country,year,variable,value
Afghanistan,1949,Annual CO2 emissions (per capita),0.0019
Afghanistan,1950,Annual CO2 emissions (per capita),0.0109
Afghanistan,1951,Annual CO2 emissions (per capita),0.0117
Afghanistan,1952,Annual CO2 emissions (per capita),0.0115
Afghanistan,1953,Annual CO2 emissions (per capita),0.0132
Afghanistan,1954,Annual CO2 emissions (per capita),0.013
Afghanistan,1955,Annual CO2 emissions (per capita),0.0186
Afghanistan,1956,Annual CO2 emissions (per capita),0.0218
Afghanistan,1957,Annual CO2 emissions (per capita),0.0343
Afghanistan,1958,Annual CO2 emissions (per capita),0.038
Afghanistan,1959,Annual CO2 emissions (per capita),0.0435
Afghanistan,1960,Annual CO2 emissions (per capita),0.046
Afghanistan,1961,Annual CO2 emissions (per capita),0.0535
Afghanistan,1962,Annual CO2 emissions (per capita),0.0736
Afghanistan,1963,Annual CO2 emissions (per capita),0.0741
Afghanistan,1964,Annual CO2 emissions (per capita),0.0861
Afghanistan,1965,Annual CO2 emissions (per capita),0.1011
Afghanistan,1966,Annual CO2 emissions (per capita),0.1072
Afghanistan,1967,Annual CO2 emissions (per capita),0.1233
Afghanistan,1968,Annual CO2 emissions (per capita),0.115
Afghanistan,1969,Annual CO2 emissions (per capita),0.0864
Afghanistan,1970,Annual CO2 emissions (per capita),0.1495
Afghanistan,1971,Annual CO2 emissions (per capita),0.165
Afghanistan,1972,Annual CO2 emissions (per capita),0.1298
Afghanistan,1973,Annual CO2 emissions (per capita),0.1351
Afghanistan,1974,Annual CO2 emissions (per capita),0.1541
Afghanistan,1975,Annual CO2 emissions (per capita),0.1672
Afghanistan,1976,Annual CO2 emissions (per capita),0.153
Afghanistan,1977,Annual CO2 emissions (per capita),0.181
Afghanistan,1978,Annual CO2 emissions (per capita),0.1614
Afghanistan,1979,Annual CO2 emissions (per capita),0.1665
Afghanistan,1980,Annual CO2 emissions (per capita),0.1315
Afghanistan,1981,Annual CO2 emissions (per capita),0.1502
Afghanistan,1982,Annual CO2 emissions (per capita),0.1626
Afghanistan,1983,Annual CO2 emissions (per capita),0.201
Afghanistan,1984,Annual CO2 emissions (per capita),0.2312
Afghanistan,1985,Annual CO2 emissions (per capita),0.2933
Afghanistan,1986,Annual CO2 emissions (per capita),0.267
Afghanistan,1987,Annual CO2 emissions (per capita),0.2683
Afghanistan,1988,Annual CO2 emissions (per capita),0.2459
Afghanistan,1989,Annual CO2 emissions (per capita),0.233
Afghanistan,1990,Annual CO2 emissions (per capita),0.2097
Afghanistan,1991,Annual CO2 emissions (per capita),0.1825
Afghanistan,1992,Annual CO2 emissions (per capita),0.0952
Afghanistan,1993,Annual CO2 emissions (per capita),0.0843
Afghanistan,1994,Annual CO2 emissions (per capita),0.0751
Afghanistan,1995,Annual CO2 emissions (per capita),0.0679
Afghanistan,1996,Annual CO2 emissions (per capita),0.0618
Afghanistan,1997,Annual CO2 emissions (per capita),0.056
Afghanistan,1998,Annual CO2 emissions (per capita),0.0521
Afghanistan,1999,Annual CO2 emissions (per capita),0.0401
Afghanistan,2000,Annual CO2 emissions (per capita),0.0365
Afghanistan,2001,Annual CO2 emissions (per capita),0.0369
Afghanistan,2002,Annual CO2 emissions (per capita),0.0465
Afghanistan,2003,Annual CO2 emissions (per capita),0.0501
Afghanistan,2004,Annual CO2 emissions (per capita),0.036
Afghanistan,2005,Annual CO2 emissions (per capita),0.0508
Afghanistan,2006,Annual CO2 emissions (per capita),0.0619
Afghanistan,2007,Annual CO2 emissions (per capita),0.0837
Afghanistan,2008,Annual CO2 emissions (per capita),0.1515
Afghanistan,2009,Annual CO2 emissions (per capita),0.2374
Afghanistan,2010,Annual CO2 emissions (per capita),0.2877
Afghanistan,2011,Annual CO2 emissions (per capita),0.402
Afghanistan,2012,Annual CO2 emissions (per capita),0.3279
Afghanistan,2013,Annual CO2 emissions (per capita),0.2616
Afghanistan,2014,Annual CO2 emissions (per capita),0.233
Afghanistan,2015,Annual CO2 emissions (per capita),0.2297
Afghanistan,2016,Annual CO2 emissions (per capita),0.1906
Afghanistan,2017,Annual CO2 emissions (per capita),0.189
Afghanistan,2018,Annual CO2 emissions (per capita),0.2245
Afghanistan,2019,Annual CO2 emissions (per capita),0.3193
Afghanistan,2020,Annual CO2 emissions (per capita),0.3099
Africa,1884,Annual CO2 emissions (per capita),0.005
Africa,1885,Annual CO2 emissions (per capita),0.0082
Africa,1886,Annual CO2 emissions (per capita),0.0105
Africa,1887,Annual CO2 emissions (per capita),0.0104
Africa,1888,Annual CO2 emissions (per capita),0.0174
Africa,1889,Annual CO2 emissions (per capita),0.0281
Africa,1890,Annual CO2 emissions (per capita),0.0625
Africa,1891,Annual CO2 emissions (per capita),0.0618
Africa,1892,Annual CO2 emissions (per capita),0.0988
Africa,1893,Annual CO2 emissions (per capita),0.3663
Africa,1894,Annual CO2 emissions (per capita),0.4897
Africa,1895,Annual CO2 emissions (per capita),0.6643
Africa,1896,Annual CO2 emissions (per capita),0.8378
Africa,1897,Annual CO2 emissions (per capita),0.9295
Africa,1898,Annual CO2 emissions (per capita),1.1636
Africa,1899,Annual CO2 emissions (per capita),1.0481
Africa,1900,Annual CO2 emissions (per capita),0.4365
Africa,1901,Annual CO2 emissions (per capita),0.7213
Africa,1902,Annual CO2 emissions (per capita),1.0574
Africa,1903,Annual CO2 emissions (per capita),1.1687
Africa,1904,Annual CO2 emissions (per capita),1.2962
Africa,1905,Annual CO2 emissions (per capita),1.4672
Africa,1906,Annual CO2 emissions (per capita),1.6463
Africa,1907,Annual CO2 emissions (per capita),1.7854
Africa,1908,Annual CO2 emissions (per capita),1.8188
Africa,1909,Annual CO2 emissions (per capita),2.0523
Africa,1910,Annual CO2 emissions (per capita),2.2834
Africa,1911,Annual CO2 emissions (per capita),0.8919
Africa,1912,Annual CO2 emissions (per capita),0.9369
Africa,1913,Annual CO2 emissions (per capita),1.0099
Africa,1914,Annual CO2 emissions (per capita),0.9941
Africa,1915,Annual CO2 emissions (per capita),0.4661
Africa,1916,Annual CO2 emissions (per capita),0.4609
Africa,1917,Annual CO2 emissions (per capita),0.4969
