country,year,variable,value
Afghanistan,1959,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1960,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1961,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1962,Share of global annual CO2 emissions from cement,0.02
Afghanistan,1963,Share of global annual CO2 emissions from cement,0.03
Afghanistan,1964,Share of global annual CO2 emissions from cement,0.03
Afghanistan,1965,Share of global annual CO2 emissions from cement,0.04
Afghanistan,1966,Share of global annual CO2 emissions from cement,0.04
Afghanistan,1967,Share of global annual CO2 emissions from cement,0.03
Afghanistan,1968,Share of global annual CO2 emissions from cement,0.02
Afghanistan,1969,Share of global annual CO2 emissions from cement,0.02
Afghanistan,1970,Share of global annual CO2 emissions from cement,0.02
Afghanistan,1971,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1972,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1973,Share of global annual CO2 emissions from cement,0.02
Afghanistan,1974,Share of global annual CO2 emissions from cement,0.02
Afghanistan,1975,Share of global annual CO2 emissions from cement,0.02
Afghanistan,1976,Share of global annual CO2 emissions from cement,0.02
Afghanistan,1977,Share of global annual CO2 emissions from cement,0.02
Afghanistan,1978,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1979,Share of global annual CO2 emissions from cement,0.02
Afghanistan,1980,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1981,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1982,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1983,Share of global annual CO2 emissions from cement,0.0
Afghanistan,1984,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1985,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1986,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1987,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1988,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1989,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1990,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1991,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1992,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1993,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1994,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1995,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1996,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1997,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1998,Share of global annual CO2 emissions from cement,0.01
Afghanistan,1999,Share of global annual CO2 emissions from cement,0.01
Afghanistan,2000,Share of global annual CO2 emissions from cement,0.0
Afghanistan,2001,Share of global annual CO2 emissions from cement,0.0
Afghanistan,2002,Share of global annual CO2 emissions from cement,0.0
Afghanistan,2003,Share of global annual CO2 emissions from cement,0.0
Afghanistan,2004,Share of global annual CO2 emissions from cement,0.0
Afghanistan,2005,Share of global annual CO2 emissions from cement,0.0
Afghanistan,2006,Share of global annual CO2 emissions from cement,0.0
Afghanistan,2007,Share of global annual CO2 emissions from cement,0.0
Afghanistan,2008,Share of global annual CO2 emissions from cement,0.0
Afghanistan,2009,Share of global annual CO2 emissions from cement,0.0
Afghanistan,2010,Share of global annual CO2 emissions from cement,0.0
Afghanistan,2011,Share of global annual CO2 emissions from cement,0.0
Afghanistan,2012,Share of global annual CO2 emissions from cement,0.0
Afghanistan,2013,Share of global annual CO2 emissions from cement,0.0
Afghanistan,2014,Share of global annual CO2 emissions from cement,0.0
Afghanistan,2015,Share of global annual CO2 emissions from cement,0.0
Afghanistan,2016,Share of global annual CO2 emissions from cement,0.01
Afghanistan,2017,Share of global annual CO2 emissions from cement,0.0
Afghanistan,2018,Share of global annual CO2 emissions from cement,0.0
Afghanistan,2019,Share of global annual CO2 emissions from cement,0.0
Afghanistan,2020,Share of global annual CO2 emissions from cement,0.0
Africa,1928,Share of global annual CO2 emissions from cement,0.36
Africa,1929,Share of global annual CO2 emissions from cement,0.99
Africa,1930,Share of global annual CO2 emissions from cement,0.74
Africa,1931,Share of global annual CO2 emissions from cement,0.86
Africa,1932,Share of global annual CO2 emissions from cement,1.75
Africa,1933,Share of global annual CO2 emissions from cement,1.95
Africa,1934,Share of global annual CO2 emissions from cement,1.87
Africa,1935,Share of global annual CO2 emissions from cement,1.9
Africa,1936,Share of global annual CO2 emissions from cement,1.78
Africa,1937,Share of global annual CO2 emissions from cement,1.78
Africa,1938,Share of global annual CO2 emissions from cement,1.95
Africa,1939,Share of global annual CO2 emissions from cement,2.05
Africa,1940,Share of global annual CO2 emissions from cement,2.08
Africa,1941,Share of global annual CO2 emissions from cement,1.67
Africa,1942,Share of global annual CO2 emissions from cement,2.01
Africa,1943,Share of global annual CO2 emissions from cement,2.33
Africa,1944,Share of global annual CO2 emissions from cement,4.28
Africa,1945,Share of global annual CO2 emissions from cement,4.09
Africa,1946,Share of global annual CO2 emissions from cement,3.16
Africa,1947,Share of global annual CO2 emissions from cement,2.97
Africa,1948,Share of global annual CO2 emissions from cement,2.76
Africa,1949,Share of global annual CO2 emissions from cement,2.63
Africa,1950,Share of global annual CO2 emissions from cement,3.01
Africa,1951,Share of global annual CO2 emissions from cement,3.0
Africa,1952,Share of global annual CO2 emissions from cement,2.88
Africa,1953,Share of global annual CO2 emissions from cement,2.95
Africa,1954,Share of global annual CO2 emissions from cement,3.13
Africa,1955,Share of global annual CO2 emissions from cement,3.17
Africa,1956,Share of global annual CO2 emissions from cement,3.02
Africa,1957,Share of global annual CO2 emissions from cement,3.01
Africa,1958,Share of global annual CO2 emissions from cement,3.08
Africa,1959,Share of global annual CO2 emissions from cement,2.89
Africa,1960,Share of global annual CO2 emissions from cement,2.8
Africa,1961,Share of global annual CO2 emissions from cement,2.62
Africa,1962,Share of global annual CO2 emissions from cement,2.53
Africa,1963,Share of global annual CO2 emissions from cement,2.58
Africa,1964,Share of global annual CO2 emissions from cement,2.58
Africa,1965,Share of global annual CO2 emissions from cement,2.63
