year,country,value
1977,India,97.0
1979,Israel,5.2
1979,Panama,40.0
1979,United States,1.2
1980,Argentina,5.5
1980,Madagascar,88.7
1981,East Asia & Pacific,97.1
1981,Fragile and conflict affected situations,83.1
1981,High income,4.1
1981,IDA countries classified as fragile situations,84.7
1981,IDA total,89.1
1981,Latin America & Caribbean,46.7
1981,Low & middle income,82.5
1981,Low income,90.3
1981,Lower middle income,90.9
1981,South Asia,96.5
1981,Upper middle income,74.4
1981,World,66.2
1981,Australia,1.7
1981,Brazil,60.3
1981,Canada,1.2
1981,Costa Rica,65.5
1981,Thailand,69.6
1981,Uruguay,13.2
1981,"Venezuela, RB",33.7
1982,Brazil,60.0
1983,Bangladesh,95.9
1983,Brazil,66.6
1983,India,96.4
1984,East Asia & Pacific,96.8
1984,Fragile and conflict affected situations,85.1
1984,High income,3.8
1984,IDA countries classified as fragile situations,86.0
1984,IDA total,90.4
1984,Latin America & Caribbean,51.3
1984,Low & middle income,82.7
1984,Low income,90.9
1984,Lower middle income,90.9
1984,Middle East & North Africa,62.4
1984,South Asia,96.1
1984,Upper middle income,74.6
1984,World,66.8
1984,Brazil,66.6
1984,Indonesia,98.2
1984,Malaysia,32.2
1984,Morocco,68.1
1984,Rwanda,97.7
1985,Australia,1.7
1985,Bangladesh,94.1
1985,Botswana,81.6
1985,Brazil,61.5
1985,Cote d'Ivoire,45.9
1985,Nigeria,93.5
1985,Poland,4.3
1985,Sri Lanka,81.0
1985,Tunisia,66.7
1986,Argentina,4.9
1986,Brazil,42.4
1986,Costa Rica,54.7
1986,Cote d'Ivoire,50.1
1986,Dominican Republic,28.4
1986,Guatemala,84.8
1986,"Iran, Islamic Rep",42.7
1986,Israel,6.2
1986,Jordan,23.8
1986,Lesotho,84.6
1986,United States,1.2
1987,East Asia & Pacific,96.1
1987,Fragile and conflict affected situations,85.6
1987,High income,3.2
1987,IDA countries classified as fragile situations,86.8
1987,IDA total,90.6
1987,Latin America & Caribbean,47.0
1987,Low & middle income,81.9
1987,Low income,91.4
1987,Lower middle income,90.5
1987,Middle East & North Africa,61.9
1987,South Asia,95.6
1987,Upper middle income,73.0
1987,World,66.6
1987,Argentina,8.3
1987,Brazil,52.9
1987,Canada,0.7
1987,Chile,52.8
1987,Cote d'Ivoire,56.5
1987,Ecuador,55.2
1987,Ghana,94.0
1987,Hungary,0.3
1987,India,95.5
1987,Indonesia,98.3
1987,Malaysia,32.8
1987,Mauritania,86.7
1987,Pakistan,96.7
1987,Poland,4.2
1987,Turkey,40.6
1987,"Venezuela, RB",36.5
1988,Algeria,57.6
1988,Bangladesh,95.5
1988,Brazil,55.0
1988,Cote d'Ivoire,67.3
1988,Croatia,0.0
1988,Ghana,92.8
1988,Jamaica,46.2
1988,Thailand,68.5
1988,Trinidad and Tobago,22.3
1989,Australia,1.5
1989,Brazil,52.2
1989,Costa Rica,42.4
1989,Dominican Republic,54.7
1989,El Salvador,51.7
1989,Guatemala,72.8
1989,Honduras,79.6
1989,Hungary,12.2
1989,Malaysia,32.4
1989,Mexico,40.1
1989,Panama,50.3
1989,Poland,1.1
1989,Romania,3.2
1989,Sierra Leone,92.2
1989,Uganda,93.2
1989,Uruguay,9.8
1989,"Venezuela, RB",28.9
1990,East Asia & Pacific,95.2
1990,Fragile and conflict affected situations,86.1
1990,High income,2.9
1990,IDA countries classified as fragile situations,89.1
1990,IDA total,91.1
1990,Latin America & Caribbean,49.3
1990,Low & middle income,82.2
1990,Low income,92.7
1990,Lower middle income,89.9
1990,Middle East & North Africa,59.1
1990,South Asia,95.3
1990,Sub-Saharan Africa,88.7
1990,Upper middle income,73.7
1990,World,67.1
1990,Bolivia,49.7
1990,Brazil,57.8
1990,Chile,46.1
1990,China,98.3
1990,Costa Rica,39.9
1990,"Egypt, Arab Rep",77.1
1990,Honduras,81.7
1990,Indonesia,96.8
1990,"Iran, Islamic Rep",42.2
1990,Jamaica,50.2
1990,Morocco,48.7
1990,Pakistan,96.9
1990,Paraguay,18.3
1990,Sri Lanka,80.6
1990,Thailand,64.7
1990,Tunisia,59.4
1991,Argentina,14.2
1991,Bangladesh,96.9
1991,Canada,0.5
1991,Costa Rica,44.5
1991,El Salvador,60.1
1991,Germany,0.25
1991,Ghana,93.1
1991,Guinea,100.0
1991,Guinea-Bissau,81.2
1991,Honduras,78.3
1991,Panama,48.3
1991,Senegal,93.6
1991,Tanzania,98.2
1991,United States,1.5
1991,Zambia,84.2
1992,Argentina,14.9
1992,Brazil,58.2
1992,Bulgaria,0.7
1992,Burundi,98.9
1992,Central African Republic,96.8
1992,Chile,39.8
1992,Colombia,47.0
1992,Costa Rica,41.0
1992,Cote d'Ivoire,77.6
1992,Dominican Republic,40.7
1992,Guyana,85.4
1992,Honduras,75.4
1992,Israel,2.2
1992,Jordan,44.7
1992,Kenya,76.0
1992,Lao PDR,90.2
1992,Malaysia,30.3
1992,Mexico,46.1
1992,Niger,98.3
1992,Nigeria,92.5
1992,Romania,18.1
1992,Thailand,58.0
1992,Trinidad and Tobago,32.9
