year,country,value
2003,Nepal,46.41
2004,"Congo, Dem. Rep",-0.53
2004,India,-12.28
2004,Malawi,-26.36
2005,"Congo, Rep",2.43
2005,Tunisia,0.36
2006,Iraq,281.08
2006,Mali,344.06
2006,Mauritius,158.35
2007,Bhutan,4.34
2007,Cameroon,-102.64
2007,Guinea,26.64
2007,Lao PDR,-54.88
2007,Niger,18.27
2007,Pakistan,3.52
2007,Tanzania,5.83
2008,Albania,76.87
2008,Cote d'Ivoire,172.96
2008,Fiji,123.3
2008,Mauritania,59.16
2008,Mozambique,-129.11
2009,Burkina Faso,15.45
2009,Chile,28.99
2009,"Iran, Islamic Rep",113.67
2009,Nicaragua,6.05
2009,Philippines,47.8
2009,Uganda,49.65
2009,West Bank and Gaza,100.0
2010,Bangladesh,-13.67
2010,"Egypt, Arab Rep",72.61
2010,Ethiopia,-118.4
2010,Kazakhstan,36.5
2010,Madagascar,178.12
2010,Mexico,73.8
2010,Russian Federation,98.12
2010,Rwanda,89.55
2010,South Africa,22.61
2010,Zambia,27.09
2011,Argentina,100.0
2011,Benin,97.53
2011,Bolivia,-126.26
2011,Brazil,62.62
2011,Colombia,60.75
2011,Costa Rica,12.37
2011,Dominican Republic,18.2
2011,Ecuador,31.56
2011,El Salvador,35.56
2011,Georgia,51.86
2011,Honduras,315.08
2011,Indonesia,15.02
2011,Kyrgyz Republic,102.0
2011,Moldova,80.49
2011,Panama,-47.77
2011,Paraguay,78.66
2011,Peru,34.23
2011,Togo,62.47
2011,Ukraine,50.0
2011,Uruguay,22.79
2012,Kosovo,-53.15
2012,Sri Lanka,-5.11
