year,country,value
2003,Nepal,36.95
2003,Nigeria,-26.28
2004,"Congo, Dem. Rep",-0.9
2004,India,-2.43
2004,Malawi,42.71
2005,"Congo, Rep",7.78
2005,Tunisia,24.96
2006,Guatemala,-127.47
2006,Iraq,-94.59
2006,Mali,-41.49
2006,Mauritius,-115.38
2007,Bhutan,2.97
2007,Cameroon,-12.89
2007,Guinea,-5.5
2007,Lao PDR,-0.95
2007,Niger,15.86
2007,Pakistan,13.7
2007,Tanzania,-25.71
2008,Albania,-44.22
2008,Cote d'Ivoire,-175.24
2008,Fiji,168.28
2008,Jordan,-27.23
2008,Mauritania,51.78
2008,Mozambique,-20.83
2009,Burkina Faso,-18.36
2009,Chile,17.23
2009,"Iran, Islamic Rep",142.78
2009,Nicaragua,-16.49
2009,Philippines,39.77
2009,Tajikistan,-68.95
2009,Uganda,45.48
2009,West Bank and Gaza,122.17
2010,Bangladesh,6.3
2010,"Egypt, Arab Rep",71.35
2010,Ethiopia,-29.88
2010,Kazakhstan,45.73
2010,Madagascar,212.02
2010,Mexico,-22.78
2010,Russian Federation,97.43
2010,Rwanda,87.64
2010,South Africa,-34.02
2010,Zambia,31.9
2011,Argentina,100.0
2011,Armenia,-132.48
2011,Belarus,41.71
2011,Benin,91.77
2011,Bolivia,38.38
2011,Brazil,46.36
2011,Colombia,60.88
2011,Costa Rica,-46.0
2011,Dominican Republic,19.89
2011,Ecuador,38.94
2011,El Salvador,27.54
2011,Georgia,26.98
2011,Honduras,294.94
2011,Indonesia,8.48
2011,Kyrgyz Republic,108.18
2011,Moldova,89.24
2011,Panama,-47.58
2011,Paraguay,79.28
2011,Peru,36.93
2011,Togo,54.58
2011,Turkey,29.12
2011,Ukraine,66.8
2011,Uruguay,39.22
2012,Kosovo,70.75
2012,Sri Lanka,-13.18
