year,country,value
2006,Kiribati,13.0
2007,Cabo Verde,7.8
2008,Angola,31.1
2008,Central African Republic,66.2
2008,Samoa,0.7
2009,Eswatini,41.1
2009,Maldives,7.2
2009,Mali,49.8
2009,Nigeria,53.4
2009,Papua New Guinea,37.2
2009,South Sudan,42.3
2009,Sudan,15.1
2010,Guinea-Bissau,67.1
2010,Jordan,0.1
2010,Lesotho,59.0
2010,Nepal,14.7
2010,Sao Tome and Principe,32.9
2010,Tuvalu,3.1
2010,Vanuatu,13.1
2011,Chad,38.6
2011,"Congo, Rep",36.4
2011,India,21.1
2011,Senegal,38.2
2011,Sierra Leone,51.9
2011,Tanzania,48.9
2012,Albania,0.9
2012,"Congo, Dem. Rep",77.0
2012,"Egypt, Arab Rep",2.2
2012,Guinea,35.2
2012,Haiti,25.9
2012,Iraq,2.4
2012,Lao PDR,22.9
2012,Madagascar,77.7
2012,Mauritius,0.5
2013,Burundi,70.9
2013,Comoros,17.4
2013,Fiji,1.3
2013,"Micronesia, Fed. Sts",16.0
2013,Morocco,1.0
2013,Solomon Islands,25.0
2014,Burkina Faso,43.6
2014,Cameroon,23.2
2014,Guatemala,8.6
2014,Mauritania,5.6
2014,Mozambique,62.7
2014,Nicaragua,3.1
2014,Niger,45.2
2014,South Africa,17.9
2014,Timor-Leste,31.1
2014,"Yemen, Rep",18.5
2015,Benin,49.3
2015,Botswana,15.4
2015,Cote d'Ivoire,27.4
2015,Ethiopia,31.4
2015,"Gambia, The",10.3
2015,Kenya,36.3
2015,Myanmar,6.4
2015,Namibia,13.0
2015,Pakistan,3.8
2015,Philippines,6.3
2015,Russian Federation,0.0
2015,Tajikistan,5.0
2015,Togo,49.1
2015,Tunisia,0.2
2015,Zambia,57.5
2016,Bangladesh,14.4
2016,Dominican Republic,1.5
2016,Ghana,13.4
2016,Indonesia,6.3
2016,"Iran, Islamic Rep",0.2
2016,Liberia,41.5
2016,Malawi,69.7
2016,Malaysia,0.0
2016,Mexico,2.2
2016,Mongolia,0.6
2016,North Macedonia,5.1
2016,Rwanda,54.2
2016,Sri Lanka,0.9
2016,Turkey,0.2
2016,Uganda,40.1
2016,Vietnam,2.0
2016,West Bank and Gaza,0.9
2017,Argentina,0.6
2017,Armenia,1.4
2017,Bhutan,1.5
2017,Bolivia,5.8
2017,Brazil,4.9
2017,Chile,0.7
2017,Colombia,3.7
2017,Costa Rica,1.0
2017,Djibouti,17.2
2017,Ecuador,3.2
2017,El Salvador,2.0
2017,Gabon,3.5
2017,Georgia,5.0
2017,Honduras,17.3
2017,Kyrgyz Republic,1.5
2017,Panama,2.4
2017,Paraguay,1.2
2017,Peru,3.4
2017,Uruguay,0.1
