year,country,value
1992,Uganda,22.6
1993,Namibia,45.8
1994,Guinea,39.1
1995,Ethiopia,13.4
1996,Cameroon,41.3
1996,Mozambique,29.9
1996,Uganda,15.2
1997,Lao PDR,11.4
1997,Malawi,23.9
1998,Morocco,6.0
1999,Ethiopia,12.2
1999,Uganda,11.2
2000,Bangladesh,13.7
2000,Eswatini,38.8
2000,Mauritania,27.0
2000,Morocco,6.0
2000,Senegal,21.2
2001,Cameroon,17.3
2001,Madagascar,40.9
2001,Timor-Leste,11.6
2002,Albania,6.6
2002,Botswana,18.4
2002,Chad,23.1
2002,Cote d'Ivoire,17.1
2002,Fiji,14.0
2002,Guinea,21.9
2002,Guinea-Bissau,27.8
2002,Lao PDR,9.2
2002,Mozambique,20.9
2002,Sri Lanka,5.6
2002,Uganda,13.1
2003,Burkina Faso,25.4
2003,Namibia,16.5
2003,Nigeria,22.0
2003,Sierra Leone,33.8
2004,Bolivia,45.9
2004,Ethiopia,8.5
2004,India,9.2
2004,Malawi,19.2
2004,Malaysia,2.9
2004,Mauritania,20.6
2004,Syrian Arab Republic,7.8
2005,Albania,5.3
2005,Bangladesh,9.8
2005,Bolivia,54.3
2005,Gabon,16.0
2005,Ghana,15.4
2005,Kenya,17.5
2005,Senegal,20.2
2005,South Africa,52.6
2005,Uganda,9.7
2005,"Yemen, Rep",10.6
2006,Bolivia,50.5
2006,Equatorial Guinea,49.8
2006,Iraq,9.5
2006,Moldova,8.8
2006,Sri Lanka,3.2
2006,Togo,30.6
2006,Uruguay,4.4
2007,Benin,10.1
2007,Bhutan,8.1
2007,Bolivia,47.9
2007,Cabo Verde,14.3
2007,Cameroon,17.5
2007,Ecuador,29.1
2007,Guinea,22.0
2007,Lao PDR,7.7
2007,Liberia,26.3
2007,Malaysia,1.6
2007,Moldova,7.6
2007,Morocco,3.3
2007,Peru,30.4
2007,Syrian Arab Republic,8.3
2007,Timor-Leste,15.5
2007,Uruguay,3.0
2008,Albania,2.6
2008,Angola,21.6
2008,Armenia,4.7
2008,Bolivia,43.3
2008,Central African Republic,35.0
2008,Cote d'Ivoire,24.5
2008,Ecuador,27.5
2008,Fiji,12.8
2008,Kyrgyz Republic,9.2
2008,Mauritania,22.3
2008,Moldova,8.7
2008,Mozambique,22.2
2008,Peru,26.9
2008,Uruguay,2.4
2009,Armenia,7.3
2009,Benin,11.6
2009,Bolivia,39.3
2009,Burkina Faso,17.5
2009,Ecuador,25.5
2009,Eswatini,36.9
2009,India,6.8
2009,Kyrgyz Republic,7.2
2009,Malaysia,1.8
2009,Moldova,8.2
2009,Namibia,11.6
2009,Nigeria,20.1
2009,Papua New Guinea,16.4
2009,Peru,24.9
2009,South Sudan,26.5
2009,Sri Lanka,1.8
2009,Sudan,21.3
2009,Uganda,7.6
2009,Uruguay,1.5
2010,Armenia,4.6
2010,Bangladesh,7.4
2010,Colombia,21.6
2010,Ecuador,22.5
2010,Ethiopia,8.0
2010,Kyrgyz Republic,8.7
2010,Malawi,21.4
2010,Moldova,6.5
2010,Mongolia,15.2
2010,Nepal,6.0
2010,Peru,21.3
2010,Senegal,18.6
2010,Uruguay,1.2
2010,West Bank and Gaza,5.1
2011,Algeria,0.8
2011,Armenia,6.9
2011,Benin,10.5
2011,Bolivia,34.4
2011,Chad,22.6
2011,Colombia,19.2
2011,Costa Rica,11.3
2011,Ecuador,21.2
2011,India,4.6
2011,Kyrgyz Republic,8.1
2011,Moldova,4.8
2011,Mongolia,11.8
2011,Niger,15.3
2011,Peru,18.7
2011,Sierra Leone,21.1
2011,Tanzania,7.8
2011,Togo,33.1
2011,Uruguay,1.0
2011,West Bank and Gaza,3.8
2012,Albania,3.0
2012,Armenia,5.1
2012,Bhutan,3.6
2012,Bolivia,35.4
2012,Colombia,19.5
2012,Costa Rica,11.3
2012,Ecuador,20.8
2012,Ghana,13.1
2012,Guinea,22.6
2012,Iraq,7.6
2012,Kyrgyz Republic,7.9
2012,Lao PDR,6.8
2012,Moldova,4.1
2012,Mongolia,8.8
2012,Peru,17.3
2012,Sri Lanka,1.4
2012,Uganda,5.9
2012,Uruguay,0.7
2012,Vietnam,5.9
2013,Armenia,5.3
2013,Bolivia,32.9
2013,Colombia,17.3
2013,Costa Rica,11.9
2013,Ecuador,16.4
2013,Pakistan,7.2
2013,Peru,14.8
2013,Uruguay,0.5
2014,Armenia,4.5
2014,Bolivia,30.5
2014,Burkina Faso,11.6
2014,Burundi,26.9
2014,Cameroon,22.9
2014,Colombia,16.6
2014,Costa Rica,12.3
2014,Ecuador,13.6
2014,Mongolia,5.8
2014,Peru,13.7
2014,Timor-Leste,12.2
2014,Uruguay,0.6
2015,Colombia,15.7
2015,Costa Rica,11.9
2015,Cote d'Ivoire,21.5
2015,Togo,29.2
