year,country,value
1985,Cote d'Ivoire,2.2
1991,Ghana,7.4
1991,Tanzania,7.9
1991,Zambia,46.4
1992,Kenya,8.9
1992,Lao PDR,5.5
1992,Niger,18.1
1992,Nigeria,12.0
1992,Uganda,8.7
1992,Vietnam,6.4
1993,Cote d'Ivoire,7.0
1993,Lesotho,12.2
1993,Madagascar,17.5
1993,Namibia,17.9
1993,Zambia,35.4
1994,Burkina Faso,2.5
1994,Guinea,4.2
1994,Kenya,9.7
1994,Philippines,7.2
1995,Algeria,1.8
1995,Angola,25.6
1995,Ethiopia,9.9
1995,Nepal,6.5
1996,Cameroon,14.7
1996,Mozambique,26.7
1996,Papua New Guinea,4.3
1996,Uganda,4.3
1996,Zambia,13.9
1997,Kenya,15.7
1997,Lao PDR,4.9
1997,Madagascar,29.6
1997,Malawi,19.1
1997,Philippines,5.0
1998,Burkina Faso,4.0
1998,Burundi,17.9
1998,Cote d'Ivoire,8.5
1998,Ghana,5.3
1998,Morocco,2.0
1998,Vietnam,1.7
1998,"Yemen, Rep",8.7
1998,Zambia,14.5
1999,Benin,6.9
1999,Ethiopia,10.1
1999,Madagascar,36.1
1999,Uganda,2.1
2000,Angola,31.1
2000,Bangladesh,9.1
2000,Eswatini,12.5
2000,Mauritania,7.7
2000,Morocco,1.5
2000,Senegal,11.7
2000,Tanzania,6.6
2001,Cabo Verde,7.9
2001,Cameroon,4.3
2001,Madagascar,19.1
2001,Timor-Leste,7.3
2002,Albania,4.5
2002,Botswana,6.5
2002,Chad,7.4
2002,Cote d'Ivoire,7.3
2002,Fiji,10.3
2002,Guinea,6.1
2002,Guinea-Bissau,16.9
2002,Lao PDR,4.1
2002,Madagascar,29.3
2002,Mozambique,19.7
2002,North Macedonia,5.3
2002,Serbia,2.1
2002,Sri Lanka,1.7
2002,Uganda,3.9
2002,Uruguay,8.5
2002,Vietnam,1.3
2002,Zambia,19.2
2003,Benin,8.0
2003,Bhutan,0.7
2003,Burkina Faso,6.2
2003,"Gambia, The",14.8
2003,Namibia,6.0
2003,Nepal,2.2
2003,Nigeria,13.7
2003,North Macedonia,5.9
2003,Romania,3.0
2003,Sierra Leone,16.3
2003,Uruguay,9.6
2004,Bolivia,22.2
2004,Ethiopia,7.7
2004,India,5.8
2004,Madagascar,20.2
2004,Malawi,7.1
2004,Malaysia,0.5
2004,Mauritania,7.6
2004,North Macedonia,5.3
2004,Romania,2.6
2004,Serbia,2.6
2004,Syrian Arab Republic,7.0
2004,Uruguay,10.1
2004,Vietnam,0.7
2004,Zambia,10.3
2005,Albania,2.3
2005,Bangladesh,6.5
2005,Bolivia,22.8
2005,Gabon,8.5
2005,Ghana,3.7
2005,Kenya,11.4
2005,Niger,15.3
2005,North Macedonia,6.3
2005,Romania,1.7
2005,Senegal,8.8
2005,South Africa,23.8
2005,Uganda,3.5
2005,Uruguay,9.2
2005,"Yemen, Rep",4.5
2006,Bolivia,21.8
2006,Equatorial Guinea,67.0
2006,Iraq,2.8
2006,Moldova,6.6
2006,North Macedonia,6.9
2006,Serbia,1.2
2006,Sri Lanka,1.3
2006,Togo,10.6
2006,Uruguay,7.9
2006,Vietnam,0.8
2006,Zambia,9.4
2007,Benin,8.5
2007,Bhutan,0.4
2007,Bolivia,21.2
2007,Cabo Verde,3.3
2007,Cameroon,2.8
2007,Ecuador,8.4
2007,Guinea,7.7
2007,Lao PDR,3.4
2007,Liberia,20.2
2007,Malaysia,0.4
2007,Moldova,3.6
2007,Morocco,0.8
2007,Niger,11.3
2007,Peru,8.0
2007,Serbia,0.8
2007,Syrian Arab Republic,6.7
2007,Timor-Leste,9.0
2007,Uruguay,6.8
2008,Albania,1.9
2008,Angola,5.3
2008,Armenia,5.3
2008,Bolivia,19.6
2008,Central African Republic,29.8
2008,Cote d'Ivoire,9.0
2008,Ecuador,7.9
