year,country,value
2008,Fiji,25.13
2008,Mozambique,7.15
2009,Botswana,47.37
2009,Bulgaria,43.32
2009,Burkina Faso,7.64
2009,Iceland,123.29
2009,Montenegro,40.35
2009,Namibia,40.4
2009,Nicaragua,27.0
2009,Tajikistan,12.44
2009,Tonga,28.07
2010,Austria,132.04
2010,Bangladesh,9.47
2010,Belgium,108.67
2010,Croatia,45.0
2010,Cyprus,130.09
2010,Czech Republic,60.13
2010,Denmark,115.35
2010,"Egypt, Arab Rep",14.09
2010,Estonia,51.22
2010,Ethiopia,7.89
2010,Finland,110.38
2010,France,142.99
2010,Germany,125.44
2010,Greece,79.87
2010,Hungary,45.23
2010,Ireland,108.88
2010,Italy,111.19
2010,Latvia,44.49
2010,Lithuania,41.65
2010,Luxembourg,168.37
2010,Malawi,6.8
2010,Malta,81.56
2010,Mexico,42.31
2010,Mongolia,20.51
2010,Netherlands,113.62
2010,North Macedonia,25.64
2010,Norway,128.85
2010,Pakistan,10.37
2010,Poland,57.5
2010,Portugal,78.77
2010,Romania,24.31
2010,Russian Federation,66.82
2010,Slovak Republic,50.16
2010,Slovenia,71.95
2010,South Africa,60.42
2010,Spain,103.38
2010,Sweden,104.73
2010,Switzerland,162.06
2010,Tunisia,25.61
2010,United Kingdom,123.81
2010,Zambia,11.69
2011,Dominican Republic,47.19
2011,Malaysia,72.22
2011,Niger,6.21
2011,Togo,9.07
2011,Turkey,47.98
2011,Ukraine,24.7
2011,West Bank and Gaza,29.46
2012,Argentina,69.35
2012,Armenia,14.4
2012,Belarus,39.88
2012,Bhutan,24.83
2012,Bolivia,43.28
2012,Brazil,79.68
2012,Colombia,55.59
2012,Costa Rica,82.02
2012,Ecuador,45.22
2012,"Egypt, Arab Rep",13.75
2012,El Salvador,29.86
2012,Georgia,19.02
2012,Ghana,19.82
2012,Honduras,35.93
2012,Kazakhstan,26.42
2012,Kosovo,19.7
2012,Kyrgyz Republic,11.84
2012,Moldova,21.19
2012,Panama,82.0
2012,Paraguay,54.99
2012,Peru,42.0
2012,Philippines,25.09
2012,Serbia,34.45
2012,Sri Lanka,24.18
2012,Uganda,10.91
2012,Uruguay,70.09
2012,Vietnam,21.68
2013,Chile,77.93
2013,Fiji,22.16
2013,"Iran, Islamic Rep",48.07
2013,Rwanda,9.84
2014,Bulgaria,53.92
2014,Burkina Faso,8.15
2014,Iceland,117.83
2014,Mexico,46.47
2014,Montenegro,37.29
2014,Mozambique,12.19
2014,Nicaragua,40.27
2014,Niger,6.99
2014,South Africa,56.07
2014,Thailand,42.28
2015,Austria,131.8
2015,Belgium,108.83
2015,Botswana,31.72
2015,Brazil,77.67
2015,Croatia,43.48
2015,Cyprus,118.98
2015,Czech Republic,62.44
2015,Denmark,124.34
2015,"Egypt, Arab Rep",16.72
2015,Estonia,71.07
2015,Ethiopia,8.85
2015,Finland,110.58
2015,France,141.83
2015,Germany,133.43
2015,Greece,56.99
2015,Hungary,50.85
2015,Indonesia,18.3
2015,Ireland,117.43
2015,Italy,103.84
2015,Latvia,60.7
2015,Lithuania,71.08
2015,Luxembourg,176.11
2015,Malaysia,87.36
2015,Malta,100.53
2015,Namibia,53.19
2015,Netherlands,119.9
2015,North Macedonia,27.11
2015,Norway,158.32
2015,Pakistan,14.28
2015,Philippines,25.98
2015,Poland,59.96
2015,Portugal,73.38
2015,Romania,25.54
2015,Russian Federation,66.35
2015,Serbia,33.89
2015,Slovak Republic,46.7
2015,Slovenia,71.01
2015,Spain,96.12
2015,Sweden,123.48
2015,Switzerland,167.64
2015,Tajikistan,16.71
2015,Togo,8.56
2015,Tonga,29.9
2015,Tunisia,28.09
2015,United Kingdom,119.38
2015,Zambia,13.26
2016,Bangladesh,10.35
2016,Dominican Republic,54.85
2016,Ghana,21.13
2016,"Iran, Islamic Rep",50.04
2016,Malawi,7.72
2016,Mongolia,22.08
2016,Rwanda,9.19
2016,Sri Lanka,28.99
2016,Turkey,59.86
2016,Uganda,10.9
2016,Ukraine,24.41
2016,Vietnam,25.57
2016,West Bank and Gaza,26.45
2017,Argentina,71.5
2017,Armenia,19.68
2017,Belarus,39.96
2017,Bhutan,24.52
2017,Bolivia,42.34
2017,Chile,90.52
2017,Colombia,55.27
2017,Costa Rica,88.92
2017,Ecuador,46.89
2017,El Salvador,29.88
2017,Georgia,22.56
2017,Honduras,29.6
2017,Indonesia,18.37
2017,Kazakhstan,25.73
2017,Kosovo,22.63
2017,Kyrgyz Republic,12.39
2017,Moldova,20.42
2017,Panama,92.54
2017,Paraguay,67.04
2017,Peru,42.67
2017,Thailand,44.58
2017,Uruguay,80.74
