year,country,value
1984,Malaysia,8.5
1985,Botswana,30.0
1985,Cote d'Ivoire,6.8
1985,Nigeria,31.7
1987,Haiti,43.4
1987,Malaysia,8.5
1988,Algeria,7.3
1988,Argentina,32.3
1988,Cabo Verde,17.2
1988,Ecuador,53.6
1988,Thailand,43.3
1989,Argentina,47.3
1989,Costa Rica,23.0
1989,Ecuador,59.9
1989,Malaysia,7.1
1990,Argentina,33.7
1990,Costa Rica,23.7
1990,Ecuador,65.3
1990,Sri Lanka,16.3
1990,Thailand,38.5
1991,Argentina,21.5
1991,Bangladesh,42.7
1991,Costa Rica,28.8
1991,Ecuador,59.6
1991,Ghana,27.7
1991,Jamaica,16.1
1991,Tanzania,28.5
1991,Zambia,48.6
1992,Argentina,17.8
1992,Costa Rica,27.3
1992,Ecuador,60.1
1992,Jamaica,22.8
1992,Kenya,29.3
1992,Lao PDR,26.5
1992,Malaysia,4.7
1992,Mexico,44.3
1992,Niger,52.0
1992,Nigeria,30.4
1992,Thailand,26.5
1992,Uganda,28.8
1992,Vietnam,25.1
1993,Argentina,16.8
1993,Botswana,24.7
1993,Costa Rica,19.8
1993,Cote d'Ivoire,24.4
1993,Ecuador,53.3
1993,Eritrea,62.0
1993,India,31.8
1993,Lesotho,27.2
1993,Madagascar,50.1
1993,Namibia,39.0
1993,Nicaragua,31.9
1993,Zambia,44.9
1994,Argentina,19.0
1994,Burkina Faso,10.4
1994,Costa Rica,15.5
1994,Ecuador,54.9
1994,Guinea,17.5
1994,Kenya,29.0
1994,Mexico,41.2
1994,Philippines,28.0
1994,Thailand,23.9
1995,Algeria,14.7
1995,Angola,61.1
1995,Argentina,24.8
1995,Bangladesh,27.8
1995,Comoros,48.4
1995,Costa Rica,16.1
1995,Ecuador,43.6
1995,Ethiopia,33.2
1995,Malaysia,3.6
1995,Mauritania,26.8
1995,Nepal,21.6
1995,Sri Lanka,14.0
1996,Argentina,27.9
1996,Cameroon,41.4
1996,China,2.0
1996,Costa Rica,17.0
1996,Ecuador,40.3
1996,Mexico,61.5
1996,Mozambique,62.0
1996,Nigeria,58.2
1996,Papua New Guinea,16.1
1996,Thailand,19.1
1996,Uganda,16.7
1996,Zambia,40.5
1997,Argentina,26.0
1997,Costa Rica,16.3
1997,Ecuador,38.3
1997,Kenya,49.2
1997,Lao PDR,22.1
1997,Madagascar,63.2
1997,Malawi,54.9
1997,Malaysia,2.1
