year,country,value
1979,Israel,36.3
1979,Panama,48.7
1979,United States,34.6
1980,Argentina,40.8
1980,Madagascar,46.8
1981,Australia,31.3
1981,Brazil,58.0
1981,Canada,32.4
1981,Costa Rica,47.5
1981,Thailand,45.2
1981,Uruguay,43.6
1981,"Venezuela, RB",55.6
1982,Brazil,58.4
1983,Bangladesh,25.9
1983,Brazil,59.0
1983,India,32.1
1984,Brazil,58.4
1984,Indonesia,32.4
1984,Malaysia,48.6
1984,Morocco,39.2
1984,Rwanda,28.9
1985,Australia,32.5
1985,Bangladesh,26.9
1985,Botswana,54.2
1985,Brazil,55.6
1985,Cote d'Ivoire,45.5
1985,Nigeria,38.7
1985,Poland,25.2
1985,Sri Lanka,32.5
1985,Tunisia,43.4
1986,Argentina,42.8
1986,Brazil,58.5
1986,Costa Rica,34.4
1986,Cote d'Ivoire,38.0
1986,Dominican Republic,47.8
1986,Guatemala,58.3
1986,"Iran, Islamic Rep",47.4
1986,Israel,36.5
1986,Jordan,36.1
1986,Lesotho,56.0
1986,United States,37.5
1987,Argentina,45.3
1987,Brazil,59.7
1987,Canada,31.5
1987,Chile,56.2
1987,Cote d'Ivoire,40.5
1987,Ecuador,50.5
1987,Ghana,35.3
1987,Hungary,21.0
1987,India,32.6
1987,Indonesia,30.6
1987,Malaysia,47.0
1987,Mauritania,43.9
1987,Pakistan,33.3
1987,Poland,25.5
1987,Turkey,43.5
1987,"Venezuela, RB",53.4
1988,Algeria,40.2
1988,Bangladesh,28.8
1988,Brazil,61.4
1988,Cote d'Ivoire,36.9
1988,Croatia,22.8
1988,Ghana,36.0
1988,Jamaica,43.2
1988,Thailand,43.8
1988,Trinidad and Tobago,42.6
1989,Australia,33.2
1989,Brazil,63.3
1989,Costa Rica,46.7
1989,Dominican Republic,50.5
1989,Guatemala,59.6
1989,Honduras,59.5
1989,Hungary,25.0
1989,Malaysia,46.2
1989,Mexico,54.3
1989,Panama,58.9
1989,Poland,26.9
1989,Romania,23.3
