year,country,value
1977,India,44.2
1979,Israel,0.1
1979,Panama,6.9
1979,United States,0.5
1980,Argentina,0.4
1980,Madagascar,35.1
1981,East Asia & Pacific,58.7
1981,Fragile and conflict affected situations,41.1
1981,High income,0.7
1981,IDA countries classified as fragile situations,44.6
1981,IDA total,38.9
1981,Latin America & Caribbean,11.5
1981,Low & middle income,39.3
1981,Low income,45.1
1981,Lower middle income,38.1
1981,South Asia,40.7
1981,Upper middle income,39.6
1981,World,31.3
1981,Australia,0.7
1981,Brazil,17.6
1981,Canada,0.5
1981,Costa Rica,20.1
1981,Thailand,15.5
1981,Uruguay,0.4
1981,"Venezuela, RB",5.3
1982,Brazil,17.7
1983,Bangladesh,26.8
1983,Brazil,22.1
1983,India,40.0
1984,East Asia & Pacific,49.9
1984,Fragile and conflict affected situations,42.2
1984,High income,0.7
1984,IDA countries classified as fragile situations,45.1
1984,IDA total,40.4
1984,Latin America & Caribbean,13.7
1984,Low & middle income,35.9
1984,Low income,46.5
1984,Lower middle income,37.1
1984,Middle East & North Africa,9.3
1984,South Asia,38.9
1984,Upper middle income,33.6
1984,World,28.8
1984,Brazil,21.4
1984,Indonesia,50.5
1984,Malaysia,3.4
1984,Morocco,10.2
1984,Rwanda,44.0
1985,Australia,0.8
1985,Bangladesh,23.1
1985,Botswana,32.6
1985,Brazil,18.6
1985,Cote d'Ivoire,6.4
1985,Nigeria,40.3
1985,Poland,0.2
1985,Sri Lanka,13.3
1985,Tunisia,13.1
1986,Argentina,0.0
1986,Brazil,9.3
1986,Costa Rica,11.4
1986,Cote d'Ivoire,4.3
1986,Dominican Republic,4.7
1986,Guatemala,38.2
1986,"Iran, Islamic Rep",6.4
1986,Israel,0.2
1986,Jordan,0.2
1986,Lesotho,38.8
1986,United States,0.5
1987,East Asia & Pacific,43.5
1987,Fragile and conflict affected situations,41.7
1987,High income,0.6
1987,IDA countries classified as fragile situations,44.8
1987,IDA total,40.3
1987,Latin America & Caribbean,11.5
1987,Low & middle income,32.8
1987,Low income,46.4
1987,Lower middle income,35.9
1987,Middle East & North Africa,8.7
1987,South Asia,37.0
1987,Upper middle income,28.2
1987,World,26.5
1987,Argentina,0.0
1987,Brazil,14.8
1987,Canada,0.1
1987,Chile,10.7
1987,Cote d'Ivoire,7.2
1987,Ecuador,14.5
1987,Ghana,33.3
1987,Hungary,0.1
1987,India,36.3
1987,Indonesia,49.8
1987,Malaysia,3.1
1987,Mauritania,32.2
1987,Pakistan,43.8
1987,Poland,0.2
1987,Turkey,3.4
1987,"Venezuela, RB",5.6
1988,Algeria,6.8
1988,Bangladesh,30.5
1988,Brazil,16.6
1988,Cote d'Ivoire,10.5
1988,Croatia,0.1
1988,Ghana,32.7
1988,Jamaica,6.3
1988,Thailand,12.4
1988,Trinidad and Tobago,1.8
1989,Australia,0.6
1989,Brazil,15.1
1989,Costa Rica,11.2
1989,Dominican Republic,11.0
1989,El Salvador,16.4
1989,Guatemala,29.0
1989,Honduras,32.9
1989,Hungary,0.1
1989,Malaysia,2.7
1989,Mexico,6.5
1989,Panama,21.4
1989,Poland,0.1
1989,Romania,0.4
1989,Sierra Leone,58.4
1989,Uganda,43.9
1989,Uruguay,0.7
1989,"Venezuela, RB",7.3
1990,East Asia & Pacific,44.0
1990,Fragile and conflict affected situations,42.3
1990,High income,0.6
1990,IDA countries classified as fragile situations,46.5
1990,IDA total,41.1
1990,Latin America & Caribbean,12.6
1990,Low & middle income,32.8
1990,Low income,47.3
1990,Lower middle income,33.9
1990,Middle East & North Africa,7.2
1990,South Asia,35.4
1990,Sub-Saharan Africa,41.6
1990,Upper middle income,29.7
1990,World,26.7
1990,Bolivia,6.7
1990,Brazil,17.6
