Country,Our World In Data Name
Afghanistan,Afghanistan
Albania,Albania
Algeria,Algeria
Angola,Angola
Argentina,Argentina
Armenia,Armenia
Australia,Australia
Austria,Austria
Azerbaijan,Azerbaijan
Bahrain,Bahrain
Bangladesh,Bangladesh
Belarus,Belarus
Belgium,Belgium
Belize,Belize
Benin,Benin
Bolivia,Bolivia
Bosnia-Herzegovina,Bosnia and Herzegovina
Botswana,Botswana
Brazil,Brazil
Brunei,Brunei
Bulgaria,Bulgaria
Burkina Faso,Burkina Faso
Burundi,Burundi
Cambodia,Cambodia
Cameroon,Cameroon
Canada,Canada
Cape Verde,Cape Verde
Central African Rep.,Central African Republic
Chad,Chad
Chile,Chile
China,China
Colombia,Colombia
"Congo, Dem. Rep.",Democratic Republic of Congo
"Congo, Repubic of",Congo
"Congo, Republic of",Congo
Costa Rica,Costa Rica
Croatia,Croatia
Cuba,Cuba
Cyprus,Cyprus
Czechia,Czechia
Czechoslovakia,Czechoslovakia
Côte d’Ivoire,Cote d'Ivoire
Denmark,Denmark
Djibouti,Djibouti
Dominican Rep.,Dominican Republic
Ecuador,Ecuador
Egypt,Egypt
El Salvador,El Salvador
Equatorial Guinea,Equatorial Guinea
Eritrea,Eritrea
Estonia,Estonia
Ethiopia,Ethiopia
Fiji,Fiji
Finland,Finland
France,France
Gabon,Gabon
Gambia,Gambia
Georgia,Georgia
Germany,Germany
Ghana,Ghana
Greece,Greece
Guatemala,Guatemala
Guinea,Guinea
Guinea-Bissau,Guinea-Bissau
Guyana,Guyana
Haiti,Haiti
Honduras,Honduras
Hungary,Hungary
Iceland,Iceland
India,India
Indonesia,Indonesia
Iran,Iran
Iraq,Iraq
Ireland,Ireland
Israel,Israel
Italy,Italy
Jamaica,Jamaica
Japan,Japan
Jordan,Jordan
Kazakhstan,Kazakhstan
Kenya,Kenya
"Korea, South",South Korea
Kosovo,Kosovo
Kuwait,Kuwait
Kyrgyzstan,Kyrgyzstan
Laos,Laos
Latvia,Latvia
Lebanon,Lebanon
Lesotho,Lesotho
Liberia,Liberia
Libya,Libya
Lithuania,Lithuania
Luxembourg,Luxembourg
Madagascar,Madagascar
Malawi,Malawi
Malaysia,Malaysia
Mali,Mali
Malta,Malta
Mauritania,Mauritania
Mauritius,Mauritius
Mexico,Mexico
Moldova,Moldova
Mongolia,Mongolia
Montenegro,Montenegro
Morocco,Morocco
Mozambique,Mozambique
Myanmar,Myanmar
Namibia,Namibia
Nepal,Nepal
Netherlands,Netherlands
New Zealand,New Zealand
Nicaragua,Nicaragua
Niger,Niger
Nigeria,Nigeria
Norh Macedonia,North Macedonia
North Macedonia,North Macedonia
Norway,Norway
Oman,Oman
Pakistan,Pakistan
Panama,Panama
Papua New Guinea,Papua New Guinea
Paraguay,Paraguay
Peru,Peru
Philippines,Philippines
Poland,Poland
Portugal,Portugal
Qatar,Qatar
Romania,Romania
Russia,Russia
Rwanda,Rwanda
Saudi Arabia,Saudi Arabia
Senegal,Senegal
Serbia,Serbia
Seychelles,Seychelles
Sierra Leone,Sierra Leone
Singapore,Singapore
Slovakia,Slovakia
Slovenia,Slovenia
Somalia,Somalia
South Africa,South Africa
South Sudan,South Sudan
Spain,Spain
Sri Lanka,Sri Lanka
Sudan,Sudan
Sweden,Sweden
Switzerland,Switzerland
Syria,Syria
Taiwan,Taiwan
Tajikistan,Tajikistan
Tanzania,Tanzania
Thailand,Thailand
Timor-Leste,Timor
Togo,Togo
Trinidad & Tobago,Trinidad and Tobago
Tunisia,Tunisia
Turkey,Turkey
Turkmenistan,Turkmenistan
UAE,United Arab Emirates
UK,United Kingdom
USA,United States
USSR,Russia
Uganda,Uganda
Ukraine,Ukraine
Uruguay,Uruguay
Uzbekistan,Uzbekistan
Venezuela,Venezuela
Viet Nam,Vietnam
Yemen,Yemen
"Yemen, North",Yemen Arab Republic
Zambia,Zambia
Zimbabwe,Zimbabwe
eSwatini,Eswatini
