id,name,unit,dataset_id
0,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population under age 2",Thousands,0
1,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population under age 5",Thousands,0
2,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population under age 15",Thousands,0
3,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population under age 18",Thousands,0
4,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population under age 20",Thousands,0
5,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population under age 25",Thousands,0
6,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 3-4",Thousands,0
7,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 3-5",Thousands,0
8,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 3-6",Thousands,0
9,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 4-5",Thousands,0
10,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 4-6",Thousands,0
11,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 5-14",Thousands,0
12,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 5-10",Thousands,0
13,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 5-11",Thousands,0
14,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 6-9",Thousands,0
15,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 6-10",Thousands,0
16,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 6-11",Thousands,0
17,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 6-12",Thousands,0
18,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 7-10",Thousands,0
19,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 7-12",Thousands,0
20,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 11-16",Thousands,0
21,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 11-17",Thousands,0
22,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 11-18",Thousands,0
23,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 12-14",Thousands,0
24,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 12-16",Thousands,0
25,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 12-17",Thousands,0
26,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 12-18",Thousands,0
27,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 13-17",Thousands,0
28,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 13-18",Thousands,0
29,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 13-19",Thousands,0
30,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 15-17",Thousands,0
31,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 18-23",Thousands,0
32,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 15-24",Thousands,0
33,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 15-49",Thousands,0
34,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 15-59",Thousands,0
35,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 15-64",Thousands,0
36,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 20-64",Thousands,0
37,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 20-69",Thousands,0
38,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 25-49",Thousands,0
39,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 25-64",Thousands,0
40,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 25-69",Thousands,0
41,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 15 or over",Thousands,0
42,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 16 or over",Thousands,0
43,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 17 or over",Thousands,0
44,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 18 or over",Thousands,0
45,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 20 or over",Thousands,0
46,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 21 or over",Thousands,0
47,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 25 or over",Thousands,0
48,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 50 or over",Thousands,0
49,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 60 or over",Thousands,0
50,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 65 or over",Thousands,0
51,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 70 or over",Thousands,0
52,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 75 or over",Thousands,0
53,"Estimates, 1950 - 2020: Total population by broad age group, both sexes combined (thousands) - Population aged 80 or over",Thousands,0
