Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
2,Afghanistan,1877.0,Forest products (export/import),5622.0,Import Value,1964.0,1964.0,1000 US$,A
3,Albania,1861.0,Roundwood,5922.0,Export Value,1965.0,1965.0,m3,F
4,Algeria,1862.0,"Roundwood, coniferous",5516.0,Production,1966.0,1966.0,tonnes,*
5,American Samoa,1863.0,"Roundwood, non-coniferous",5616.0,Import Quantity,1967.0,1967.0,,
6,Andorra,1864.0,Wood fuel,5916.0,Export Quantity,1968.0,1968.0,,Fp
7,Angola,1627.0,"Wood fuel, coniferous",5510.0,,1969.0,1969.0,,
258,Anguilla,1628.0,"Wood fuel, non-coniferous",5610.0,,1970.0,1970.0,,
30,Antarctica,1629.0,"Wood fuel, all species (export/import, 1961-2016)",5910.0,,1971.0,1971.0,,
8,Antigua and Barbuda,1865.0,Industrial roundwood,,,1972.0,1972.0,,
9,Argentina,1866.0,"Industrial roundwood, coniferous",,,1973.0,1973.0,,
1,Armenia,1651.0,"Industrial roundwood, coniferous (export/import)",,,1974.0,1974.0,,
22,Aruba,1867.0,"Industrial roundwood, non-coniferous",,,1975.0,1975.0,,
10,Australia,1657.0,"Industrial roundwood, non-coniferous tropical (export/import)",,,1976.0,1976.0,,
11,Austria,1670.0,"Industrial roundwood, non-coniferous non-tropical (export/import)",,,1977.0,1977.0,,
52,Azerbaijan,1868.0,Sawlogs and veneer logs,,,1978.0,1978.0,,
12,Bahamas,1601.0,"Sawlogs and veneer logs, coniferous",,,1979.0,1979.0,,
13,Bahrain,1604.0,"Sawlogs and veneer logs, non-coniferous",,,1980.0,1980.0,,
16,Bangladesh,1871.0,Other industrial roundwood,,,1981.0,1981.0,,
14,Barbados,1623.0,"Other industrial roundwood, coniferous (production)",,,1982.0,1982.0,,
57,Belarus,1626.0,"Other industrial roundwood, non-coniferous (production)",,,1983.0,1983.0,,
255,Belgium,1630.0,Wood charcoal,,,1984.0,1984.0,,
15,Belgium-Luxembourg,1695.0,"Wood chips, particles and residues",,,1985.0,1985.0,,
23,Belize,1619.0,Wood chips and particles,,,1986.0,1986.0,,
53,Benin,1620.0,Wood residues,,,1987.0,1987.0,,
18,Bhutan,1872.0,Sawnwood,,,1988.0,1988.0,,
19,Bolivia (Plurinational State of),1632.0,"Sawnwood, coniferous",,,1989.0,1989.0,,
80,Bosnia and Herzegovina,1633.0,"Sawnwood, non-coniferous all",,,1990.0,1990.0,,
20,Botswana,1634.0,Veneer sheets,,,1991.0,1991.0,,
21,Brazil,1873.0,Wood-based panels,,,1992.0,1992.0,,
24,British Indian Ocean Territory,1640.0,Plywood,,,1993.0,1993.0,,
239,British Virgin Islands,1646.0,Particle board and OSB (1961-1994),,,1994.0,1994.0,,
26,Brunei Darussalam,1697.0,Particle board,,,1995.0,1995.0,,
27,Bulgaria,1606.0,OSB,,,1996.0,1996.0,,
233,Burkina Faso,1874.0,Fibreboard,,,1997.0,1997.0,,
29,Burundi,1647.0,Hardboard,,,1998.0,1998.0,,
35,Cabo Verde,1648.0,MDF/HDF,,,1999.0,1999.0,,
115,Cambodia,1650.0,Other fibreboard,,,2000.0,2000.0,,
32,Cameroon,1649.0,"Fibreboard, compressed (1961-1994)",,,2001.0,2001.0,,
33,Canada,1879.0,Total fibre furnish,,,2002.0,2002.0,,
36,Cayman Islands,1878.0,Pulp for paper,,,2003.0,2003.0,,
37,Central African Republic,1875.0,Wood pulp,,,2004.0,2004.0,,
39,Chad,1654.0,Mechanical wood pulp,,,2005.0,2005.0,,
40,Chile,1859.0,"Wood pulp, excluding mechanical wood pulp",,,2006.0,2006.0,,
351,China,1655.0,Semi-chemical wood pulp,,,2007.0,2007.0,,
96,"China, Hong Kong SAR",1656.0,Chemical wood pulp,,,2008.0,2008.0,,
128,"China, Macao SAR",1663.0,"Chemical wood pulp, sulphate, bleached",,,2009.0,2009.0,,
41,"China, mainland",1661.0,"Chemical wood pulp, sulphite, bleached",,,2010.0,2010.0,,
214,"China, Taiwan Province of",1667.0,Dissolving wood pulp,,,2011.0,2011.0,,
42,Christmas Island,1668.0,Pulp from fibres other than wood,,,2012.0,2012.0,,
43,Cocos (Keeling) Islands,1609.0,Recovered fibre pulp,,,2013.0,2013.0,,
44,Colombia,1669.0,Recovered paper,,,2014.0,2014.0,,
45,Comoros,1876.0,Paper and paperboard,,,2015.0,2015.0,,
46,Congo,2042.0,Graphic papers,,,2016.0,2016.0,,
47,Cook Islands,1671.0,Newsprint,,,2017.0,2017.0,,
48,Costa Rica,1860.0,"Paper and paperboard, excluding newsprint",,,2018.0,2018.0,,
107,Côte d'Ivoire,1674.0,Printing and writing papers,,,1961.0,1961.0,,
98,Croatia,1612.0,"Printing and writing papers, uncoated, mechanical",,,1962.0,1962.0,,
49,Cuba,1615.0,"Printing and writing papers, uncoated, wood free",,,1963.0,1963.0,,
279,Curaçao,1616.0,"Printing and writing papers, coated",,,,,,
50,Cyprus,1675.0,Other paper and paperboard,,,,,,
167,Czechia,1676.0,Household and sanitary papers,,,,,,
51,Czechoslovakia,2043.0,Packaging paper and paperboard,,,,,,
116,Democratic People's Republic of Korea,1617.0,Case materials,,,,,,
250,Democratic Republic of the Congo,1618.0,Cartonboard,,,,,,
54,Denmark,1621.0,Wrapping papers,,,,,,
72,Djibouti,1622.0,Other papers mainly for packaging,,,,,,
55,Dominica,1683.0,Other paper and paperboard n.e.s. (not elsewhere specified),,,,,,
56,Dominican Republic,2038.0,"Pulpwood, round and split, all species (production)",,,,,,
58,Ecuador,1602.0,"Pulpwood, round and split, coniferous (production)",,,,,,
59,Egypt,1603.0,"Pulpwood, round and split, non-coniferous (production)",,,,,,
60,El Salvador,1600.0,Recovered post-consumer wood,,,,,,
61,Equatorial Guinea,1696.0,Wood pellets and other agglomerates,,,,,,
178,Eritrea,1693.0,Wood pellets,,,,,,
63,Estonia,1694.0,Other agglomerates,,,,,,
209,Eswatini,1685.0,Mechanical and semi-chemical wood pulp,,,,,,
238,Ethiopia,1662.0,"Chemical wood pulp, sulphate, unbleached",,,,,,
62,Ethiopia PDR,1686.0,"Chemical wood pulp, sulphite",,,,,,
65,Falkland Islands (Malvinas),1660.0,"Chemical wood pulp, sulphite, unbleached",,,,,,
64,Faroe Islands,1870.0,Pulpwood and particles (1961-1997),,,,,,
66,Fiji,1608.0,"Pulpwood and particles, coniferous (production, 1961-1997)",,,,,,
67,Finland,1611.0,"Pulpwood and particles, non-coniferous (production, 1961-1997)",,,,,,
68,France,1625.0,"Other industrial roundwood, all species (export/import, 1961-1989)",,,,,,
69,French Guiana,1681.0,Wrapping and packaging paper and paperboard (1961-1997),,,,,,
70,French Polynesia,1614.0,"Pulpwood, round and split, all species (export/import, 1961-1989)",,,,,,
71,French Southern and Antarctic Territories,,,,,,,,
74,Gabon,,,,,,,,
75,Gambia,,,,,,,,
73,Georgia,,,,,,,,
79,Germany,,,,,,,,
81,Ghana,,,,,,,,
82,Gibraltar,,,,,,,,
84,Greece,,,,,,,,
85,Greenland,,,,,,,,
86,Grenada,,,,,,,,
87,Guadeloupe,,,,,,,,
89,Guatemala,,,,,,,,
90,Guinea,,,,,,,,
175,Guinea-Bissau,,,,,,,,
91,Guyana,,,,,,,,
93,Haiti,,,,,,,,
95,Honduras,,,,,,,,
97,Hungary,,,,,,,,
99,Iceland,,,,,,,,
100,India,,,,,,,,
101,Indonesia,,,,,,,,
102,Iran (Islamic Republic of),,,,,,,,
103,Iraq,,,,,,,,
104,Ireland,,,,,,,,
105,Israel,,,,,,,,
106,Italy,,,,,,,,
109,Jamaica,,,,,,,,
110,Japan,,,,,,,,
112,Jordan,,,,,,,,
108,Kazakhstan,,,,,,,,
114,Kenya,,,,,,,,
83,Kiribati,,,,,,,,
118,Kuwait,,,,,,,,
113,Kyrgyzstan,,,,,,,,
120,Lao People's Democratic Republic,,,,,,,,
119,Latvia,,,,,,,,
121,Lebanon,,,,,,,,
122,Lesotho,,,,,,,,
123,Liberia,,,,,,,,
124,Libya,,,,,,,,
125,Liechtenstein,,,,,,,,
126,Lithuania,,,,,,,,
256,Luxembourg,,,,,,,,
129,Madagascar,,,,,,,,
130,Malawi,,,,,,,,
131,Malaysia,,,,,,,,
132,Maldives,,,,,,,,
133,Mali,,,,,,,,
134,Malta,,,,,,,,
127,Marshall Islands,,,,,,,,
135,Martinique,,,,,,,,
136,Mauritania,,,,,,,,
137,Mauritius,,,,,,,,
270,Mayotte,,,,,,,,
138,Mexico,,,,,,,,
145,Micronesia (Federated States of),,,,,,,,
141,Mongolia,,,,,,,,
273,Montenegro,,,,,,,,
142,Montserrat,,,,,,,,
143,Morocco,,,,,,,,
144,Mozambique,,,,,,,,
28,Myanmar,,,,,,,,
147,Namibia,,,,,,,,
148,Nauru,,,,,,,,
149,Nepal,,,,,,,,
150,Netherlands,,,,,,,,
151,Netherlands Antilles (former),,,,,,,,
153,New Caledonia,,,,,,,,
156,New Zealand,,,,,,,,
157,Nicaragua,,,,,,,,
158,Niger,,,,,,,,
159,Nigeria,,,,,,,,
160,Niue,,,,,,,,
161,Norfolk Island,,,,,,,,
154,North Macedonia,,,,,,,,
163,Northern Mariana Islands,,,,,,,,
162,Norway,,,,,,,,
221,Oman,,,,,,,,
164,Pacific Islands Trust Territory,,,,,,,,
165,Pakistan,,,,,,,,
180,Palau,,,,,,,,
299,Palestine,,,,,,,,
166,Panama,,,,,,,,
168,Papua New Guinea,,,,,,,,
169,Paraguay,,,,,,,,
170,Peru,,,,,,,,
171,Philippines,,,,,,,,
172,Pitcairn Islands,,,,,,,,
173,Poland,,,,,,,,
174,Portugal,,,,,,,,
179,Qatar,,,,,,,,
117,Republic of Korea,,,,,,,,
146,Republic of Moldova,,,,,,,,
182,Réunion,,,,,,,,
183,Romania,,,,,,,,
185,Russian Federation,,,,,,,,
184,Rwanda,,,,,,,,
187,"Saint Helena, Ascension and Tristan da Cunha",,,,,,,,
188,Saint Kitts and Nevis,,,,,,,,
189,Saint Lucia,,,,,,,,
190,Saint Pierre and Miquelon,,,,,,,,
191,Saint Vincent and the Grenadines,,,,,,,,
281,Saint-Martin (French Part),,,,,,,,
244,Samoa,,,,,,,,
193,Sao Tome and Principe,,,,,,,,
194,Saudi Arabia,,,,,,,,
195,Senegal,,,,,,,,
272,Serbia,,,,,,,,
186,Serbia and Montenegro,,,,,,,,
196,Seychelles,,,,,,,,
197,Sierra Leone,,,,,,,,
200,Singapore,,,,,,,,
199,Slovakia,,,,,,,,
198,Slovenia,,,,,,,,
25,Solomon Islands,,,,,,,,
201,Somalia,,,,,,,,
202,South Africa,,,,,,,,
277,South Sudan,,,,,,,,
203,Spain,,,,,,,,
38,Sri Lanka,,,,,,,,
276,Sudan,,,,,,,,
206,Sudan (former),,,,,,,,
207,Suriname,,,,,,,,
210,Sweden,,,,,,,,
211,Switzerland,,,,,,,,
212,Syrian Arab Republic,,,,,,,,
208,Tajikistan,,,,,,,,
216,Thailand,,,,,,,,
176,Timor-Leste,,,,,,,,
217,Togo,,,,,,,,
218,Tokelau,,,,,,,,
219,Tonga,,,,,,,,
220,Trinidad and Tobago,,,,,,,,
222,Tunisia,,,,,,,,
223,Turkey,,,,,,,,
213,Turkmenistan,,,,,,,,
224,Turks and Caicos Islands,,,,,,,,
227,Tuvalu,,,,,,,,
226,Uganda,,,,,,,,
230,Ukraine,,,,,,,,
225,United Arab Emirates,,,,,,,,
229,United Kingdom,,,,,,,,
215,United Republic of Tanzania,,,,,,,,
231,United States of America,,,,,,,,
234,Uruguay,,,,,,,,
228,USSR,,,,,,,,
235,Uzbekistan,,,,,,,,
155,Vanuatu,,,,,,,,
236,Venezuela (Bolivarian Republic of),,,,,,,,
237,Viet Nam,,,,,,,,
242,Wake Island,,,,,,,,
243,Wallis and Futuna Islands,,,,,,,,
249,Yemen,,,,,,,,
248,Yugoslav SFR,,,,,,,,
251,Zambia,,,,,,,,
181,Zimbabwe,,,,,,,,
5000,World,,,,,,,,
5100,Africa,,,,,,,,
5101,Eastern Africa,,,,,,,,
5102,Middle Africa,,,,,,,,
5103,Northern Africa,,,,,,,,
5104,Southern Africa,,,,,,,,
5105,Western Africa,,,,,,,,
5200,Americas,,,,,,,,
5203,Northern America,,,,,,,,
5204,Central America,,,,,,,,
5206,Caribbean,,,,,,,,
5207,South America,,,,,,,,
5300,Asia,,,,,,,,
5301,Central Asia,,,,,,,,
5302,Eastern Asia,,,,,,,,
