Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
2,Afghanistan,6970.0,Artificial surfaces (including urban and associated areas),5007.0,Area from MODIS,2001.0,2001.0,1000 ha,FC
3,Albania,6971.0,Herbaceous crops,5008.0,Area from CCI_LC,2002.0,2002.0,,NV
4,Algeria,6972.0,Woody crops,,,2003.0,2003.0,,A
5,American Samoa,6973.0,Multiple or layered crops,,,2004.0,2004.0,,
6,Andorra,6983.0,Grassland,,,2005.0,2005.0,,
7,Angola,6974.0,Tree-covered areas,,,2006.0,2006.0,,
258,Anguilla,6975.0,Mangroves,,,2007.0,2007.0,,
30,Antarctica,6976.0,Shrub-covered areas,,,2008.0,2008.0,,
8,Antigua and Barbuda,6977.0,"Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",,,2009.0,2009.0,,
9,Argentina,6978.0,Sparsely natural vegetated areas,,,2010.0,2010.0,,
1,Armenia,6979.0,Terrestrial barren land,,,2011.0,2011.0,,
22,Aruba,6980.0,Permanent snow and glaciers,,,2012.0,2012.0,,
10,Australia,6981.0,Inland water bodies,,,2013.0,2013.0,,
11,Austria,6982.0,Coastal water bodies and intertidal areas,,,2014.0,2014.0,,
52,Azerbaijan,,,,,2015.0,2015.0,,
12,Bahamas,,,,,2016.0,2016.0,,
13,Bahrain,,,,,2017.0,2017.0,,
16,Bangladesh,,,,,1992.0,1992.0,,
14,Barbados,,,,,1993.0,1993.0,,
57,Belarus,,,,,1994.0,1994.0,,
255,Belgium,,,,,1995.0,1995.0,,
15,Belgium-Luxembourg,,,,,1996.0,1996.0,,
23,Belize,,,,,1997.0,1997.0,,
53,Benin,,,,,1998.0,1998.0,,
17,Bermuda,,,,,1999.0,1999.0,,
18,Bhutan,,,,,2000.0,2000.0,,
19,Bolivia (Plurinational State of),,,,,,,,
80,Bosnia and Herzegovina,,,,,,,,
20,Botswana,,,,,,,,
21,Brazil,,,,,,,,
24,British Indian Ocean Territory,,,,,,,,
239,British Virgin Islands,,,,,,,,
26,Brunei Darussalam,,,,,,,,
27,Bulgaria,,,,,,,,
233,Burkina Faso,,,,,,,,
29,Burundi,,,,,,,,
35,Cabo Verde,,,,,,,,
115,Cambodia,,,,,,,,
32,Cameroon,,,,,,,,
33,Canada,,,,,,,,
36,Cayman Islands,,,,,,,,
37,Central African Republic,,,,,,,,
39,Chad,,,,,,,,
259,Channel Islands,,,,,,,,
40,Chile,,,,,,,,
351,China,,,,,,,,
96,"China, Hong Kong SAR",,,,,,,,
128,"China, Macao SAR",,,,,,,,
41,"China, mainland",,,,,,,,
214,"China, Taiwan Province of",,,,,,,,
44,Colombia,,,,,,,,
45,Comoros,,,,,,,,
46,Congo,,,,,,,,
47,Cook Islands,,,,,,,,
48,Costa Rica,,,,,,,,
107,Côte d'Ivoire,,,,,,,,
98,Croatia,,,,,,,,
49,Cuba,,,,,,,,
50,Cyprus,,,,,,,,
167,Czechia,,,,,,,,
51,Czechoslovakia,,,,,,,,
116,Democratic People's Republic of Korea,,,,,,,,
250,Democratic Republic of the Congo,,,,,,,,
54,Denmark,,,,,,,,
72,Djibouti,,,,,,,,
55,Dominica,,,,,,,,
56,Dominican Republic,,,,,,,,
58,Ecuador,,,,,,,,
59,Egypt,,,,,,,,
60,El Salvador,,,,,,,,
61,Equatorial Guinea,,,,,,,,
178,Eritrea,,,,,,,,
63,Estonia,,,,,,,,
209,Eswatini,,,,,,,,
238,Ethiopia,,,,,,,,
62,Ethiopia PDR,,,,,,,,
65,Falkland Islands (Malvinas),,,,,,,,
64,Faroe Islands,,,,,,,,
66,Fiji,,,,,,,,
67,Finland,,,,,,,,
68,France,,,,,,,,
69,French Guiana,,,,,,,,
70,French Polynesia,,,,,,,,
71,French Southern and Antarctic Territories,,,,,,,,
74,Gabon,,,,,,,,
75,Gambia,,,,,,,,
73,Georgia,,,,,,,,
79,Germany,,,,,,,,
81,Ghana,,,,,,,,
82,Gibraltar,,,,,,,,
84,Greece,,,,,,,,
85,Greenland,,,,,,,,
86,Grenada,,,,,,,,
87,Guadeloupe,,,,,,,,
88,Guam,,,,,,,,
89,Guatemala,,,,,,,,
90,Guinea,,,,,,,,
175,Guinea-Bissau,,,,,,,,
91,Guyana,,,,,,,,
93,Haiti,,,,,,,,
92,Heard and McDonald Islands,,,,,,,,
94,Holy See,,,,,,,,
95,Honduras,,,,,,,,
97,Hungary,,,,,,,,
99,Iceland,,,,,,,,
100,India,,,,,,,,
101,Indonesia,,,,,,,,
102,Iran (Islamic Republic of),,,,,,,,
103,Iraq,,,,,,,,
104,Ireland,,,,,,,,
264,Isle of Man,,,,,,,,
105,Israel,,,,,,,,
106,Italy,,,,,,,,
109,Jamaica,,,,,,,,
110,Japan,,,,,,,,
111,Johnston Island,,,,,,,,
112,Jordan,,,,,,,,
108,Kazakhstan,,,,,,,,
114,Kenya,,,,,,,,
83,Kiribati,,,,,,,,
118,Kuwait,,,,,,,,
113,Kyrgyzstan,,,,,,,,
120,Lao People's Democratic Republic,,,,,,,,
119,Latvia,,,,,,,,
121,Lebanon,,,,,,,,
122,Lesotho,,,,,,,,
123,Liberia,,,,,,,,
124,Libya,,,,,,,,
125,Liechtenstein,,,,,,,,
126,Lithuania,,,,,,,,
256,Luxembourg,,,,,,,,
129,Madagascar,,,,,,,,
130,Malawi,,,,,,,,
131,Malaysia,,,,,,,,
132,Maldives,,,,,,,,
133,Mali,,,,,,,,
134,Malta,,,,,,,,
127,Marshall Islands,,,,,,,,
135,Martinique,,,,,,,,
136,Mauritania,,,,,,,,
137,Mauritius,,,,,,,,
270,Mayotte,,,,,,,,
138,Mexico,,,,,,,,
145,Micronesia (Federated States of),,,,,,,,
139,Midway Island,,,,,,,,
140,Monaco,,,,,,,,
141,Mongolia,,,,,,,,
273,Montenegro,,,,,,,,
142,Montserrat,,,,,,,,
143,Morocco,,,,,,,,
144,Mozambique,,,,,,,,
28,Myanmar,,,,,,,,
147,Namibia,,,,,,,,
148,Nauru,,,,,,,,
149,Nepal,,,,,,,,
150,Netherlands,,,,,,,,
151,Netherlands Antilles (former),,,,,,,,
153,New Caledonia,,,,,,,,
156,New Zealand,,,,,,,,
157,Nicaragua,,,,,,,,
158,Niger,,,,,,,,
159,Nigeria,,,,,,,,
160,Niue,,,,,,,,
161,Norfolk Island,,,,,,,,
154,North Macedonia,,,,,,,,
163,Northern Mariana Islands,,,,,,,,
162,Norway,,,,,,,,
221,Oman,,,,,,,,
165,Pakistan,,,,,,,,
180,Palau,,,,,,,,
299,Palestine,,,,,,,,
166,Panama,,,,,,,,
168,Papua New Guinea,,,,,,,,
169,Paraguay,,,,,,,,
