Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
2,Afghanistan,1062.0,"Eggs, hen, in shell",5313.0,Laying,1961.0,1961.0,1000 Head,F
3,Albania,1067.0,"Eggs, hen, in shell (number)",5410.0,Yield,1962.0,1962.0,100mg/An,
4,Algeria,919.0,"Hides, cattle, fresh",5510.0,Production,1963.0,1963.0,tonnes,Im
5,American Samoa,1182.0,"Honey, natural",5513.0,Producing Animals/Slaughtered,1964.0,1964.0,1000 No,Fc
7,Angola,1137.0,"Meat indigenous, camel",5320.0,Yield/Carcass Weight,1965.0,1965.0,Head,*
8,Antigua and Barbuda,944.0,"Meat indigenous, cattle",5420.0,Milk Animals,1966.0,1966.0,hg/An,M
9,Argentina,1094.0,"Meat indigenous, chicken",5322.0,Prod Popultn,1967.0,1967.0,0.1g/An,A
1,Armenia,1032.0,"Meat indigenous, goat",5417.0,,1968.0,1968.0,hg,P
10,Australia,1012.0,"Meat indigenous, sheep",5323.0,,1969.0,1969.0,No,
11,Austria,1127.0,"Meat, camel",5424.0,,1970.0,1970.0,,
52,Azerbaijan,867.0,"Meat, cattle",5321.0,,1971.0,1971.0,,
12,Bahamas,1058.0,"Meat, chicken",5318.0,,1972.0,1972.0,,
13,Bahrain,1163.0,"Meat, game",5319.0,,1973.0,1973.0,,
16,Bangladesh,1017.0,"Meat, goat",5422.0,,1974.0,1974.0,,
14,Barbados,977.0,"Meat, sheep",5314.0,,1975.0,1975.0,,
57,Belarus,1130.0,"Milk, whole fresh camel",,,1976.0,1976.0,,
255,Belgium,882.0,"Milk, whole fresh cow",,,1977.0,1977.0,,
15,Belgium-Luxembourg,1020.0,"Milk, whole fresh goat",,,1978.0,1978.0,,
23,Belize,982.0,"Milk, whole fresh sheep",,,1979.0,1979.0,,
53,Benin,1185.0,"Silk-worm cocoons, reelable",,,1980.0,1980.0,,
17,Bermuda,1025.0,"Skins, goat, fresh",,,1981.0,1981.0,,
18,Bhutan,995.0,"Skins, sheep, fresh",,,1982.0,1982.0,,
19,Bolivia (Plurinational State of),987.0,"Wool, greasy",,,1983.0,1983.0,,
80,Bosnia and Herzegovina,1806.0,Beef and Buffalo Meat,,,1984.0,1984.0,,
20,Botswana,1783.0,Eggs Primary,,,1985.0,1985.0,,
21,Brazil,1775.0,"Meat indigenous, poultry",,,1986.0,1986.0,,
239,British Virgin Islands,1770.0,"Meat indigenous, total",,,1987.0,1987.0,,
26,Brunei Darussalam,1808.0,"Meat, Poultry",,,1988.0,1988.0,,
27,Bulgaria,1765.0,"Meat, Total",,,1989.0,1989.0,,
233,Burkina Faso,1780.0,"Milk,Total",,,1990.0,1990.0,,
29,Burundi,1807.0,Sheep and Goat Meat,,,1991.0,1991.0,,
35,Cabo Verde,1091.0,"Eggs, other bird, in shell",,,1992.0,1992.0,,
115,Cambodia,1092.0,"Eggs, other bird, in shell (number)",,,1993.0,1993.0,,
32,Cameroon,1055.0,"Meat indigenous, pig",,,1994.0,1994.0,,
33,Canada,1097.0,"Meat, horse",,,1995.0,1995.0,,
36,Cayman Islands,1166.0,"Meat, nes",,,1996.0,1996.0,,
37,Central African Republic,1035.0,"Meat, pig",,,1997.0,1997.0,,
39,Chad,1080.0,"Meat, turkey",,,1998.0,1998.0,,
40,Chile,951.0,"Milk, whole fresh buffalo",,,1999.0,1999.0,,
351,China,999.0,"Skins, sheep, with wool",,,2000.0,2000.0,,
96,"China, Hong Kong SAR",1120.0,"Meat indigenous, horse",,,2001.0,2001.0,,
128,"China, Macao SAR",1144.0,"Meat indigenous, rabbit",,,2002.0,2002.0,,
41,"China, mainland",1087.0,"Meat indigenous, turkey",,,2003.0,2003.0,,
214,"China, Taiwan Province of",1141.0,"Meat, rabbit",,,2004.0,2004.0,,
44,Colombia,1183.0,Beeswax,,,2005.0,2005.0,,
45,Comoros,1070.0,"Meat indigenous, duck",,,2006.0,2006.0,,
46,Congo,1077.0,"Meat indigenous, geese",,,2007.0,2007.0,,
47,Cook Islands,1069.0,"Meat, duck",,,2008.0,2008.0,,
48,Costa Rica,1073.0,"Meat, goose and guinea fowl",,,2009.0,2009.0,,
107,Côte d'Ivoire,957.0,"Hides, buffalo, fresh",,,2010.0,2010.0,,
98,Croatia,972.0,"Meat indigenous, buffalo",,,2011.0,2011.0,,
49,Cuba,947.0,"Meat, buffalo",,,2012.0,2012.0,,
50,Cyprus,1161.0,"Meat indigenous, other camelids",,,2013.0,2013.0,,
167,Czechia,1154.0,"Meat indigenous, rodents",,,2014.0,2014.0,,
51,Czechoslovakia,1158.0,"Meat, other camelids",,,2015.0,2015.0,,
116,Democratic People's Republic of Korea,1151.0,"Meat, other rodents",,,2016.0,2016.0,,
250,Democratic Republic of the Congo,1122.0,"Meat indigenous, ass",,,2017.0,2017.0,,
54,Denmark,1108.0,"Meat, ass",,,,,,
72,Djibouti,1089.0,"Meat, bird nes",,,,,,
55,Dominica,1084.0,"Meat indigenous, bird nes",,,,,,
56,Dominican Republic,1124.0,"Meat indigenous, mule",,,,,,
58,Ecuador,1111.0,"Meat, mule",,,,,,
59,Egypt,1167.0,"Offals, nes",,,,,,
60,El Salvador,1176.0,"Snails, not sea",,,,,,
61,Equatorial Guinea,1100.0,"Hair, horse",,,,,,
178,Eritrea,,,,,,,,
63,Estonia,,,,,,,,
209,Eswatini,,,,,,,,
238,Ethiopia,,,,,,,,
62,Ethiopia PDR,,,,,,,,
65,Falkland Islands (Malvinas),,,,,,,,
64,Faroe Islands,,,,,,,,
66,Fiji,,,,,,,,
67,Finland,,,,,,,,
68,France,,,,,,,,
69,French Guiana,,,,,,,,
70,French Polynesia,,,,,,,,
74,Gabon,,,,,,,,
75,Gambia,,,,,,,,
73,Georgia,,,,,,,,
79,Germany,,,,,,,,
81,Ghana,,,,,,,,
84,Greece,,,,,,,,
85,Greenland,,,,,,,,
86,Grenada,,,,,,,,
87,Guadeloupe,,,,,,,,
88,Guam,,,,,,,,
89,Guatemala,,,,,,,,
90,Guinea,,,,,,,,
175,Guinea-Bissau,,,,,,,,
91,Guyana,,,,,,,,
93,Haiti,,,,,,,,
95,Honduras,,,,,,,,
97,Hungary,,,,,,,,
99,Iceland,,,,,,,,
100,India,,,,,,,,
101,Indonesia,,,,,,,,
102,Iran (Islamic Republic of),,,,,,,,
103,Iraq,,,,,,,,
104,Ireland,,,,,,,,
105,Israel,,,,,,,,
106,Italy,,,,,,,,
109,Jamaica,,,,,,,,
110,Japan,,,,,,,,
112,Jordan,,,,,,,,
