Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
2,Afghanistan,23080.0,"FDI inflows to Agriculture, Forestry and Fishing",6110.0,Value US$,2006.0,2006.0,millions,X
3,Albania,23082.0,Total FDI inflows,6167.0,"Value US$, 2010 prices",2007.0,2007.0,%,Fc
4,Algeria,23085.0,Total FDI outflows,6141.0,Share of Total FDI inflows,2008.0,2008.0,,A
7,Angola,23081.0,"FDI inflows to Food, Beverages and Tobacco",6142.0,Share of Total FDI outflows,2009.0,2009.0,,
258,Anguilla,23083.0,"FDI outflows to Agriculture, Forestry and Fishing",,,2010.0,2010.0,,
8,Antigua and Barbuda,23084.0,"FDI outflows to Food, Beverages and Tobacco",,,1991.0,1991.0,,
9,Argentina,,,,,1992.0,1992.0,,
1,Armenia,,,,,1993.0,1993.0,,
22,Aruba,,,,,1994.0,1994.0,,
10,Australia,,,,,1995.0,1995.0,,
11,Austria,,,,,1996.0,1996.0,,
52,Azerbaijan,,,,,1997.0,1997.0,,
12,Bahamas,,,,,1998.0,1998.0,,
13,Bahrain,,,,,1999.0,1999.0,,
16,Bangladesh,,,,,2000.0,2000.0,,
14,Barbados,,,,,2001.0,2001.0,,
57,Belarus,,,,,2002.0,2002.0,,
255,Belgium,,,,,2003.0,2003.0,,
23,Belize,,,,,2004.0,2004.0,,
53,Benin,,,,,2005.0,2005.0,,
17,Bermuda,,,,,2011.0,2011.0,,
18,Bhutan,,,,,2012.0,2012.0,,
19,Bolivia (Plurinational State of),,,,,2013.0,2013.0,,
80,Bosnia and Herzegovina,,,,,2014.0,2014.0,,
20,Botswana,,,,,2015.0,2015.0,,
21,Brazil,,,,,2016.0,2016.0,,
239,British Virgin Islands,,,,,2018.0,2018.0,,
26,Brunei Darussalam,,,,,2017.0,2017.0,,
27,Bulgaria,,,,,,,,
233,Burkina Faso,,,,,,,,
29,Burundi,,,,,,,,
35,Cabo Verde,,,,,,,,
115,Cambodia,,,,,,,,
32,Cameroon,,,,,,,,
33,Canada,,,,,,,,
36,Cayman Islands,,,,,,,,
37,Central African Republic,,,,,,,,
39,Chad,,,,,,,,
40,Chile,,,,,,,,
96,"China, Hong Kong SAR",,,,,,,,
128,"China, Macao SAR",,,,,,,,
41,"China, mainland",,,,,,,,
214,"China, Taiwan Province of",,,,,,,,
44,Colombia,,,,,,,,
45,Comoros,,,,,,,,
46,Congo,,,,,,,,
47,Cook Islands,,,,,,,,
48,Costa Rica,,,,,,,,
107,Côte d'Ivoire,,,,,,,,
98,Croatia,,,,,,,,
50,Cyprus,,,,,,,,
167,Czechia,,,,,,,,
