Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
2,Afghanistan,44.0,Barley,72392.0,Residues (Crop residues),1961.0,1961.0,kg of nutrients,Fc
3,Albania,56.0,Maize,72292.0,Implied emission factor for N2O (Crop residues),1962.0,1962.0,kg N2O-N/kg N,A
4,Algeria,79.0,Millet,72342.0,Direct emissions (N2O) (Crop residues),1963.0,1963.0,gigagrams,
7,Angola,116.0,Potatoes,72352.0,Direct emissions (CO2eq) (Crop residues),1964.0,1964.0,,
8,Antigua and Barbuda,27.0,"Rice, paddy",72362.0,Indirect emissions (N2O) (Crop residues),1965.0,1965.0,,
9,Argentina,15.0,Wheat,72372.0,Indirect emissions (CO2eq) (Crop residues),1966.0,1966.0,,
1,Armenia,1712.0,All Crops,72302.0,Emissions (N2O) (Crop residues),1967.0,1967.0,,
10,Australia,176.0,"Beans, dry",72312.0,Emissions (CO2eq) (Crop residues),1968.0,1968.0,,
11,Austria,75.0,Oats,,,1969.0,1969.0,,
52,Azerbaijan,71.0,Rye,,,1970.0,1970.0,,
12,Bahamas,83.0,Sorghum,,,1971.0,1971.0,,
13,Bahrain,236.0,Soybeans,,,1972.0,1972.0,,
16,Bangladesh,,,,,1973.0,1973.0,,
14,Barbados,,,,,1974.0,1974.0,,
57,Belarus,,,,,1975.0,1975.0,,
255,Belgium,,,,,1976.0,1976.0,,
15,Belgium-Luxembourg,,,,,1977.0,1977.0,,
23,Belize,,,,,1978.0,1978.0,,
53,Benin,,,,,1979.0,1979.0,,
17,Bermuda,,,,,1980.0,1980.0,,
18,Bhutan,,,,,1981.0,1981.0,,
19,Bolivia (Plurinational State of),,,,,1982.0,1982.0,,
80,Bosnia and Herzegovina,,,,,1983.0,1983.0,,
20,Botswana,,,,,1984.0,1984.0,,
21,Brazil,,,,,1985.0,1985.0,,
26,Brunei Darussalam,,,,,1986.0,1986.0,,
27,Bulgaria,,,,,1987.0,1987.0,,
233,Burkina Faso,,,,,1988.0,1988.0,,
29,Burundi,,,,,1989.0,1989.0,,
35,Cabo Verde,,,,,1990.0,1990.0,,
115,Cambodia,,,,,1991.0,1991.0,,
32,Cameroon,,,,,1992.0,1992.0,,
33,Canada,,,,,1993.0,1993.0,,
37,Central African Republic,,,,,1994.0,1994.0,,
39,Chad,,,,,1995.0,1995.0,,
40,Chile,,,,,1996.0,1996.0,,
351,China,,,,,1997.0,1997.0,,
96,"China, Hong Kong SAR",,,,,1998.0,1998.0,,
41,"China, mainland",,,,,1999.0,1999.0,,
214,"China, Taiwan Province of",,,,,2000.0,2000.0,,
44,Colombia,,,,,2001.0,2001.0,,
45,Comoros,,,,,2002.0,2002.0,,
46,Congo,,,,,2003.0,2003.0,,
48,Costa Rica,,,,,2004.0,2004.0,,
107,Côte d'Ivoire,,,,,2005.0,2005.0,,
98,Croatia,,,,,2006.0,2006.0,,
49,Cuba,,,,,2007.0,2007.0,,
50,Cyprus,,,,,2008.0,2008.0,,
167,Czechia,,,,,2009.0,2009.0,,
51,Czechoslovakia,,,,,2010.0,2010.0,,
116,Democratic People's Republic of Korea,,,,,2011.0,2011.0,,
250,Democratic Republic of the Congo,,,,,2012.0,2012.0,,
54,Denmark,,,,,2013.0,2013.0,,
72,Djibouti,,,,,2014.0,2014.0,,
55,Dominica,,,,,2015.0,2015.0,,
56,Dominican Republic,,,,,2016.0,2016.0,,
58,Ecuador,,,,,2017.0,2017.0,,
59,Egypt,,,,,2030.0,2030.0,,
60,El Salvador,,,,,2050.0,2050.0,,
178,Eritrea,,,,,,,,
63,Estonia,,,,,,,,
209,Eswatini,,,,,,,,
238,Ethiopia,,,,,,,,
62,Ethiopia PDR,,,,,,,,
64,Faroe Islands,,,,,,,,
66,Fiji,,,,,,,,
67,Finland,,,,,,,,
68,France,,,,,,,,
69,French Guiana,,,,,,,,
70,French Polynesia,,,,,,,,
74,Gabon,,,,,,,,
75,Gambia,,,,,,,,
73,Georgia,,,,,,,,
79,Germany,,,,,,,,
81,Ghana,,,,,,,,
84,Greece,,,,,,,,
86,Grenada,,,,,,,,
87,Guadeloupe,,,,,,,,
88,Guam,,,,,,,,
89,Guatemala,,,,,,,,
90,Guinea,,,,,,,,
175,Guinea-Bissau,,,,,,,,
91,Guyana,,,,,,,,
93,Haiti,,,,,,,,
95,Honduras,,,,,,,,
97,Hungary,,,,,,,,
99,Iceland,,,,,,,,
100,India,,,,,,,,
101,Indonesia,,,,,,,,
102,Iran (Islamic Republic of),,,,,,,,
103,Iraq,,,,,,,,
104,Ireland,,,,,,,,
105,Israel,,,,,,,,
106,Italy,,,,,,,,
109,Jamaica,,,,,,,,
110,Japan,,,,,,,,
112,Jordan,,,,,,,,
108,Kazakhstan,,,,,,,,
114,Kenya,,,,,,,,
118,Kuwait,,,,,,,,
113,Kyrgyzstan,,,,,,,,
120,Lao People's Democratic Republic,,,,,,,,
119,Latvia,,,,,,,,
121,Lebanon,,,,,,,,
122,Lesotho,,,,,,,,
123,Liberia,,,,,,,,
124,Libya,,,,,,,,
126,Lithuania,,,,,,,,
256,Luxembourg,,,,,,,,
129,Madagascar,,,,,,,,
130,Malawi,,,,,,,,
131,Malaysia,,,,,,,,
132,Maldives,,,,,,,,
133,Mali,,,,,,,,
134,Malta,,,,,,,,
136,Mauritania,,,,,,,,
137,Mauritius,,,,,,,,
138,Mexico,,,,,,,,
145,Micronesia (Federated States of),,,,,,,,
141,Mongolia,,,,,,,,
273,Montenegro,,,,,,,,
142,Montserrat,,,,,,,,
143,Morocco,,,,,,,,
144,Mozambique,,,,,,,,
28,Myanmar,,,,,,,,
147,Namibia,,,,,,,,
149,Nepal,,,,,,,,
150,Netherlands,,,,,,,,
153,New Caledonia,,,,,,,,
156,New Zealand,,,,,,,,
157,Nicaragua,,,,,,,,
158,Niger,,,,,,,,
159,Nigeria,,,,,,,,
154,North Macedonia,,,,,,,,
162,Norway,,,,,,,,
221,Oman,,,,,,,,
164,Pacific Islands Trust Territory,,,,,,,,
165,Pakistan,,,,,,,,
299,Palestine,,,,,,,,
166,Panama,,,,,,,,
168,Papua New Guinea,,,,,,,,
169,Paraguay,,,,,,,,
170,Peru,,,,,,,,
171,Philippines,,,,,,,,
173,Poland,,,,,,,,
174,Portugal,,,,,,,,
177,Puerto Rico,,,,,,,,
179,Qatar,,,,,,,,
117,Republic of Korea,,,,,,,,
146,Republic of Moldova,,,,,,,,
182,Réunion,,,,,,,,
183,Romania,,,,,,,,
185,Russian Federation,,,,,,,,
184,Rwanda,,,,,,,,
188,Saint Kitts and Nevis,,,,,,,,
189,Saint Lucia,,,,,,,,
191,Saint Vincent and the Grenadines,,,,,,,,
193,Sao Tome and Principe,,,,,,,,
194,Saudi Arabia,,,,,,,,
195,Senegal,,,,,,,,
272,Serbia,,,,,,,,
186,Serbia and Montenegro,,,,,,,,
197,Sierra Leone,,,,,,,,
199,Slovakia,,,,,,,,
198,Slovenia,,,,,,,,
25,Solomon Islands,,,,,,,,
201,Somalia,,,,,,,,
202,South Africa,,,,,,,,
277,South Sudan,,,,,,,,
203,Spain,,,,,,,,
38,Sri Lanka,,,,,,,,
276,Sudan,,,,,,,,
206,Sudan (former),,,,,,,,
207,Suriname,,,,,,,,
210,Sweden,,,,,,,,
211,Switzerland,,,,,,,,
212,Syrian Arab Republic,,,,,,,,
208,Tajikistan,,,,,,,,
216,Thailand,,,,,,,,
176,Timor-Leste,,,,,,,,
217,Togo,,,,,,,,
220,Trinidad and Tobago,,,,,,,,
222,Tunisia,,,,,,,,
223,Turkey,,,,,,,,
213,Turkmenistan,,,,,,,,
226,Uganda,,,,,,,,
230,Ukraine,,,,,,,,
225,United Arab Emirates,,,,,,,,
229,United Kingdom,,,,,,,,
215,United Republic of Tanzania,,,,,,,,
231,United States of America,,,,,,,,
234,Uruguay,,,,,,,,
228,USSR,,,,,,,,
235,Uzbekistan,,,,,,,,
155,Vanuatu,,,,,,,,
236,Venezuela (Bolivarian Republic of),,,,,,,,
237,Viet Nam,,,,,,,,
205,Western Sahara,,,,,,,,
