Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
2,Afghanistan,983.0,"Butter and ghee, sheep milk",5510.0,Production,1961.0,1961.0,tonnes,Fc
3,Albania,886.0,"Butter, cow milk",,,1962.0,1962.0,,Im
4,Algeria,1021.0,Cheese of goat mlk,,,1963.0,1963.0,,F
7,Angola,984.0,"Cheese, sheep milk",,,1964.0,1964.0,,*
9,Argentina,888.0,"Milk, skimmed cow",,,1965.0,1965.0,,A
1,Armenia,1186.0,Silk raw,,,1966.0,1966.0,,
10,Australia,1811.0,Butter and Ghee,,,1967.0,1967.0,,M
11,Austria,1745.0,Cheese (All Kinds),,,1968.0,1968.0,,
52,Azerbaijan,901.0,"Cheese, whole cow milk",,,1969.0,1969.0,,
16,Bangladesh,904.0,"Cheese, skimmed cow milk",,,1970.0,1970.0,,
14,Barbados,1043.0,Lard,,,1971.0,1971.0,,
57,Belarus,885.0,Cream fresh,,,1972.0,1972.0,,
255,Belgium,887.0,"Ghee, butteroil of cow milk",,,1973.0,1973.0,,
15,Belgium-Luxembourg,898.0,"Milk, skimmed dried",,,1974.0,1974.0,,
18,Bhutan,889.0,"Milk, whole condensed",,,1975.0,1975.0,,
19,Bolivia (Plurinational State of),897.0,"Milk, whole dried",,,1976.0,1976.0,,
80,Bosnia and Herzegovina,894.0,"Milk, whole evaporated",,,1977.0,1977.0,,
20,Botswana,1225.0,Tallow,,,1978.0,1978.0,,
21,Brazil,900.0,"Whey, dry",,,1979.0,1979.0,,
27,Bulgaria,1816.0,Evaporat&Condensed Milk,,,1980.0,1980.0,,
233,Burkina Faso,1809.0,"Skim Milk&Buttermilk,Dry",,,1981.0,1981.0,,
29,Burundi,899.0,"Milk, dry buttermilk",,,1982.0,1982.0,,
115,Cambodia,896.0,"Milk, skimmed condensed",,,1983.0,1983.0,,
33,Canada,895.0,"Milk, skimmed evaporated",,,1984.0,1984.0,,
39,Chad,953.0,"Ghee, of buffalo milk",,,1985.0,1985.0,,
40,Chile,890.0,"Whey, condensed",,,1986.0,1986.0,,
351,China,891.0,Yoghurt,,,1987.0,1987.0,,
96,"China, Hong Kong SAR",952.0,"Butter, buffalo milk",,,1988.0,1988.0,,
128,"China, Macao SAR",955.0,"Cheese, buffalo milk",,,1989.0,1989.0,,
41,"China, mainland",1022.0,Butter of goat mlk,,,1990.0,1990.0,,
214,"China, Taiwan Province of",,,,,1991.0,1991.0,,
44,Colombia,,,,,1992.0,1992.0,,
48,Costa Rica,,,,,1993.0,1993.0,,
98,Croatia,,,,,1994.0,1994.0,,
49,Cuba,,,,,1995.0,1995.0,,
50,Cyprus,,,,,1996.0,1996.0,,
167,Czechia,,,,,1997.0,1997.0,,
51,Czechoslovakia,,,,,1998.0,1998.0,,
116,Democratic People's Republic of Korea,,,,,1999.0,1999.0,,
54,Denmark,,,,,2000.0,2000.0,,
56,Dominican Republic,,,,,2001.0,2001.0,,
58,Ecuador,,,,,2002.0,2002.0,,
59,Egypt,,,,,2003.0,2003.0,,
60,El Salvador,,,,,2004.0,2004.0,,
178,Eritrea,,,,,2005.0,2005.0,,
63,Estonia,,,,,2006.0,2006.0,,
238,Ethiopia,,,,,2007.0,2007.0,,
62,Ethiopia PDR,,,,,2008.0,2008.0,,
66,Fiji,,,,,2009.0,2009.0,,
67,Finland,,,,,2010.0,2010.0,,
68,France,,,,,2011.0,2011.0,,
73,Georgia,,,,,2012.0,2012.0,,
79,Germany,,,,,2013.0,2013.0,,
84,Greece,,,,,2014.0,2014.0,,
89,Guatemala,,,,,,,,
90,Guinea,,,,,,,,
93,Haiti,,,,,,,,
95,Honduras,,,,,,,,
97,Hungary,,,,,,,,
99,Iceland,,,,,,,,
100,India,,,,,,,,
101,Indonesia,,,,,,,,
102,Iran (Islamic Republic of),,,,,,,,
103,Iraq,,,,,,,,
104,Ireland,,,,,,,,
105,Israel,,,,,,,,
106,Italy,,,,,,,,
109,Jamaica,,,,,,,,
110,Japan,,,,,,,,
112,Jordan,,,,,,,,
108,Kazakhstan,,,,,,,,
114,Kenya,,,,,,,,
118,Kuwait,,,,,,,,
113,Kyrgyzstan,,,,,,,,
119,Latvia,,,,,,,,
121,Lebanon,,,,,,,,
126,Lithuania,,,,,,,,
256,Luxembourg,,,,,,,,
129,Madagascar,,,,,,,,
131,Malaysia,,,,,,,,
134,Malta,,,,,,,,
136,Mauritania,,,,,,,,
138,Mexico,,,,,,,,
141,Mongolia,,,,,,,,
273,Montenegro,,,,,,,,
143,Morocco,,,,,,,,
144,Mozambique,,,,,,,,
28,Myanmar,,,,,,,,
147,Namibia,,,,,,,,
149,Nepal,,,,,,,,
150,Netherlands,,,,,,,,
156,New Zealand,,,,,,,,
157,Nicaragua,,,,,,,,
158,Niger,,,,,,,,
159,Nigeria,,,,,,,,
162,Norway,,,,,,,,
299,Occupied Palestinian Territory,,,,,,,,
221,Oman,,,,,,,,
165,Pakistan,,,,,,,,
166,Panama,,,,,,,,
169,Paraguay,,,,,,,,
170,Peru,,,,,,,,
171,Philippines,,,,,,,,
173,Poland,,,,,,,,
174,Portugal,,,,,,,,
117,Republic of Korea,,,,,,,,
146,Republic of Moldova,,,,,,,,
183,Romania,,,,,,,,
185,Russian Federation,,,,,,,,
184,Rwanda,,,,,,,,
190,Saint Pierre and Miquelon,,,,,,,,
194,Saudi Arabia,,,,,,,,
195,Senegal,,,,,,,,
272,Serbia,,,,,,,,
186,Serbia and Montenegro,,,,,,,,
200,Singapore,,,,,,,,
199,Slovakia,,,,,,,,
198,Slovenia,,,,,,,,
201,Somalia,,,,,,,,
202,South Africa,,,,,,,,
277,South Sudan,,,,,,,,
203,Spain,,,,,,,,
38,Sri Lanka,,,,,,,,
276,Sudan,,,,,,,,
206,Sudan (former),,,,,,,,
207,Suriname,,,,,,,,
209,Swaziland,,,,,,,,
210,Sweden,,,,,,,,
211,Switzerland,,,,,,,,
212,Syrian Arab Republic,,,,,,,,
208,Tajikistan,,,,,,,,
216,Thailand,,,,,,,,
154,The former Yugoslav Republic of Macedonia,,,,,,,,
217,Togo,,,,,,,,
220,Trinidad and Tobago,,,,,,,,
222,Tunisia,,,,,,,,
223,Turkey,,,,,,,,
213,Turkmenistan,,,,,,,,
226,Uganda,,,,,,,,
230,Ukraine,,,,,,,,
225,United Arab Emirates,,,,,,,,
