Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
2,Afghanistan,1357.0,Pesticides (total),5622.0,Import Value,1971.0,1971.0,1000 US$,F
3,Albania,1416.0,Insecticides,5922.0,Export Value,1972.0,1972.0,tonnes,W
4,Algeria,1417.0,Fungicides,5610.0,Import Quantity,1973.0,1973.0,,Fm
6,Andorra,1418.0,Herbicides,5910.0,Export Quantity,1974.0,1974.0,,I
7,Angola,1419.0,"Disinfectants,etc",,,1975.0,1975.0,,Fc
8,Antigua and Barbuda,1442.0,Hazardous pesticides,,,1976.0,1976.0,,w
9,Argentina,1443.0,Insecticides (excl. Haz. pest.),,,1977.0,1977.0,,A
1,Armenia,1444.0,Fungicides (excl. Haz. pest.),,,1978.0,1978.0,,
22,Aruba,1445.0,Herbicides (excl. Haz. pest.),,,1979.0,1979.0,,
10,Australia,1446.0,"Disinfectants, etc (excl. Haz. pest.)",,,1980.0,1980.0,,
11,Austria,1422.0,Mercury compounds etc. excl. amalgams,,,1981.0,1981.0,,
52,Azerbaijan,1423.0,Ethylene dichloride,,,1982.0,1982.0,,
12,Bahamas,1424.0,"Ethylene dibromide (1,2-dibromoethane)",,,1983.0,1983.0,,
13,Bahrain,1425.0,HCH (mixed isomers) / Lindane,,,1984.0,1984.0,,
16,Bangladesh,1427.0,"DDT, Hexachlorobenzene",,,1985.0,1985.0,,
14,Barbados,1431.0,DNOC and its salts,,,1986.0,1986.0,,
57,Belarus,1432.0,Oxirane (ethylene oxide),,,1987.0,1987.0,,
255,Belgium,1426.0,"Aldrin, Chlordane, Heptachlor",,,1988.0,1988.0,,
15,Belgium-Luxembourg,1428.0,Pentachlorophenol,,,1989.0,1989.0,,
23,Belize,1429.0,Salts of Pentachlorophenol,,,1990.0,1990.0,,
53,Benin,1430.0,Dinoseb and its salts,,,1991.0,1991.0,,
17,Bermuda,1433.0,Dieldrin,,,1992.0,1992.0,,
18,Bhutan,1436.0,Chlorobenzilate,,,1993.0,1993.0,,
19,Bolivia (Plurinational State of),1437.0,"2,4,5-T and its salts and esters",,,1994.0,1994.0,,
80,Bosnia and Herzegovina,1438.0,Parathion & parathion-methyl,,,1995.0,1995.0,,
20,Botswana,1439.0,"Fluoroacetamide, monocrotophos & phosphamidon",,,1996.0,1996.0,,
21,Brazil,1440.0,Chlordimeform,,,1997.0,1997.0,,
239,British Virgin Islands,1441.0,Captafol & methamidophos,,,1998.0,1998.0,,
26,Brunei Darussalam,1447.0,Tributyltin compounds,,,1999.0,1999.0,,
27,Bulgaria,1448.0,"Compounds of mercury chemically defined, excluding amalgams",,,2000.0,2000.0,,
233,Burkina Faso,1449.0,DDT (clofenotane (INN)),,,2001.0,2001.0,,
29,Burundi,1450.0,Antimalarial insecticides,,,2002.0,2002.0,,
35,Cabo Verde,1434.0,Dinoseb acetate,,,2003.0,2003.0,,
115,Cambodia,1435.0,Binapacryl,,,2004.0,2004.0,,
32,Cameroon,1452.0,Alachlor,,,2005.0,2005.0,,
33,Canada,1451.0,Endosulfan,,,2006.0,2006.0,,
36,Cayman Islands,1453.0,Azinphos-methyl,,,2007.0,2007.0,,
37,Central African Republic,,,,,2008.0,2008.0,,
39,Chad,,,,,2009.0,2009.0,,
40,Chile,,,,,2010.0,2010.0,,
96,"China, Hong Kong SAR",,,,,2011.0,2011.0,,
128,"China, Macao SAR",,,,,2012.0,2012.0,,
41,"China, mainland",,,,,2013.0,2013.0,,
214,"China, Taiwan Province of",,,,,2014.0,2014.0,,
44,Colombia,,,,,2015.0,2015.0,,
45,Comoros,,,,,2016.0,2016.0,,
46,Congo,,,,,2017.0,2017.0,,
47,Cook Islands,,,,,1961.0,1961.0,,
48,Costa Rica,,,,,1962.0,1962.0,,
107,Côte d'Ivoire,,,,,1963.0,1963.0,,
98,Croatia,,,,,1964.0,1964.0,,
49,Cuba,,,,,1965.0,1965.0,,
50,Cyprus,,,,,1966.0,1966.0,,
167,Czechia,,,,,1967.0,1967.0,,
51,Czechoslovakia,,,,,1968.0,1968.0,,
250,Democratic Republic of the Congo,,,,,1969.0,1969.0,,
54,Denmark,,,,,1970.0,1970.0,,
72,Djibouti,,,,,,,,
55,Dominica,,,,,,,,
56,Dominican Republic,,,,,,,,
58,Ecuador,,,,,,,,
59,Egypt,,,,,,,,
60,El Salvador,,,,,,,,
178,Eritrea,,,,,,,,
63,Estonia,,,,,,,,
209,Eswatini,,,,,,,,
238,Ethiopia,,,,,,,,
62,Ethiopia PDR,,,,,,,,
64,Faroe Islands,,,,,,,,
66,Fiji,,,,,,,,
67,Finland,,,,,,,,
68,France,,,,,,,,
69,French Guiana,,,,,,,,
70,French Polynesia,,,,,,,,
74,Gabon,,,,,,,,
75,Gambia,,,,,,,,
73,Georgia,,,,,,,,
79,Germany,,,,,,,,
81,Ghana,,,,,,,,
84,Greece,,,,,,,,
85,Greenland,,,,,,,,
86,Grenada,,,,,,,,
87,Guadeloupe,,,,,,,,
88,Guam,,,,,,,,
89,Guatemala,,,,,,,,
90,Guinea,,,,,,,,
175,Guinea-Bissau,,,,,,,,
91,Guyana,,,,,,,,
93,Haiti,,,,,,,,
95,Honduras,,,,,,,,
97,Hungary,,,,,,,,
99,Iceland,,,,,,,,
100,India,,,,,,,,
101,Indonesia,,,,,,,,
102,Iran (Islamic Republic of),,,,,,,,
103,Iraq,,,,,,,,
104,Ireland,,,,,,,,
105,Israel,,,,,,,,
106,Italy,,,,,,,,
109,Jamaica,,,,,,,,
110,Japan,,,,,,,,
112,Jordan,,,,,,,,
108,Kazakhstan,,,,,,,,
114,Kenya,,,,,,,,
83,Kiribati,,,,,,,,
118,Kuwait,,,,,,,,
113,Kyrgyzstan,,,,,,,,
120,Lao People's Democratic Republic,,,,,,,,
119,Latvia,,,,,,,,
121,Lebanon,,,,,,,,
122,Lesotho,,,,,,,,
123,Liberia,,,,,,,,
124,Libya,,,,,,,,
126,Lithuania,,,,,,,,
256,Luxembourg,,,,,,,,
129,Madagascar,,,,,,,,
130,Malawi,,,,,,,,
131,Malaysia,,,,,,,,
132,Maldives,,,,,,,,
133,Mali,,,,,,,,
134,Malta,,,,,,,,
135,Martinique,,,,,,,,
136,Mauritania,,,,,,,,
137,Mauritius,,,,,,,,
270,Mayotte,,,,,,,,
138,Mexico,,,,,,,,
141,Mongolia,,,,,,,,
273,Montenegro,,,,,,,,
142,Montserrat,,,,,,,,
143,Morocco,,,,,,,,
144,Mozambique,,,,,,,,
28,Myanmar,,,,,,,,
147,Namibia,,,,,,,,
149,Nepal,,,,,,,,
150,Netherlands,,,,,,,,
151,Netherlands Antilles (former),,,,,,,,
153,New Caledonia,,,,,,,,
156,New Zealand,,,,,,,,
157,Nicaragua,,,,,,,,
158,Niger,,,,,,,,
159,Nigeria,,,,,,,,
154,North Macedonia,,,,,,,,
162,Norway,,,,,,,,
221,Oman,,,,,,,,
165,Pakistan,,,,,,,,
166,Panama,,,,,,,,
168,Papua New Guinea,,,,,,,,
169,Paraguay,,,,,,,,
170,Peru,,,,,,,,
171,Philippines,,,,,,,,
173,Poland,,,,,,,,
174,Portugal,,,,,,,,
179,Qatar,,,,,,,,
117,Republic of Korea,,,,,,,,
146,Republic of Moldova,,,,,,,,
182,Réunion,,,,,,,,
183,Romania,,,,,,,,
185,Russian Federation,,,,,,,,
184,Rwanda,,,,,,,,
187,"Saint Helena, Ascension and Tristan da Cunha",,,,,,,,
188,Saint Kitts and Nevis,,,,,,,,
189,Saint Lucia,,,,,,,,
190,Saint Pierre and Miquelon,,,,,,,,
191,Saint Vincent and the Grenadines,,,,,,,,
244,Samoa,,,,,,,,
193,Sao Tome and Principe,,,,,,,,
194,Saudi Arabia,,,,,,,,
195,Senegal,,,,,,,,
272,Serbia,,,,,,,,
186,Serbia and Montenegro,,,,,,,,
196,Seychelles,,,,,,,,
197,Sierra Leone,,,,,,,,
200,Singapore,,,,,,,,
199,Slovakia,,,,,,,,
198,Slovenia,,,,,,,,
25,Solomon Islands,,,,,,,,
201,Somalia,,,,,,,,
202,South Africa,,,,,,,,
203,Spain,,,,,,,,
38,Sri Lanka,,,,,,,,
276,Sudan,,,,,,,,
206,Sudan (former),,,,,,,,
207,Suriname,,,,,,,,
210,Sweden,,,,,,,,
211,Switzerland,,,,,,,,
212,Syrian Arab Republic,,,,,,,,
208,Tajikistan,,,,,,,,
216,Thailand,,,,,,,,
176,Timor-Leste,,,,,,,,
217,Togo,,,,,,,,
219,Tonga,,,,,,,,
220,Trinidad and Tobago,,,,,,,,
222,Tunisia,,,,,,,,
223,Turkey,,,,,,,,
213,Turkmenistan,,,,,,,,
226,Uganda,,,,,,,,
230,Ukraine,,,,,,,,
225,United Arab Emirates,,,,,,,,
229,United Kingdom,,,,,,,,
215,United Republic of Tanzania,,,,,,,,
231,United States of America,,,,,,,,
240,United States Virgin Islands,,,,,,,,
234,Uruguay,,,,,,,,
228,USSR,,,,,,,,
235,Uzbekistan,,,,,,,,
155,Vanuatu,,,,,,,,
236,Venezuela (Bolivarian Republic of),,,,,,,,
237,Viet Nam,,,,,,,,
243,Wallis and Futuna Islands,,,,,,,,
249,Yemen,,,,,,,,
248,Yugoslav SFR,,,,,,,,
251,Zambia,,,,,,,,
181,Zimbabwe,,,,,,,,
258,Anguilla,,,,,,,,
116,Democratic People's Republic of Korea,,,,,,,,
61,Equatorial Guinea,,,,,,,,
145,Micronesia (Federated States of),,,,,,,,
180,Palau,,,,,,,,
299,Palestine,,,,,,,,
224,Turks and Caicos Islands,,,,,,,,
227,Tuvalu,,,,,,,,
5000,World,,,,,,,,
5100,Africa,,,,,,,,
5101,Eastern Africa,,,,,,,,
5102,Middle Africa,,,,,,,,
5103,Northern Africa,,,,,,,,
5104,Southern Africa,,,,,,,,
5105,Western Africa,,,,,,,,
5200,Americas,,,,,,,,
5203,Northern America,,,,,,,,
5204,Central America,,,,,,,,
5206,Caribbean,,,,,,,,
5207,South America,,,,,,,,
5300,Asia,,,,,,,,
5301,Central Asia,,,,,,,,
5302,Eastern Asia,,,,,,,,
5303,Southern Asia,,,,,,,,
