Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
2,Afghanistan,21010.0,Average dietary energy supply adequacy (percent) (3-year average),6121.0,Value,19992001.0,1999-2001,%,F
3,Albania,21011.0,Average value of food production (constant 2004-2006 I$/cap) (3-year average),6122.0,,20002002.0,2000-2002,I$ per person,X
4,Algeria,21012.0,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",6123.0,,20012003.0,2001-2003,g/capita/day,NR
5,American Samoa,21013.0,Average protein supply (g/cap/day) (3-year average),6126.0,,20022004.0,2002-2004,I$,NV
6,Andorra,21014.0,Average supply of protein of animal origin (g/cap/day) (3-year average),6132.0,,20032005.0,2003-2005,millions,
7,Angola,22013.0,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",6125.0,,20042006.0,2004-2006,index,
8,Antigua and Barbuda,210041.0,Prevalence of undernourishment (percent) (3-year average),6127.0,,20052007.0,2005-2007,1000 I$,
9,Argentina,210011.0,Number of people undernourished (million) (3-year average),6128.0,,20062008.0,2006-2008,kcal/capita/day,
1,Armenia,210401.0,Prevalence of severe food insecurity in the total population (percent) (3-year average),6124.0,,20072009.0,2007-2009,per 100 square km of land area,
10,Australia,210091.0,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),,,20082010.0,2008-2010,,
11,Austria,210071.0,Number of severely food insecure people (million) (3-year average),,,20092011.0,2009-2011,,
52,Azerbaijan,210081.0,Number of moderately or severely food insecure people (million) (3-year average),,,20102012.0,2010-2012,,
12,Bahamas,21035.0,Cereal import dependency ratio (percent) (3-year average),,,20112013.0,2011-2013,,
13,Bahrain,21034.0,Percent of arable land equipped for irrigation (percent) (3-year average),,,20122014.0,2012-2014,,
16,Bangladesh,21033.0,Value of food imports in total merchandise exports (percent) (3-year average),,,20132015.0,2013-2015,,
14,Barbados,21032.0,Political stability and absence of violence/terrorism (index),,,20142016.0,2014-2016,,
57,Belarus,21030.0,Per capita food production variability (constant 2004-2006 thousand int$ per capita),,,20152017.0,2015-2017,,
255,Belgium,21031.0,Per capita food supply variability (kcal/cap/day),,,20162018.0,2016-2018,,
23,Belize,21047.0,Percentage of population using at least basic drinking water services (percent),,,2002.0,2002,,
53,Benin,21048.0,Percentage of population using at least basic sanitation services (percent),,,2003.0,2003,,
17,Bermuda,21026.0,Percentage of children under 5 years affected by wasting (percent),,,2004.0,2004,,
18,Bhutan,21025.0,Percentage of children under 5 years of age who are stunted (percent),,,2005.0,2005,,
19,Bolivia (Plurinational State of),21041.0,Percentage of children under 5 years of age who are overweight (percent),,,2006.0,2006,,
80,Bosnia and Herzegovina,21042.0,Prevalence of obesity in the adult population (18 years and older),,,2007.0,2007,,
20,Botswana,21043.0,Prevalence of anemia among women of reproductive age (15-49 years),,,2008.0,2008,,
21,Brazil,21044.0,Prevalence of exclusive breastfeeding among infants 0-5 months of age,,,2009.0,2009,,
26,Brunei Darussalam,21016.0,Rail lines density (total route in km per 100 square km of land area),,,2010.0,2010,,
27,Bulgaria,21045.0,Percentage of population using safely managed drinking water services (Percent),,,2011.0,2011,,
233,Burkina Faso,21046.0,Percentage of population using safely managed sanitation services (Percent),,,2012.0,2012,,
29,Burundi,21049.0,Prevalence of low birthweight (percent),,,2013.0,2013,,
35,Cabo Verde,210040.0,Prevalence of undernourishment (percent) (annual value),,,2014.0,2014,,
115,Cambodia,210010.0,Number of people undernourished (million) (annual value),,,2015.0,2015,,
32,Cameroon,210400.0,Prevalence of severe food insecurity in the total population (percent) (annual value),,,2016.0,2016,,
33,Canada,210090.0,Prevalence of moderate or severe food insecurity in the total population (percent) (annual value),,,2017.0,2017,,
37,Central African Republic,210070.0,Number of severely food insecure people (million) (annual value),,,2018.0,2018,,
39,Chad,210080.0,Number of moderately or severely food insecure people (million) (annual value),,,2000.0,2000,,
40,Chile,,,,,2001.0,2001,,
351,China,,,,,,,,
96,"China, Hong Kong SAR",,,,,,,,
128,"China, Macao SAR",,,,,,,,
41,"China, mainland",,,,,,,,
214,"China, Taiwan Province of",,,,,,,,
44,Colombia,,,,,,,,
45,Comoros,,,,,,,,
46,Congo,,,,,,,,
47,Cook Islands,,,,,,,,
48,Costa Rica,,,,,,,,
107,Côte d'Ivoire,,,,,,,,
98,Croatia,,,,,,,,
49,Cuba,,,,,,,,
50,Cyprus,,,,,,,,
167,Czechia,,,,,,,,
116,Democratic People's Republic of Korea,,,,,,,,
250,Democratic Republic of the Congo,,,,,,,,
54,Denmark,,,,,,,,
72,Djibouti,,,,,,,,
55,Dominica,,,,,,,,
56,Dominican Republic,,,,,,,,
58,Ecuador,,,,,,,,
59,Egypt,,,,,,,,
60,El Salvador,,,,,,,,
61,Equatorial Guinea,,,,,,,,
178,Eritrea,,,,,,,,
63,Estonia,,,,,,,,
209,Eswatini,,,,,,,,
238,Ethiopia,,,,,,,,
66,Fiji,,,,,,,,
67,Finland,,,,,,,,
68,France,,,,,,,,
70,French Polynesia,,,,,,,,
74,Gabon,,,,,,,,
75,Gambia,,,,,,,,
73,Georgia,,,,,,,,
79,Germany,,,,,,,,
81,Ghana,,,,,,,,
84,Greece,,,,,,,,
85,Greenland,,,,,,,,
86,Grenada,,,,,,,,
89,Guatemala,,,,,,,,
90,Guinea,,,,,,,,
175,Guinea-Bissau,,,,,,,,
91,Guyana,,,,,,,,
93,Haiti,,,,,,,,
95,Honduras,,,,,,,,
97,Hungary,,,,,,,,
99,Iceland,,,,,,,,
100,India,,,,,,,,
101,Indonesia,,,,,,,,
102,Iran (Islamic Republic of),,,,,,,,
103,Iraq,,,,,,,,
104,Ireland,,,,,,,,
105,Israel,,,,,,,,
106,Italy,,,,,,,,
109,Jamaica,,,,,,,,
110,Japan,,,,,,,,
112,Jordan,,,,,,,,
108,Kazakhstan,,,,,,,,
114,Kenya,,,,,,,,
83,Kiribati,,,,,,,,
118,Kuwait,,,,,,,,
113,Kyrgyzstan,,,,,,,,
120,Lao People's Democratic Republic,,,,,,,,
119,Latvia,,,,,,,,
121,Lebanon,,,,,,,,
122,Lesotho,,,,,,,,
123,Liberia,,,,,,,,
124,Libya,,,,,,,,
126,Lithuania,,,,,,,,
256,Luxembourg,,,,,,,,
129,Madagascar,,,,,,,,
130,Malawi,,,,,,,,
131,Malaysia,,,,,,,,
132,Maldives,,,,,,,,
133,Mali,,,,,,,,
