Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
2,Afghanistan,1107.0,Asses,5111.0,Stocks,1961.0,1961.0,Head,
3,Albania,1126.0,Camels,72386.0,Manure treated (N content),1962.0,1962.0,kg,F
4,Algeria,960.0,"Cattle, dairy",72246.0,Implied emission factor for CH4 (Manure management),1963.0,1963.0,kg CH4/head,*
5,American Samoa,961.0,"Cattle, non-dairy",72296.0,Implied emission factor for N2O (Manure management),1964.0,1964.0,kg N2O-N/kg N,Fc
7,Angola,1053.0,"Chickens, broilers",72256.0,Emissions (CH4) (Manure management),1965.0,1965.0,gigagrams,A
8,Antigua and Barbuda,1052.0,"Chickens, layers",72446.0,Emissions (CO2eq) from CH4 (Manure management),1966.0,1966.0,,Im
9,Argentina,1016.0,Goats,72346.0,Direct emissions (N2O) (Manure management),1967.0,1967.0,,
1,Armenia,1096.0,Horses,72366.0,Indirect emissions (N2O) (Manure management),1968.0,1968.0,,
22,Aruba,1110.0,Mules,72306.0,Emissions (N2O) (Manure management),1969.0,1969.0,,
10,Australia,976.0,Sheep,72356.0,Direct emissions (CO2eq) (Manure management),1970.0,1970.0,,
11,Austria,1755.0,All Animals,72376.0,Indirect emissions (CO2eq) (Manure management),1971.0,1971.0,,
52,Azerbaijan,1760.0,Camels and Llamas,72436.0,Emissions (CO2eq) from N2O (Manure management),1972.0,1972.0,,
12,Bahamas,1757.0,Cattle,72316.0,Emissions (CO2eq) (Manure management),1973.0,1973.0,,
13,Bahrain,1054.0,Chickens,,,1974.0,1974.0,,
16,Bangladesh,1759.0,Mules and Asses,,,1975.0,1975.0,,
14,Barbados,2029.0,Poultry Birds,,,1976.0,1976.0,,
57,Belarus,1749.0,Sheep and Goats,,,1977.0,1977.0,,
255,Belgium,946.0,Buffaloes,,,1978.0,1978.0,,
15,Belgium-Luxembourg,1068.0,Ducks,,,1979.0,1979.0,,
23,Belize,1051.0,"Swine, breeding",,,1980.0,1980.0,,
53,Benin,1049.0,"Swine, market",,,1981.0,1981.0,,
17,Bermuda,1079.0,Turkeys,,,1982.0,1982.0,,
18,Bhutan,1048.0,Swine,,,1983.0,1983.0,,
19,Bolivia (Plurinational State of),1177.0,Llamas,,,1984.0,1984.0,,
80,Bosnia and Herzegovina,,,,,1985.0,1985.0,,
20,Botswana,,,,,1986.0,1986.0,,
21,Brazil,,,,,1987.0,1987.0,,
239,British Virgin Islands,,,,,1988.0,1988.0,,
26,Brunei Darussalam,,,,,1989.0,1989.0,,
27,Bulgaria,,,,,1990.0,1990.0,,
233,Burkina Faso,,,,,1991.0,1991.0,,
29,Burundi,,,,,1992.0,1992.0,,
35,Cabo Verde,,,,,1993.0,1993.0,,
115,Cambodia,,,,,1994.0,1994.0,,
32,Cameroon,,,,,1995.0,1995.0,,
33,Canada,,,,,1996.0,1996.0,,
36,Cayman Islands,,,,,1997.0,1997.0,,
37,Central African Republic,,,,,1998.0,1998.0,,
39,Chad,,,,,1999.0,1999.0,,
40,Chile,,,,,2000.0,2000.0,,
351,China,,,,,2001.0,2001.0,,
96,"China, Hong Kong SAR",,,,,2002.0,2002.0,,
128,"China, Macao SAR",,,,,2003.0,2003.0,,
41,"China, mainland",,,,,2004.0,2004.0,,
214,"China, Taiwan Province of",,,,,2005.0,2005.0,,
44,Colombia,,,,,2006.0,2006.0,,
45,Comoros,,,,,2007.0,2007.0,,
46,Congo,,,,,2008.0,2008.0,,
47,Cook Islands,,,,,2009.0,2009.0,,
48,Costa Rica,,,,,2010.0,2010.0,,
107,Côte d'Ivoire,,,,,2011.0,2011.0,,
98,Croatia,,,,,2012.0,2012.0,,
49,Cuba,,,,,2013.0,2013.0,,
50,Cyprus,,,,,2014.0,2014.0,,
167,Czechia,,,,,2015.0,2015.0,,
51,Czechoslovakia,,,,,2016.0,2016.0,,
116,Democratic People's Republic of Korea,,,,,2017.0,2017.0,,
250,Democratic Republic of the Congo,,,,,2030.0,2030.0,,
54,Denmark,,,,,2050.0,2050.0,,
72,Djibouti,,,,,,,,
55,Dominica,,,,,,,,
56,Dominican Republic,,,,,,,,
58,Ecuador,,,,,,,,
59,Egypt,,,,,,,,
60,El Salvador,,,,,,,,
61,Equatorial Guinea,,,,,,,,
178,Eritrea,,,,,,,,
63,Estonia,,,,,,,,
209,Eswatini,,,,,,,,
238,Ethiopia,,,,,,,,
62,Ethiopia PDR,,,,,,,,
65,Falkland Islands (Malvinas),,,,,,,,
64,Faroe Islands,,,,,,,,
66,Fiji,,,,,,,,
67,Finland,,,,,,,,
68,France,,,,,,,,
69,French Guiana,,,,,,,,
70,French Polynesia,,,,,,,,
74,Gabon,,,,,,,,
75,Gambia,,,,,,,,
73,Georgia,,,,,,,,
79,Germany,,,,,,,,
81,Ghana,,,,,,,,
84,Greece,,,,,,,,
85,Greenland,,,,,,,,
86,Grenada,,,,,,,,
87,Guadeloupe,,,,,,,,
88,Guam,,,,,,,,
89,Guatemala,,,,,,,,
90,Guinea,,,,,,,,
175,Guinea-Bissau,,,,,,,,
91,Guyana,,,,,,,,
93,Haiti,,,,,,,,
95,Honduras,,,,,,,,
97,Hungary,,,,,,,,
99,Iceland,,,,,,,,
100,India,,,,,,,,
101,Indonesia,,,,,,,,
102,Iran (Islamic Republic of),,,,,,,,
103,Iraq,,,,,,,,
104,Ireland,,,,,,,,
105,Israel,,,,,,,,
106,Italy,,,,,,,,
109,Jamaica,,,,,,,,
110,Japan,,,,,,,,
112,Jordan,,,,,,,,
108,Kazakhstan,,,,,,,,
114,Kenya,,,,,,,,
83,Kiribati,,,,,,,,
118,Kuwait,,,,,,,,
113,Kyrgyzstan,,,,,,,,
120,Lao People's Democratic Republic,,,,,,,,
119,Latvia,,,,,,,,
121,Lebanon,,,,,,,,
122,Lesotho,,,,,,,,
123,Liberia,,,,,,,,
