Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
3,Albania,6728.0,Grassland organic soils,5026.0,Area,1990.0,1990.0,ha,Fc
7,Angola,,,72411.0,Implied emission factor for C (Grassland),1991.0,1991.0,tonnes C/ha,A
9,Argentina,,,72161.0,Net stock change (C) (Grassland),1992.0,1992.0,gigagrams,
10,Australia,,,72331.0,Net emissions/removals (CO2) (Grassland),1993.0,1993.0,,
11,Austria,,,72171.0,Net emissions/removal (CO2eq) (Grassland),1994.0,1994.0,,
16,Bangladesh,,,,,1995.0,1995.0,,
57,Belarus,,,,,1996.0,1996.0,,
255,Belgium,,,,,1997.0,1997.0,,
15,Belgium-Luxembourg,,,,,1998.0,1998.0,,
23,Belize,,,,,1999.0,1999.0,,
80,Bosnia and Herzegovina,,,,,2000.0,2000.0,,
20,Botswana,,,,,2001.0,2001.0,,
21,Brazil,,,,,2002.0,2002.0,,
26,Brunei Darussalam,,,,,2003.0,2003.0,,
27,Bulgaria,,,,,2004.0,2004.0,,
29,Burundi,,,,,2005.0,2005.0,,
32,Cameroon,,,,,2006.0,2006.0,,
33,Canada,,,,,2007.0,2007.0,,
37,Central African Republic,,,,,2008.0,2008.0,,
40,Chile,,,,,2009.0,2009.0,,
351,China,,,,,2010.0,2010.0,,
41,"China, mainland",,,,,2011.0,2011.0,,
44,Colombia,,,,,2012.0,2012.0,,
46,Congo,,,,,2013.0,2013.0,,
48,Costa Rica,,,,,2014.0,2014.0,,
107,Côte d'Ivoire,,,,,2015.0,2015.0,,
98,Croatia,,,,,2016.0,2016.0,,
167,Czechia,,,,,2017.0,2017.0,,
51,Czechoslovakia,,,,,,,,
116,Democratic People's Republic of Korea,,,,,,,,
250,Democratic Republic of the Congo,,,,,,,,
54,Denmark,,,,,,,,
58,Ecuador,,,,,,,,
61,Equatorial Guinea,,,,,,,,
178,Eritrea,,,,,,,,
63,Estonia,,,,,,,,
238,Ethiopia,,,,,,,,
62,Ethiopia PDR,,,,,,,,
65,Falkland Islands (Malvinas),,,,,,,,
64,Faroe Islands,,,,,,,,
66,Fiji,,,,,,,,
67,Finland,,,,,,,,
68,France,,,,,,,,
69,French Guiana,,,,,,,,
74,Gabon,,,,,,,,
79,Germany,,,,,,,,
81,Ghana,,,,,,,,
84,Greece,,,,,,,,
90,Guinea,,,,,,,,
91,Guyana,,,,,,,,
97,Hungary,,,,,,,,
99,Iceland,,,,,,,,
100,India,,,,,,,,
101,Indonesia,,,,,,,,
104,Ireland,,,,,,,,
264,Isle of Man,,,,,,,,
106,Italy,,,,,,,,
109,Jamaica,,,,,,,,
110,Japan,,,,,,,,
114,Kenya,,,,,,,,
119,Latvia,,,,,,,,
123,Liberia,,,,,,,,
126,Lithuania,,,,,,,,
256,Luxembourg,,,,,,,,
129,Madagascar,,,,,,,,
130,Malawi,,,,,,,,
131,Malaysia,,,,,,,,
141,Mongolia,,,,,,,,
28,Myanmar,,,,,,,,
147,Namibia,,,,,,,,
149,Nepal,,,,,,,,
150,Netherlands,,,,,,,,
156,New Zealand,,,,,,,,
157,Nicaragua,,,,,,,,
162,Norway,,,,,,,,
166,Panama,,,,,,,,
168,Papua New Guinea,,,,,,,,
170,Peru,,,,,,,,
173,Poland,,,,,,,,
174,Portugal,,,,,,,,
177,Puerto Rico,,,,,,,,
146,Republic of Moldova,,,,,,,,
183,Romania,,,,,,,,
185,Russian Federation,,,,,,,,
184,Rwanda,,,,,,,,
272,Serbia,,,,,,,,
186,Serbia and Montenegro,,,,,,,,
199,Slovakia,,,,,,,,
198,Slovenia,,,,,,,,
202,South Africa,,,,,,,,
277,South Sudan,,,,,,,,
203,Spain,,,,,,,,
38,Sri Lanka,,,,,,,,
206,Sudan (former),,,,,,,,
207,Suriname,,,,,,,,
210,Sweden,,,,,,,,
211,Switzerland,,,,,,,,
216,Thailand,,,,,,,,
223,Turkey,,,,,,,,
226,Uganda,,,,,,,,
230,Ukraine,,,,,,,,
229,United Kingdom,,,,,,,,
215,United Republic of Tanzania,,,,,,,,
231,United States of America,,,,,,,,
234,Uruguay,,,,,,,,
228,USSR,,,,,,,,
236,Venezuela (Bolivarian Republic of),,,,,,,,
237,Viet Nam,,,,,,,,
248,Yugoslav SFR,,,,,,,,
251,Zambia,,,,,,,,
5000,World,,,,,,,,
5100,Africa,,,,,,,,
5101,Eastern Africa,,,,,,,,
5102,Middle Africa,,,,,,,,
5103,Northern Africa,,,,,,,,
5104,Southern Africa,,,,,,,,
5105,Western Africa,,,,,,,,
5200,Americas,,,,,,,,
5203,Northern America,,,,,,,,
5204,Central America,,,,,,,,
5206,Caribbean,,,,,,,,
5207,South America,,,,,,,,
5300,Asia,,,,,,,,
5302,Eastern Asia,,,,,,,,
5303,Southern Asia,,,,,,,,
5304,South-Eastern Asia,,,,,,,,
5305,Western Asia,,,,,,,,
5400,Europe,,,,,,,,
5401,Eastern Europe,,,,,,,,
5402,Northern Europe,,,,,,,,
5403,Southern Europe,,,,,,,,
5404,Western Europe,,,,,,,,
5500,Oceania,,,,,,,,
5501,Australia and New Zealand,,,,,,,,
5502,Melanesia,,,,,,,,
5706,European Union,,,,,,,,
5801,Least Developed Countries,,,,,,,,
5802,Land Locked Developing Countries,,,,,,,,
5803,Small Island Developing States,,,,,,,,
5815,Low Income Food Deficit Countries,,,,,,,,
5817,Net Food Importing Developing Countries,,,,,,,,
5848,Annex I countries,,,,,,,,
5849,Non-Annex I countries,,,,,,,,
5873,OECD,,,,,,,,
