Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
2,Afghanistan,22024.0,GDP Deflator,6165.0,"Value Local Currency, 2010 prices",1970.0,1970.0,LCU,Fc
3,Albania,22025.0,Gross Fixed Capital Formation Deflator,6107.0,"Value US$, 2010 prices",1971.0,1971.0,US$,
4,Algeria,22026.0,"Value Added Deflator (Agriculture, forestry and fishery)",,,1972.0,1972.0,,
6,Andorra,22028.0,Value Added Deflator (Manufacturing),,,1973.0,1973.0,,
7,Angola,,,,,1974.0,1974.0,,
258,Anguilla,,,,,1975.0,1975.0,,
8,Antigua and Barbuda,,,,,1976.0,1976.0,,
9,Argentina,,,,,1977.0,1977.0,,
1,Armenia,,,,,1978.0,1978.0,,
22,Aruba,,,,,1979.0,1979.0,,
10,Australia,,,,,1980.0,1980.0,,
11,Austria,,,,,1981.0,1981.0,,
52,Azerbaijan,,,,,1982.0,1982.0,,
12,Bahamas,,,,,1983.0,1983.0,,
13,Bahrain,,,,,1984.0,1984.0,,
16,Bangladesh,,,,,1985.0,1985.0,,
14,Barbados,,,,,1986.0,1986.0,,
57,Belarus,,,,,1987.0,1987.0,,
255,Belgium,,,,,1988.0,1988.0,,
23,Belize,,,,,1989.0,1989.0,,
53,Benin,,,,,1990.0,1990.0,,
17,Bermuda,,,,,1991.0,1991.0,,
18,Bhutan,,,,,1992.0,1992.0,,
19,Bolivia (Plurinational State of),,,,,1993.0,1993.0,,
80,Bosnia and Herzegovina,,,,,1994.0,1994.0,,
20,Botswana,,,,,1995.0,1995.0,,
21,Brazil,,,,,1996.0,1996.0,,
239,British Virgin Islands,,,,,1997.0,1997.0,,
26,Brunei Darussalam,,,,,1998.0,1998.0,,
27,Bulgaria,,,,,1999.0,1999.0,,
233,Burkina Faso,,,,,2000.0,2000.0,,
29,Burundi,,,,,2001.0,2001.0,,
35,Cabo Verde,,,,,2002.0,2002.0,,
115,Cambodia,,,,,2003.0,2003.0,,
32,Cameroon,,,,,2004.0,2004.0,,
33,Canada,,,,,2005.0,2005.0,,
36,Cayman Islands,,,,,2006.0,2006.0,,
37,Central African Republic,,,,,2007.0,2007.0,,
39,Chad,,,,,2008.0,2008.0,,
40,Chile,,,,,2009.0,2009.0,,
96,"China, Hong Kong SAR",,,,,2010.0,2010.0,,
128,"China, Macao SAR",,,,,2011.0,2011.0,,
41,"China, mainland",,,,,2012.0,2012.0,,
44,Colombia,,,,,2013.0,2013.0,,
45,Comoros,,,,,2014.0,2014.0,,
46,Congo,,,,,2015.0,2015.0,,
47,Cook Islands,,,,,2016.0,2016.0,,
48,Costa Rica,,,,,2017.0,2017.0,,
107,Côte d'Ivoire,,,,,,,,
98,Croatia,,,,,,,,
49,Cuba,,,,,,,,
279,Curaçao,,,,,,,,
50,Cyprus,,,,,,,,
167,Czechia,,,,,,,,
51,Czechoslovakia,,,,,,,,
116,Democratic People's Republic of Korea,,,,,,,,
250,Democratic Republic of the Congo,,,,,,,,
54,Denmark,,,,,,,,
72,Djibouti,,,,,,,,
55,Dominica,,,,,,,,
56,Dominican Republic,,,,,,,,
58,Ecuador,,,,,,,,
59,Egypt,,,,,,,,
60,El Salvador,,,,,,,,
61,Equatorial Guinea,,,,,,,,
178,Eritrea,,,,,,,,
63,Estonia,,,,,,,,
209,Eswatini,,,,,,,,
238,Ethiopia,,,,,,,,
62,Ethiopia PDR,,,,,,,,
66,Fiji,,,,,,,,
67,Finland,,,,,,,,
68,France,,,,,,,,
70,French Polynesia,,,,,,,,
74,Gabon,,,,,,,,
75,Gambia,,,,,,,,
73,Georgia,,,,,,,,
79,Germany,,,,,,,,
81,Ghana,,,,,,,,
84,Greece,,,,,,,,
85,Greenland,,,,,,,,
86,Grenada,,,,,,,,
89,Guatemala,,,,,,,,
90,Guinea,,,,,,,,
175,Guinea-Bissau,,,,,,,,
91,Guyana,,,,,,,,
93,Haiti,,,,,,,,
95,Honduras,,,,,,,,
97,Hungary,,,,,,,,
99,Iceland,,,,,,,,
100,India,,,,,,,,
101,Indonesia,,,,,,,,
102,Iran (Islamic Republic of),,,,,,,,
103,Iraq,,,,,,,,
104,Ireland,,,,,,,,
105,Israel,,,,,,,,
106,Italy,,,,,,,,
109,Jamaica,,,,,,,,
110,Japan,,,,,,,,
112,Jordan,,,,,,,,
108,Kazakhstan,,,,,,,,
114,Kenya,,,,,,,,
83,Kiribati,,,,,,,,
275,Kosovo,,,,,,,,
118,Kuwait,,,,,,,,
113,Kyrgyzstan,,,,,,,,
120,Lao People's Democratic Republic,,,,,,,,
119,Latvia,,,,,,,,
121,Lebanon,,,,,,,,
122,Lesotho,,,,,,,,
123,Liberia,,,,,,,,
124,Libya,,,,,,,,
125,Liechtenstein,,,,,,,,
126,Lithuania,,,,,,,,
256,Luxembourg,,,,,,,,
129,Madagascar,,,,,,,,
130,Malawi,,,,,,,,
131,Malaysia,,,,,,,,
132,Maldives,,,,,,,,
133,Mali,,,,,,,,
134,Malta,,,,,,,,
127,Marshall Islands,,,,,,,,
136,Mauritania,,,,,,,,
137,Mauritius,,,,,,,,
138,Mexico,,,,,,,,
145,Micronesia (Federated States of),,,,,,,,
140,Monaco,,,,,,,,
141,Mongolia,,,,,,,,
273,Montenegro,,,,,,,,
142,Montserrat,,,,,,,,
143,Morocco,,,,,,,,
144,Mozambique,,,,,,,,
28,Myanmar,,,,,,,,
147,Namibia,,,,,,,,
148,Nauru,,,,,,,,
149,Nepal,,,,,,,,
150,Netherlands,,,,,,,,
151,Netherlands Antilles (former),,,,,,,,
153,New Caledonia,,,,,,,,
156,New Zealand,,,,,,,,
157,Nicaragua,,,,,,,,
158,Niger,,,,,,,,
159,Nigeria,,,,,,,,
154,North Macedonia,,,,,,,,
162,Norway,,,,,,,,
221,Oman,,,,,,,,
165,Pakistan,,,,,,,,
180,Palau,,,,,,,,
299,Palestine,,,,,,,,
166,Panama,,,,,,,,
168,Papua New Guinea,,,,,,,,
169,Paraguay,,,,,,,,
170,Peru,,,,,,,,
171,Philippines,,,,,,,,
173,Poland,,,,,,,,
174,Portugal,,,,,,,,
177,Puerto Rico,,,,,,,,
179,Qatar,,,,,,,,
117,Republic of Korea,,,,,,,,
146,Republic of Moldova,,,,,,,,
183,Romania,,,,,,,,
185,Russian Federation,,,,,,,,
184,Rwanda,,,,,,,,
188,Saint Kitts and Nevis,,,,,,,,
189,Saint Lucia,,,,,,,,
191,Saint Vincent and the Grenadines,,,,,,,,
244,Samoa,,,,,,,,
192,San Marino,,,,,,,,
193,Sao Tome and Principe,,,,,,,,
194,Saudi Arabia,,,,,,,,
195,Senegal,,,,,,,,
272,Serbia,,,,,,,,
196,Seychelles,,,,,,,,
197,Sierra Leone,,,,,,,,
200,Singapore,,,,,,,,
280,Sint Maarten (Dutch Part),,,,,,,,
199,Slovakia,,,,,,,,
198,Slovenia,,,,,,,,
25,Solomon Islands,,,,,,,,
201,Somalia,,,,,,,,
202,South Africa,,,,,,,,
277,South Sudan,,,,,,,,
203,Spain,,,,,,,,
38,Sri Lanka,,,,,,,,
276,Sudan,,,,,,,,
206,Sudan (former),,,,,,,,
207,Suriname,,,,,,,,
210,Sweden,,,,,,,,
211,Switzerland,,,,,,,,
212,Syrian Arab Republic,,,,,,,,
208,Tajikistan,,,,,,,,
216,Thailand,,,,,,,,
176,Timor-Leste,,,,,,,,
217,Togo,,,,,,,,
219,Tonga,,,,,,,,
220,Trinidad and Tobago,,,,,,,,
222,Tunisia,,,,,,,,
223,Turkey,,,,,,,,
213,Turkmenistan,,,,,,,,
224,Turks and Caicos Islands,,,,,,,,
227,Tuvalu,,,,,,,,
226,Uganda,,,,,,,,
230,Ukraine,,,,,,,,
225,United Arab Emirates,,,,,,,,
229,United Kingdom,,,,,,,,
215,United Republic of Tanzania,,,,,,,,
231,United States of America,,,,,,,,
234,Uruguay,,,,,,,,
228,USSR,,,,,,,,
235,Uzbekistan,,,,,,,,
155,Vanuatu,,,,,,,,
236,Venezuela (Bolivarian Republic of),,,,,,,,
237,Viet Nam,,,,,,,,
249,Yemen,,,,,,,,
246,Yemen Ar Rp,,,,,,,,
247,Yemen Dem,,,,,,,,
248,Yugoslav SFR,,,,,,,,
251,Zambia,,,,,,,,
181,Zimbabwe,,,,,,,,
