Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
3,Albania,1357.0,Pesticides (total),5159.0,Use per area of cropland,1990.0,1990.0,kg/ha,Fc
4,Algeria,,,,,1991.0,1991.0,,
7,Angola,,,,,1992.0,1992.0,,
8,Antigua and Barbuda,,,,,1993.0,1993.0,,
9,Argentina,,,,,1994.0,1994.0,,
1,Armenia,,,,,1995.0,1995.0,,
10,Australia,,,,,1996.0,1996.0,,
11,Austria,,,,,1997.0,1997.0,,
52,Azerbaijan,,,,,1998.0,1998.0,,
13,Bahrain,,,,,1999.0,1999.0,,
16,Bangladesh,,,,,2000.0,2000.0,,
57,Belarus,,,,,2001.0,2001.0,,
255,Belgium,,,,,2002.0,2002.0,,
15,Belgium-Luxembourg,,,,,2003.0,2003.0,,
23,Belize,,,,,2004.0,2004.0,,
18,Bhutan,,,,,2005.0,2005.0,,
19,Bolivia (Plurinational State of),,,,,2006.0,2006.0,,
20,Botswana,,,,,2007.0,2007.0,,
21,Brazil,,,,,2008.0,2008.0,,
26,Brunei Darussalam,,,,,2009.0,2009.0,,
27,Bulgaria,,,,,2010.0,2010.0,,
233,Burkina Faso,,,,,2011.0,2011.0,,
29,Burundi,,,,,2012.0,2012.0,,
35,Cabo Verde,,,,,2013.0,2013.0,,
32,Cameroon,,,,,2014.0,2014.0,,
33,Canada,,,,,2015.0,2015.0,,
37,Central African Republic,,,,,2016.0,2016.0,,
39,Chad,,,,,2017.0,2017.0,,
40,Chile,,,,,,,,
351,China,,,,,,,,
96,"China, Hong Kong SAR",,,,,,,,
41,"China, mainland",,,,,,,,
214,"China, Taiwan Province of",,,,,,,,
45,Comoros,,,,,,,,
46,Congo,,,,,,,,
47,Cook Islands,,,,,,,,
107,Côte d'Ivoire,,,,,,,,
98,Croatia,,,,,,,,
50,Cyprus,,,,,,,,
167,Czechia,,,,,,,,
54,Denmark,,,,,,,,
56,Dominican Republic,,,,,,,,
58,Ecuador,,,,,,,,
59,Egypt,,,,,,,,
60,El Salvador,,,,,,,,
178,Eritrea,,,,,,,,
63,Estonia,,,,,,,,
238,Ethiopia,,,,,,,,
66,Fiji,,,,,,,,
67,Finland,,,,,,,,
68,France,,,,,,,,
70,French Polynesia,,,,,,,,
75,Gambia,,,,,,,,
79,Germany,,,,,,,,
81,Ghana,,,,,,,,
84,Greece,,,,,,,,
89,Guatemala,,,,,,,,
90,Guinea,,,,,,,,
175,Guinea-Bissau,,,,,,,,
91,Guyana,,,,,,,,
93,Haiti,,,,,,,,
95,Honduras,,,,,,,,
97,Hungary,,,,,,,,
99,Iceland,,,,,,,,
100,India,,,,,,,,
101,Indonesia,,,,,,,,
102,Iran (Islamic Republic of),,,,,,,,
103,Iraq,,,,,,,,
104,Ireland,,,,,,,,
105,Israel,,,,,,,,
106,Italy,,,,,,,,
109,Jamaica,,,,,,,,
110,Japan,,,,,,,,
112,Jordan,,,,,,,,
108,Kazakhstan,,,,,,,,
114,Kenya,,,,,,,,
118,Kuwait,,,,,,,,
113,Kyrgyzstan,,,,,,,,
120,Lao People's Democratic Republic,,,,,,,,
119,Latvia,,,,,,,,
121,Lebanon,,,,,,,,
122,Lesotho,,,,,,,,
124,Libya,,,,,,,,
126,Lithuania,,,,,,,,
256,Luxembourg,,,,,,,,
129,Madagascar,,,,,,,,
130,Malawi,,,,,,,,
131,Malaysia,,,,,,,,
133,Mali,,,,,,,,
136,Mauritania,,,,,,,,
137,Mauritius,,,,,,,,
138,Mexico,,,,,,,,
273,Montenegro,,,,,,,,
143,Morocco,,,,,,,,
144,Mozambique,,,,,,,,
28,Myanmar,,,,,,,,
147,Namibia,,,,,,,,
149,Nepal,,,,,,,,
150,Netherlands,,,,,,,,
153,New Caledonia,,,,,,,,
156,New Zealand,,,,,,,,
157,Nicaragua,,,,,,,,
158,Niger,,,,,,,,
154,North Macedonia,,,,,,,,
162,Norway,,,,,,,,
221,Oman,,,,,,,,
165,Pakistan,,,,,,,,
299,Palestine,,,,,,,,
166,Panama,,,,,,,,
168,Papua New Guinea,,,,,,,,
169,Paraguay,,,,,,,,
170,Peru,,,,,,,,
173,Poland,,,,,,,,
174,Portugal,,,,,,,,
179,Qatar,,,,,,,,
117,Republic of Korea,,,,,,,,
146,Republic of Moldova,,,,,,,,
183,Romania,,,,,,,,
185,Russian Federation,,,,,,,,
184,Rwanda,,,,,,,,
188,Saint Kitts and Nevis,,,,,,,,
189,Saint Lucia,,,,,,,,
244,Samoa,,,,,,,,
194,Saudi Arabia,,,,,,,,
195,Senegal,,,,,,,,
186,Serbia and Montenegro,,,,,,,,
196,Seychelles,,,,,,,,
199,Slovakia,,,,,,,,
198,Slovenia,,,,,,,,
202,South Africa,,,,,,,,
203,Spain,,,,,,,,
38,Sri Lanka,,,,,,,,
276,Sudan,,,,,,,,
206,Sudan (former),,,,,,,,
207,Suriname,,,,,,,,
210,Sweden,,,,,,,,
211,Switzerland,,,,,,,,
212,Syrian Arab Republic,,,,,,,,
208,Tajikistan,,,,,,,,
216,Thailand,,,,,,,,
176,Timor-Leste,,,,,,,,
217,Togo,,,,,,,,
219,Tonga,,,,,,,,
222,Tunisia,,,,,,,,
223,Turkey,,,,,,,,
213,Turkmenistan,,,,,,,,
226,Uganda,,,,,,,,
230,Ukraine,,,,,,,,
229,United Kingdom,,,,,,,,
215,United Republic of Tanzania,,,,,,,,
231,United States of America,,,,,,,,
234,Uruguay,,,,,,,,
228,USSR,,,,,,,,
155,Vanuatu,,,,,,,,
236,Venezuela (Bolivarian Republic of),,,,,,,,
237,Viet Nam,,,,,,,,
249,Yemen,,,,,,,,
248,Yugoslav SFR,,,,,,,,
251,Zambia,,,,,,,,
181,Zimbabwe,,,,,,,,
5000,World,,,,,,,,
5100,Africa,,,,,,,,
5101,Eastern Africa,,,,,,,,
5102,Middle Africa,,,,,,,,
5103,Northern Africa,,,,,,,,
5104,Southern Africa,,,,,,,,
5105,Western Africa,,,,,,,,
5200,Americas,,,,,,,,
5203,Northern America,,,,,,,,
5204,Central America,,,,,,,,
5206,Caribbean,,,,,,,,
5207,South America,,,,,,,,
5300,Asia,,,,,,,,
5301,Central Asia,,,,,,,,
5302,Eastern Asia,,,,,,,,
5303,Southern Asia,,,,,,,,
5304,South-Eastern Asia,,,,,,,,
5305,Western Asia,,,,,,,,
5400,Europe,,,,,,,,
5401,Eastern Europe,,,,,,,,
5402,Northern Europe,,,,,,,,
5403,Southern Europe,,,,,,,,
5404,Western Europe,,,,,,,,
5500,Oceania,,,,,,,,
5501,Australia and New Zealand,,,,,,,,
5502,Melanesia,,,,,,,,
5504,Polynesia,,,,,,,,
5706,European Union,,,,,,,,
5801,Least Developed Countries,,,,,,,,
5802,Land Locked Developing Countries,,,,,,,,
5803,Small Island Developing States,,,,,,,,
5815,Low Income Food Deficit Countries,,,,,,,,
5817,Net Food Importing Developing Countries,,,,,,,,
