,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
0,2,Afghanistan,1300.0,Agr Machinery nes,5116.0,In Use,1961.0,1961.0,No,NR
1,3,Albania,1306.0,Harvesters-Threshers,5607.0,Import Quantity,1962.0,1962.0,1000 US$,Q
2,4,Algeria,1307.0,Milking machines,5622.0,Import Value,1963.0,1963.0,,E
3,5,American Samoa,1299.0,Soil machinery,5907.0,Export Quantity,1964.0,1964.0,,X
4,7,Angola,1302.0,Tractors Agric Total,5922.0,Export Value,1965.0,1965.0,,A
5,8,Antigua and Barbuda,1915.0,Agricultural Machines,,,1966.0,1966.0,,M
6,9,Argentina,1911.0,Agricultural Requisites,,,1967.0,1967.0,,Fc
7,1,Armenia,,,,,1968.0,1968.0,,
8,22,Aruba,,,,,1969.0,1969.0,,
9,10,Australia,,,,,1970.0,1970.0,,
10,11,Austria,,,,,1971.0,1971.0,,
11,52,Azerbaijan,,,,,1972.0,1972.0,,
12,12,Bahamas,,,,,1973.0,1973.0,,
13,13,Bahrain,,,,,1974.0,1974.0,,
14,16,Bangladesh,,,,,1975.0,1975.0,,
15,14,Barbados,,,,,1976.0,1976.0,,
16,57,Belarus,,,,,1977.0,1977.0,,
17,255,Belgium,,,,,1978.0,1978.0,,
18,15,Belgium-Luxembourg,,,,,1979.0,1979.0,,
19,23,Belize,,,,,1980.0,1980.0,,
20,53,Benin,,,,,1981.0,1981.0,,
21,17,Bermuda,,,,,1982.0,1982.0,,
22,18,Bhutan,,,,,1983.0,1983.0,,
23,19,Bolivia (Plurinational State of),,,,,1984.0,1984.0,,
24,80,Bosnia and Herzegovina,,,,,1985.0,1985.0,,
25,20,Botswana,,,,,1986.0,1986.0,,
26,21,Brazil,,,,,1987.0,1987.0,,
27,239,British Virgin Islands,,,,,1988.0,1988.0,,
28,26,Brunei Darussalam,,,,,1989.0,1989.0,,
29,27,Bulgaria,,,,,1990.0,1990.0,,
30,233,Burkina Faso,,,,,1991.0,1991.0,,
31,29,Burundi,,,,,1992.0,1992.0,,
32,35,Cabo Verde,,,,,1993.0,1993.0,,
