Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
2,Afghanistan,2731.0,Bovine Meat,5510.0,Production,1961.0,1961.0,tonnes,S
3,Albania,2740.0,"Butter, Ghee",5610.0,Import Quantity,1962.0,1962.0,,A
4,Algeria,2741.0,Cheese,5300.0,Domestic supply quantity,1963.0,1963.0,,SD
7,Angola,2743.0,Cream,5141.0,Food supply quantity (tonnes),1964.0,1964.0,,
8,Antigua and Barbuda,2744.0,Eggs,5525.0,Seed,1965.0,1965.0,,
9,Argentina,2737.0,"Fats, Animals, Raw",5120.0,Losses,1966.0,1966.0,,
1,Armenia,2761.0,Freshwater Fish,5153.0,Other uses,1967.0,1967.0,,
10,Australia,2748.0,Hides and skins,5071.0,Stock Variation,1968.0,1968.0,,
11,Austria,2745.0,Honey,5910.0,Export Quantity,1969.0,1969.0,,
52,Azerbaijan,2735.0,"Meat, Other",5520.0,Feed,1970.0,1970.0,,
12,Bahamas,2848.0,Milk - Excluding Butter,5130.0,Processing,1971.0,1971.0,,
16,Bangladesh,2739.0,"Milk, Skimmed",,,1972.0,1972.0,,
14,Barbados,2738.0,"Milk, Whole",,,1973.0,1973.0,,
57,Belarus,2732.0,Mutton & Goat Meat,,,1974.0,1974.0,,
255,Belgium,2736.0,"Offals, Edible",,,1975.0,1975.0,,
15,Belgium-Luxembourg,2734.0,Poultry Meat,,,1976.0,1976.0,,
23,Belize,2747.0,Silk,,,1977.0,1977.0,,
53,Benin,2742.0,Whey,,,1978.0,1978.0,,
17,Bermuda,2746.0,Wool (Clean Eq.),,,1979.0,1979.0,,
19,Bolivia (Plurinational State of),2946.0,Animal fats,,,1980.0,1980.0,,
80,Bosnia and Herzegovina,2949.0,"Fish, Seafood",,,1981.0,1981.0,,
20,Botswana,2960.0,Meat,,,1982.0,1982.0,,
21,Brazil,2943.0,Offals,,,1983.0,1983.0,,
26,Brunei Darussalam,2948.0,"Aquatic Animals, Others",,,1984.0,1984.0,,
27,Bulgaria,2945.0,Aquatic Plants,,,1985.0,1985.0,,
233,Burkina Faso,2769.0,Cephalopods,,,1986.0,1986.0,,
35,Cabo Verde,2775.0,Crustaceans,,,1987.0,1987.0,,
115,Cambodia,2766.0,Demersal Fish,,,1988.0,1988.0,,
32,Cameroon,2765.0,Fish Meal,,,1989.0,1989.0,,
33,Canada,2762.0,"Fish, Body Oil",,,1990.0,1990.0,,
37,Central African Republic,2855.0,"Fish, Liver Oil",,,1991.0,1991.0,,
39,Chad,2781.0,"Marine Fish, Other",,,1992.0,1992.0,,
40,Chile,2782.0,Meat Meal,,,1993.0,1993.0,,
96,"China, Hong Kong SAR",2764.0,"Molluscs, Other",,,1994.0,1994.0,,
128,"China, Macao SAR",2749.0,Pelagic Fish,,,1995.0,1995.0,,
41,"China, mainland",2767.0,Pigmeat,,,1996.0,1996.0,,
214,"China, Taiwan Province of",2763.0,"Aquatic Products, Other",,,1997.0,1997.0,,
44,Colombia,2733.0,"Meat, Aquatic Mammals",,,1998.0,1998.0,,
46,Congo,2961.0,,,,1999.0,1999.0,,
48,Costa Rica,2768.0,,,,2000.0,2000.0,,
107,Côte d'Ivoire,,,,,2001.0,2001.0,,
98,Croatia,,,,,2002.0,2002.0,,
49,Cuba,,,,,2003.0,2003.0,,
50,Cyprus,,,,,2004.0,2004.0,,
167,Czechia,,,,,2005.0,2005.0,,
51,Czechoslovakia,,,,,2006.0,2006.0,,
116,Democratic People's Republic of Korea,,,,,2007.0,2007.0,,
54,Denmark,,,,,2008.0,2008.0,,
72,Djibouti,,,,,2009.0,2009.0,,
55,Dominica,,,,,2010.0,2010.0,,
56,Dominican Republic,,,,,2011.0,2011.0,,
58,Ecuador,,,,,2012.0,2012.0,,
59,Egypt,,,,,2013.0,2013.0,,
60,El Salvador,,,,,,,,
63,Estonia,,,,,,,,
238,Ethiopia,,,,,,,,
62,Ethiopia PDR,,,,,,,,
66,Fiji,,,,,,,,
67,Finland,,,,,,,,
68,France,,,,,,,,
70,French Polynesia,,,,,,,,
74,Gabon,,,,,,,,
75,Gambia,,,,,,,,
73,Georgia,,,,,,,,
79,Germany,,,,,,,,
81,Ghana,,,,,,,,
84,Greece,,,,,,,,
86,Grenada,,,,,,,,
89,Guatemala,,,,,,,,
90,Guinea,,,,,,,,
175,Guinea-Bissau,,,,,,,,
91,Guyana,,,,,,,,
93,Haiti,,,,,,,,
95,Honduras,,,,,,,,
97,Hungary,,,,,,,,
99,Iceland,,,,,,,,
100,India,,,,,,,,
101,Indonesia,,,,,,,,
102,Iran (Islamic Republic of),,,,,,,,
103,Iraq,,,,,,,,
104,Ireland,,,,,,,,
