Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
2,Afghanistan,6796.0,Humid tropical forest,7246.0,Burned Area,1990.0,1990.0,ha,Fc
3,Albania,6797.0,Other forest,7245.0,Biomass burned (dry matter),1991.0,1991.0,tonnes,A
4,Algeria,6726.0,Organic soils,723011.0,Emissions (N2O) (Burning biomass),1992.0,1992.0,gigagrams,F
5,American Samoa,6798.0,Burning - all categories,722511.0,Emissions (CH4) (Burning biomass),1993.0,1993.0,g N20/kg dry matter,
6,Andorra,,,724311.0,Emissions (CO2eq) from N2O (Burning biomass),1994.0,1994.0,g CH4/kg dry matter,
7,Angola,,,724411.0,Emissions (CO2eq) from CH4 (Burning biomass),1995.0,1995.0,g CO2/kg dry matter,
258,Anguilla,,,723111.0,Emissions (CO2eq) (Burning biomass),1996.0,1996.0,,
8,Antigua and Barbuda,,,722911.0,Implied emission factor for N2O (Burning biomass),1997.0,1997.0,,
9,Argentina,,,722411.0,Implied emission factor for CH4 (Burning biomass),1998.0,1998.0,,
1,Armenia,,,719411.0,Emissions (CO2) (Burning biomass),1999.0,1999.0,,
22,Aruba,,,719511.0,Implied emission factor for CO2,2000.0,2000.0,,
10,Australia,,,,,2001.0,2001.0,,
11,Austria,,,,,2002.0,2002.0,,
52,Azerbaijan,,,,,2003.0,2003.0,,
12,Bahamas,,,,,2004.0,2004.0,,
13,Bahrain,,,,,2005.0,2005.0,,
16,Bangladesh,,,,,2006.0,2006.0,,
14,Barbados,,,,,2007.0,2007.0,,
57,Belarus,,,,,2008.0,2008.0,,
255,Belgium,,,,,2009.0,2009.0,,
15,Belgium-Luxembourg,,,,,2010.0,2010.0,,
23,Belize,,,,,2011.0,2011.0,,
53,Benin,,,,,2012.0,2012.0,,
17,Bermuda,,,,,2013.0,2013.0,,
18,Bhutan,,,,,2014.0,2014.0,,
19,Bolivia (Plurinational State of),,,,,2015.0,2015.0,,
80,Bosnia and Herzegovina,,,,,2016.0,2016.0,,
20,Botswana,,,,,2017.0,2017.0,,
21,Brazil,,,,,,,,
239,British Virgin Islands,,,,,,,,
26,Brunei Darussalam,,,,,,,,
27,Bulgaria,,,,,,,,
