Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
2,Afghanistan,23130.0,Total outlays (General Government),6109.0,Value Local Currency,2006.0,2006.0,millions,X
3,Albania,23131.0,"Agriculture, forestry, fishing (General Government)",6110.0,Value US$,2007.0,2007.0,%,Fc
4,Algeria,23144.0,Environmental protection (General Government),6167.0,"Value US$, 2010 prices",2008.0,2008.0,index,Qm
7,Angola,23160.0,Total outlays (Central Government),6111.0,Share of Total Outlays,2009.0,2009.0,,
8,Antigua and Barbuda,23161.0,"Agriculture, forestry, fishing (Central Government)",6112.0,Agriculture orientation index,2010.0,2010.0,,
9,Argentina,23174.0,Environmental protection (Central Government),,,2011.0,2011.0,,
1,Armenia,23132.0,"Agriculture, forestry, fishing, Recurrent (General Government)",,,2012.0,2012.0,,
10,Australia,23133.0,"Agriculture, forestry, fishing, Capital (General Government)",,,2013.0,2013.0,,
11,Austria,23134.0,Agriculture (General Government),,,2014.0,2014.0,,
52,Azerbaijan,23135.0,"Agriculture, Recurrent (General Government)",,,2015.0,2015.0,,
12,Bahamas,23136.0,"Agriculture, Capital (General Government)",,,2016.0,2016.0,,
13,Bahrain,23137.0,Forestry (General Government),,,2017.0,2017.0,,
16,Bangladesh,23138.0,"Forestry, Recurrent (General Government)",,,2003.0,2003.0,,
14,Barbados,23139.0,"Forestry, Capital (General Government)",,,2004.0,2004.0,,
57,Belarus,23140.0,Fishing (General Government),,,2005.0,2005.0,,
255,Belgium,23141.0,"Fishing, Recurrent (General Government)",,,2018.0,2018.0,,
23,Belize,23142.0,"Fishing, Capital (General Government)",,,2002.0,2002.0,,
53,Benin,23143.0,"R&D Agriculture, forestry, fishing (General Government)",,,2001.0,2001.0,,
18,Bhutan,23162.0,"Agriculture, forestry, fishing, Recurrent (Central Government)",,,,,,
19,Bolivia (Plurinational State of),23163.0,"Agriculture, forestry, fishing, Capital (Central Government)",,,,,,
80,Bosnia and Herzegovina,23164.0,Agriculture (Central Government),,,,,,
20,Botswana,23165.0,"Agriculture, Recurrent (Central Government)",,,,,,
21,Brazil,23166.0,"Agriculture, Capital (Central Government)",,,,,,
26,Brunei Darussalam,23167.0,Forestry (Central Government),,,,,,
27,Bulgaria,23168.0,"Forestry, Recurrent (Central Government)",,,,,,
233,Burkina Faso,23169.0,"Forestry, Capital (Central Government)",,,,,,
29,Burundi,23170.0,Fishing (Central Government),,,,,,
35,Cabo Verde,23171.0,"Fishing, Recurrent (Central Government)",,,,,,
115,Cambodia,23172.0,"Fishing, Capital (Central Government)",,,,,,
33,Canada,23173.0,"R&D Agriculture, forestry, fishing (Central Government)",,,,,,
37,Central African Republic,,,,,,,,
40,Chile,,,,,,,,
41,"China, mainland",,,,,,,,
44,Colombia,,,,,,,,
46,Congo,,,,,,,,
47,Cook Islands,,,,,,,,
48,Costa Rica,,,,,,,,
107,Côte d'Ivoire,,,,,,,,
98,Croatia,,,,,,,,
50,Cyprus,,,,,,,,
167,Czechia,,,,,,,,
250,Democratic Republic of the Congo,,,,,,,,
54,Denmark,,,,,,,,
55,Dominica,,,,,,,,
56,Dominican Republic,,,,,,,,
58,Ecuador,,,,,,,,
59,Egypt,,,,,,,,
60,El Salvador,,,,,,,,
61,Equatorial Guinea,,,,,,,,
63,Estonia,,,,,,,,
209,Eswatini,,,,,,,,
238,Ethiopia,,,,,,,,
66,Fiji,,,,,,,,
67,Finland,,,,,,,,
68,France,,,,,,,,
75,Gambia,,,,,,,,
73,Georgia,,,,,,,,
79,Germany,,,,,,,,
81,Ghana,,,,,,,,
84,Greece,,,,,,,,
86,Grenada,,,,,,,,
89,Guatemala,,,,,,,,
90,Guinea,,,,,,,,
175,Guinea-Bissau,,,,,,,,
91,Guyana,,,,,,,,
95,Honduras,,,,,,,,
97,Hungary,,,,,,,,
99,Iceland,,,,,,,,
100,India,,,,,,,,
101,Indonesia,,,,,,,,
102,Iran (Islamic Republic of),,,,,,,,
104,Ireland,,,,,,,,
105,Israel,,,,,,,,
106,Italy,,,,,,,,
109,Jamaica,,,,,,,,
110,Japan,,,,,,,,
112,Jordan,,,,,,,,
108,Kazakhstan,,,,,,,,
114,Kenya,,,,,,,,
83,Kiribati,,,,,,,,
118,Kuwait,,,,,,,,
113,Kyrgyzstan,,,,,,,,
120,Lao People's Democratic Republic,,,,,,,,
119,Latvia,,,,,,,,
121,Lebanon,,,,,,,,
122,Lesotho,,,,,,,,
123,Liberia,,,,,,,,
126,Lithuania,,,,,,,,
256,Luxembourg,,,,,,,,
129,Madagascar,,,,,,,,
130,Malawi,,,,,,,,
131,Malaysia,,,,,,,,
132,Maldives,,,,,,,,
133,Mali,,,,,,,,
134,Malta,,,,,,,,
127,Marshall Islands,,,,,,,,
137,Mauritius,,,,,,,,
138,Mexico,,,,,,,,
145,Micronesia (Federated States of),,,,,,,,
141,Mongolia,,,,,,,,
273,Montenegro,,,,,,,,
143,Morocco,,,,,,,,
144,Mozambique,,,,,,,,
28,Myanmar,,,,,,,,
147,Namibia,,,,,,,,
148,Nauru,,,,,,,,
149,Nepal,,,,,,,,
150,Netherlands,,,,,,,,
153,New Caledonia,,,,,,,,
156,New Zealand,,,,,,,,
157,Nicaragua,,,,,,,,
158,Niger,,,,,,,,
159,Nigeria,,,,,,,,
154,North Macedonia,,,,,,,,
162,Norway,,,,,,,,
221,Oman,,,,,,,,
165,Pakistan,,,,,,,,
180,Palau,,,,,,,,
299,Palestine,,,,,,,,
166,Panama,,,,,,,,
168,Papua New Guinea,,,,,,,,
169,Paraguay,,,,,,,,
170,Peru,,,,,,,,
171,Philippines,,,,,,,,
173,Poland,,,,,,,,
174,Portugal,,,,,,,,
179,Qatar,,,,,,,,
117,Republic of Korea,,,,,,,,
146,Republic of Moldova,,,,,,,,
183,Romania,,,,,,,,
185,Russian Federation,,,,,,,,
184,Rwanda,,,,,,,,
188,Saint Kitts and Nevis,,,,,,,,
189,Saint Lucia,,,,,,,,
191,Saint Vincent and the Grenadines,,,,,,,,
244,Samoa,,,,,,,,
192,San Marino,,,,,,,,
193,Sao Tome and Principe,,,,,,,,
194,Saudi Arabia,,,,,,,,
195,Senegal,,,,,,,,
272,Serbia,,,,,,,,
196,Seychelles,,,,,,,,
197,Sierra Leone,,,,,,,,
200,Singapore,,,,,,,,
199,Slovakia,,,,,,,,
198,Slovenia,,,,,,,,
25,Solomon Islands,,,,,,,,
202,South Africa,,,,,,,,
277,South Sudan,,,,,,,,
203,Spain,,,,,,,,
38,Sri Lanka,,,,,,,,
276,Sudan,,,,,,,,
207,Suriname,,,,,,,,
210,Sweden,,,,,,,,
211,Switzerland,,,,,,,,
212,Syrian Arab Republic,,,,,,,,
216,Thailand,,,,,,,,
176,Timor-Leste,,,,,,,,
217,Togo,,,,,,,,
220,Trinidad and Tobago,,,,,,,,
222,Tunisia,,,,,,,,
223,Turkey,,,,,,,,
226,Uganda,,,,,,,,
230,Ukraine,,,,,,,,
225,United Arab Emirates,,,,,,,,
229,United Kingdom,,,,,,,,
215,United Republic of Tanzania,,,,,,,,
231,United States of America,,,,,,,,
234,Uruguay,,,,,,,,
235,Uzbekistan,,,,,,,,
155,Vanuatu,,,,,,,,
236,Venezuela (Bolivarian Republic of),,,,,,,,
237,Viet Nam,,,,,,,,
249,Yemen,,,,,,,,
251,Zambia,,,,,,,,
181,Zimbabwe,,,,,,,,
