country,value,year
Canada,100.40899473684212,2017
Mexico,10.8828617544,2017
US,847.3154052631656,2017
Total North America,958.6072617544078,2017
Argentina,6.088,2017
Brazil,15.739196437942999,2017
Other S. & Cent. America,0.0,2017
Total S. & Cent. America,21.827196437942998,2017
Germany,76.3244,2017
Italy,0.0,2017
Netherlands,3.402478,2017
Poland,0.0,2017
Spain,58.1120239,2017
Turkey,0.0,2017
Ukraine,85.5762,2017
United Kingdom,70.33642626801225,2017
Other Europe,642.3714172001056,2017
Total Europe,936.1229453681178,2017
Kazakhstan,0.0,2017
Russian Federation,203.14557000000002,2017
Other CIS,2.6195999999999997,2017
Total CIS,205.76517,2017
Iran,7.073566666666666,2017
Saudi Arabia,0.0,2017
United Arab Emirates,0.0,2017
Other Middle East,0.0,2017
Total Middle East,7.073566666666666,2017
Egypt,0.0,2017
South Africa,15.756337,2017
Other Africa,0.0,2017
Total Africa,15.756337,2017
Australia,0.0,2017
China,248.1,2017
India,37.414449999999995,2017
Indonesia,0.0,2017
Japan,29.074043099999997,2017
Malaysia,0.0,2017
South Korea,148.426725,2017
Taiwan,22.4455,2017
Thailand,0.0,2017
Vietnam,0.0,2017
Other Asia Pacific,8.369,2017
Total Asia Pacific,493.82971810000004,2017
Total World,2638.982195327135,2017
Canada,100.0392052631579,2018
Mexico,13.588579623705579,2018
US,849.5555357894779,2018
Total North America,963.1833206763413,2018
Argentina,6.872602797421861,2018
Brazil,15.632192900194005,2018
Other S. & Cent. America,0.0,2018
Total S. & Cent. America,22.504795697615865,2018
Germany,76.1,2018
Italy,0.0,2018
Netherlands,3.4942185505005208,2018
Poland,0.0,2018
Spain,55.64380338075514,2018
Turkey,0.0,2018
Ukraine,84.3981,2018
United Kingdom,65.0638489215146,2018
Other Europe,652.7916591441611,2018
Total Europe,937.4916299969312,2018
Kazakhstan,0.0,2018
Russian Federation,204.50096999999997,2018
Other CIS,2.0761,2018
Total CIS,206.57706999999996,2018
Iran,7.000133333333333,2018
Saudi Arabia,0.0,2018
United Arab Emirates,0.0,2018
Other Middle East,0.0,2018
Total Middle East,7.000133333333333,2018
Egypt,0.0,2018
South Africa,11.090427,2018
Other Africa,0.0,2018
Total Africa,11.090427,2018
Australia,0.0,2018
China,294.36,2018
India,39.0507,2018
Indonesia,0.0,2018
Japan,49.106,2018
Malaysia,0.0,2018
South Korea,133.506,2018
Taiwan,27.6824,2018
Thailand,0.0,2018
Vietnam,0.0,2018
Other Asia Pacific,9.879522000000001,2018
Total Asia Pacific,553.5846220000001,2018
Total World,2701.4319987042218,2018
