name,description,dataset_id
World Bank EdStats: Barro-Lee: Percentage of female population age 15-19 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of population age 15-19 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of female population age 15+ with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of population age 15+ with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of female population age 20-24 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of population age 20-24 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of female population age 25-29 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of population age 25-29 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of female population age 25+ with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of population age 25+ with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of female population age 30-34 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of population age 30-34 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of female population age 35-39 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of population age 35-39 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of female population age 40-44 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of population age 40-44 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of female population age 45-49 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of population age 45-49 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of female population age 50-54 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of population age 50-54 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of female population age 55-59 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of population age 55-59 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of female population age 60-64 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of population age 60-64 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of female population age 65-69 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of population age 65-69 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of female population age 70-74 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of population age 70-74 with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of female population age 75+ with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
World Bank EdStats: Barro-Lee: Percentage of population age 75+ with no education,"{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 15-19, total","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 15-19, female","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 15+, total","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 15+, female","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 20-24, total","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 20-24, female","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 25-29, total","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 25-29, female","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 25+, total","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 25+, female","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 30-34, total","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 30-34, female","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 35-39, total","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 35-39, female","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 40-44, total","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 40-44, female","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 45-49, total","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 45-49, female","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 50-54, total","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 50-54, female","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 55-59, total","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 55-59, female","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 60-64, total","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
"World Bank EdStats: Barro-Lee: Population in thousands, age 60-64, female","{'dataPublishedBy': 'World Bank EdStats', 'link': 'https://datacatalog.worldbank.org/dataset/education-statistics', 'retrievedDate': '08-Jan-2020', 'additionalInfo': 'Definitions and characteristics of countries and other territories: https://ourworldindata.org/grapher/povstats/POVSTATS_Country_info.xls\r\n', 'dataPublisherSource': 'Robert J. Barro and Jong-Wha Lee: http://www.barrolee.com/'}",0
