name,unit,dataset_id,id
"Indicator 3.3.1: Age-standardised rate of new HIV infections (per 1,000 population) - Past - Unscaled","per 1,000 population",0,0
"Indicator 3.3.1: Age-standardised rate of new HIV infections (per 1,000 population) - Projection - Unscaled","per 1,000 population",0,28
"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population) - Past - Unscaled","per 100,000 population",0,7995
"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population) - Projection - Unscaled","per 100,000 population",0,8023
"Indicator 3.3.3: Age-standardised rate of malaria cases (per 1,000 population) - Past - Unscaled","per 1,000 population",0,15990
"Indicator 3.3.3: Age-standardised rate of malaria cases (per 1,000 population) - Projection - Unscaled","per 1,000 population",0,16018
"Indicator 3.3.4: Age-standardised rate of hepatitis B incidence (per 100,000 population) - Past - Unscaled","per 100,000 population",0,23985
"Indicator 3.3.4: Age-standardised rate of hepatitis B incidence (per 100,000 population) - Projection - Unscaled","per 100,000 population",0,24013
Indicator 3.3.5: Age-standardised prevalence of the sum of 15 neglected tropical diseases (NTDs) (%) - Past - Unscaled,0-100%,0,31980
Indicator 3.3.5: Age-standardised prevalence of the sum of 15 neglected tropical diseases (NTDs) (%) - Projection - Unscaled,0-100%,0,32008
"Indicator 1.5.1: Death rate due to exposure to forces of nature (per 100,000 population)  - Past - Unscaled","per 100,000 population",0,39975
"Indicator 1.5.1: Death rate due to exposure to forces of nature (per 100,000 population)  - Projection - Unscaled","per 100,000 population",0,40003
"Indicator 3.4.1: Age-standardised death rate due to cardiovascular disease, cancer, diabetes, and chronic respiratory disease in populations aged 30-70 (per 100,000 population) - Past - Unscaled","per 100,000 population",0,47970
"Indicator 3.4.1: Age-standardised death rate due to cardiovascular disease, cancer, diabetes, and chronic respiratory disease in populations aged 30-70 (per 100,000 population) - Projection - Unscaled","per 100,000 population",0,47998
"Indicator 3.4.2: Age-standardised death rate due to self-harm (per 100,000 population) - Past - Unscaled","per 100,000 population",0,55965
"Indicator 3.4.2: Age-standardised death rate due to self-harm (per 100,000 population) - Projection - Unscaled","per 100,000 population",0,55993
"Indicator 3.6.1: Age-standardised death rate due to road injuries (per 100,000 population) - Past - Unscaled","per 100,000 population",0,63960
"Indicator 3.6.1: Age-standardised death rate due to road injuries (per 100,000 population) - Projection - Unscaled","per 100,000 population",0,63988
"Indicator 3.9.3: Age-standardised death rate due to unintentional poisonings (per 100,000 population) - Past - Unscaled","per 100,000 population",0,71955
"Indicator 3.9.3: Age-standardised death rate due to unintentional poisonings (per 100,000 population) - Projection - Unscaled","per 100,000 population",0,71983
"Indicator 16.1.1: Age-standardised death rate due to interpersonal violence (per 100,000 population) - Past - Unscaled","per 100,000 population",0,79950
"Indicator 16.1.1: Age-standardised death rate due to interpersonal violence (per 100,000 population) - Projection - Unscaled","per 100,000 population",0,79978
"Indicator 16.1.2: Death rate due to conflict and terrorism (per 100,000 population) - Past - Unscaled","per 100,000 population",0,87945
"Indicator 16.1.2: Death rate due to conflict and terrorism (per 100,000 population) - Projection - Unscaled","per 100,000 population",0,87973
Indicator 2.2.2b: Prevalence of overweight in children aged 2-4 (%) - Past - Unscaled,0-100%,0,95940
Indicator 2.2.2b: Prevalence of overweight in children aged 2-4 (%) - Projection - Unscaled,0-100%,0,95968
"Indicator 3.1.1: Maternal mortality ratio (maternal deaths per 100,000 livebirths) in women aged 10-54 years - Past - Unscaled","per 100,000 livebirths",0,103935
"Indicator 3.1.1: Maternal mortality ratio (maternal deaths per 100,000 livebirths) in women aged 10-54 years - Projection - Unscaled","per 100,000 livebirths",0,103963
Indicator 3.1.2: Proportion of births attended by skilled health personnel (%) - Past - Unscaled,0-100%,0,111930
Indicator 3.1.2: Proportion of births attended by skilled health personnel (%) - Projection - Unscaled,0-100%,0,111958
Indicator 3.7.1: Proportion of women of reproductive age (15-49 years) who have their need for family planning satisfied with modern methods (%) - Past - Unscaled,0-100%,0,119925
Indicator 3.7.1: Proportion of women of reproductive age (15-49 years) who have their need for family planning satisfied with modern methods (%) - Projection - Unscaled,0-100%,0,119953
"Indicator 3.7.2: Number of livebirths per 1,000 women aged 10-19 years old - Past - Unscaled","per 1,000 population",0,127920
"Indicator 3.7.2: Number of livebirths per 1,000 women aged 10-19 years old - Projection - Unscaled","per 1,000 population",0,127948
"Indicator 3.8.1: Coverage of essential health services, as defined by the UHC service coverage index of 9 tracer interventions and risk-standardised death rates or mortality-to-incidence ratios from 32 causes amenable to personal healthcare. - Past - Unscaled",0-100%,0,135915
"Indicator 3.8.1: Coverage of essential health services, as defined by the UHC service coverage index of 9 tracer interventions and risk-standardised death rates or mortality-to-incidence ratios from 32 causes amenable to personal healthcare. - Projection - Unscaled",0-100%,0,135943
Indicator 11.6.2: Population-weighted mean levels of fine particulate matter smaller than 2.5 microns in diameter (PM2.5) - Past - Unscaled,,0,143910
Indicator 11.6.2: Population-weighted mean levels of fine particulate matter smaller than 2.5 microns in diameter (PM2.5) - Projection - Unscaled,,0,143938
"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths) - Past - Unscaled","per 1,000 livebirths",0,151905
"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths) - Projection - Unscaled","per 1,000 livebirths",0,151933
"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths) - Past - Unscaled","per 1,000 livebirths",0,159900
"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths) - Projection - Unscaled","per 1,000 livebirths",0,159928
"Indicator 3.9.1: Age-standardised death rate attributable to household air pollution and ambient air pollution (per 100,000 population) - Past - Unscaled","per 100,000 population",0,167895
"Indicator 3.9.1: Age-standardised death rate attributable to household air pollution and ambient air pollution (per 100,000 population) - Projection - Unscaled","per 100,000 population",0,167923
"Indicator 3.9.2: Age-standardised death rate attributable to unsafe water, sanitation, and hygiene (WaSH) (per 100,000 population) - Past - Unscaled","per 100,000 population",0,175890
"Indicator 3.9.2: Age-standardised death rate attributable to unsafe water, sanitation, and hygiene (WaSH) (per 100,000 population) - Projection - Unscaled","per 100,000 population",0,175918
Indicator 2.2.1: Prevalence of stunting in children under 5 (%) - Past - Unscaled,0-100%,0,183885
Indicator 2.2.1: Prevalence of stunting in children under 5 (%) - Projection - Unscaled,0-100%,0,183913
Indicator 2.2.2a: Prevalence of wasting in children under 5 (%) - Past - Unscaled,0-100%,0,191880
Indicator 2.2.2a: Prevalence of wasting in children under 5 (%) - Projection - Unscaled,0-100%,0,191908
Indicator 3.a.1: Age-standardised prevalence of current smoking in populations aged 10 and older (%) - Past - Unscaled,0-100%,0,199875
Indicator 3.a.1: Age-standardised prevalence of current smoking in populations aged 10 and older (%) - Projection - Unscaled,0-100%,0,199903
Indicator 5.2.1: Age-standardised prevalence of ever-partnered women aged 15 years and older who experienced physical or sexual violence by a current or former intimate partner in the last 12 months (%) - Past - Unscaled,0-100%,0,207870
Indicator 5.2.1: Age-standardised prevalence of ever-partnered women aged 15 years and older who experienced physical or sexual violence by a current or former intimate partner in the last 12 months (%) - Projection - Unscaled,0-100%,0,207898
"Indicator 3.5.2: Risk-weighted prevalence of alcohol consumption, as measured by the summary exposure value (SEV) for alcohol use (%) - Past - Unscaled",0-100%,0,215865
"Indicator 3.5.2: Risk-weighted prevalence of alcohol consumption, as measured by the summary exposure value (SEV) for alcohol use (%) - Projection - Unscaled",0-100%,0,215893
"Indicator 6.1.1: Risk-weighted prevalence of populations using unsafe or unimproved water sources, as measured by the summary exposure value (SEV) for unsafe water (%) - Past - Unscaled",0-100%,0,223860
"Indicator 6.1.1: Risk-weighted prevalence of populations using unsafe or unimproved water sources, as measured by the summary exposure value (SEV) for unsafe water (%) - Projection - Unscaled",0-100%,0,223888
"Indicator 6.2.1a: Risk-weighted prevalence of populations using unsafe or unimproved sanitation, as measured by the summary exposure value (SEV) for unsafe sanitation (%) - Past - Unscaled",0-100%,0,231855
"Indicator 6.2.1a: Risk-weighted prevalence of populations using unsafe or unimproved sanitation, as measured by the summary exposure value (SEV) for unsafe sanitation (%) - Projection - Unscaled",0-100%,0,231883
"Indicator 6.2.1b: Risk-weighted prevalence of populations without access to a handwashing facility, as measured by the summary exposure value (SEV) for unsafe hygiene (%) - Past - Unscaled",0-100%,0,239850
"Indicator 6.2.1b: Risk-weighted prevalence of populations without access to a handwashing facility, as measured by the summary exposure value (SEV) for unsafe hygiene (%) - Projection - Unscaled",0-100%,0,239878
"Indicator 7.1.2: Risk-weighted prevalence of household air pollution, as measured by the summary exposure value (SEV) for household air pollution (%) - Past - Unscaled",0-100%,0,247845
"Indicator 7.1.2: Risk-weighted prevalence of household air pollution, as measured by the summary exposure value (SEV) for household air pollution (%) - Projection - Unscaled",0-100%,0,247873
"Indicator 8.8.1: Age-standardised all-cause disability-adjusted life year (DALY) rates attributable to occupational risks (per 100,000 population) - Past - Unscaled","per 100,000 population",0,255840
"Indicator 8.8.1: Age-standardised all-cause disability-adjusted life year (DALY) rates attributable to occupational risks (per 100,000 population) - Projection - Unscaled","per 100,000 population",0,255868
Indicator 3.b.1: Coverage of eight vaccines in target populations (%) - Past - Unscaled,0-100%,0,263835
Indicator 3.b.1: Coverage of eight vaccines in target populations (%) - Projection - Unscaled,0-100%,0,263863
Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%) - Past - Unscaled,0-100%,0,271830
Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%) - Projection - Unscaled,0-100%,0,271858
Indicator 16.1.3a: Age-standardised prevalence of physical violence experienced by populations in the past 12 months (%) - Past - Unscaled,0-100%,0,279825
Indicator 16.1.3a: Age-standardised prevalence of physical violence experienced by populations in the past 12 months (%) - Projection - Unscaled,0-100%,0,279853
Indicator 16.1.3c: Age-standardised prevalence of sexual violence experienced by populations in the past 12 months (%) - Past - Unscaled,0-100%,0,287820
Indicator 16.1.3c: Age-standardised prevalence of sexual violence experienced by populations in the past 12 months (%) - Projection - Unscaled,0-100%,0,287848
"Indicator 3.c.1: Physicians, nurses and midwives, and pharmacists per 1,000 population - Past - Unscaled","per 1,000 population",0,295815
"Indicator 3.c.1: Physicians, nurses and midwives, and pharmacists per 1,000 population - Projection - Unscaled","per 1,000 population",0,295843
"Indicator 3.c.1b: Nurses and midwives per 1,000 population - Past - Unscaled","per 1,000 population",0,303810
"Indicator 3.c.1b: Nurses and midwives per 1,000 population - Projection - Unscaled","per 1,000 population",0,303838
"Indicator 3.c.1c: Pharmacists per 1,000 population - Past - Unscaled","per 1,000 population",0,311805
"Indicator 3.c.1c: Pharmacists per 1,000 population - Projection - Unscaled","per 1,000 population",0,311833
"Indicator 3.c.1a: Physicians per 1,000 population - Past - Unscaled","per 1,000 population",0,319800
"Indicator 3.c.1a: Physicians per 1,000 population - Projection - Unscaled","per 1,000 population",0,319828
Indicator 5.2.2: Age-standardised prevalence of women aged 15 years and older who experienced physical or sexual violence by non-intimate partner in the last 12 months (%) - Past - Unscaled,0-100%,0,327795
Indicator 5.2.2: Age-standardised prevalence of women aged 15 years and older who experienced physical or sexual violence by non-intimate partner in the last 12 months (%) - Projection - Unscaled,0-100%,0,327823
Indicator 17.19.2c: Percentage of well-certified deaths by a vital registration system among a country's total population (%) - Past - Unscaled,0-100%,0,335790
Indicator 17.19.2c: Percentage of well-certified deaths by a vital registration system among a country's total population (%) - Projection - Unscaled,0-100%,0,335818
"Indicator 3.3.1: Age-standardised rate of new HIV infections (per 1,000 population) - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,343785
"Indicator 3.3.1: Age-standardised rate of new HIV infections (per 1,000 population) - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,343813
"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population) - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,351780
"Indicator 3.3.2: Age-standardised rate of tuberculosis cases (per 100,000 population) - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,351808
"Indicator 3.3.3: Age-standardised rate of malaria cases (per 1,000 population) - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,359775
"Indicator 3.3.3: Age-standardised rate of malaria cases (per 1,000 population) - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,359803
"Indicator 3.3.4: Age-standardised rate of hepatitis B incidence (per 100,000 population) - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,367770
"Indicator 3.3.4: Age-standardised rate of hepatitis B incidence (per 100,000 population) - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,367798
Indicator 3.3.5: Age-standardised prevalence of the sum of 18 neglected tropical diseases (NTDs) (%) - Past - Scaled,Scaled/Normalized value ranging from 0-100,0,375765
Indicator 3.3.5: Age-standardised prevalence of the sum of 18 neglected tropical diseases (NTDs) (%) - Projection - Scaled,Scaled/Normalized value ranging from 0-100,0,375793
"Indicator 1.5.1: Death rate due to exposure to forces of nature (per 100,000 population)  - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,383760
"Indicator 1.5.1: Death rate due to exposure to forces of nature (per 100,000 population)  - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,383788
"Indicator 3.4.1: Age-standardised death rate due to cardiovascular disease, cancer, diabetes, and chronic respiratory disease in populations aged 30-70 (per 100,000 population) - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,391755
"Indicator 3.4.1: Age-standardised death rate due to cardiovascular disease, cancer, diabetes, and chronic respiratory disease in populations aged 30-70 (per 100,000 population) - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,391783
"Indicator 3.4.2: Age-standardised death rate due to self-harm (per 100,000 population) - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,399750
"Indicator 3.4.2: Age-standardised death rate due to self-harm (per 100,000 population) - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,399778
"Indicator 3.6.1: Age-standardised death rate due to road injuries (per 100,000 population) - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,407745
"Indicator 3.6.1: Age-standardised death rate due to road injuries (per 100,000 population) - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,407773
"Indicator 3.9.3: Age-standardised death rate due to unintentional poisonings (per 100,000 population) - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,415740
"Indicator 3.9.3: Age-standardised death rate due to unintentional poisonings (per 100,000 population) - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,415768
"Indicator 16.1.1: Age-standardised death rate due to interpersonal violence (per 100,000 population) - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,423735
"Indicator 16.1.1: Age-standardised death rate due to interpersonal violence (per 100,000 population) - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,423763
"Indicator 16.1.2: Death rate due to conflict and terrorism (per 100,000 population) - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,431730
"Indicator 16.1.2: Death rate due to conflict and terrorism (per 100,000 population) - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,431758
Indicator 2.2.2b: Prevalence of overweight in children aged 2-4 (%) - Past - Scaled,Scaled/Normalized value ranging from 0-100,0,439725
Indicator 2.2.2b: Prevalence of overweight in children aged 2-4 (%) - Projection - Scaled,Scaled/Normalized value ranging from 0-100,0,439753
"Indicator 3.1.1: Maternal mortality ratio (maternal deaths per 100,000 livebirths) in women aged 10-54 years - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,447720
"Indicator 3.1.1: Maternal mortality ratio (maternal deaths per 100,000 livebirths) in women aged 10-54 years - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,447748
Indicator 3.1.2: Proportion of births attended by skilled health personnel (%) - Past - Scaled,Scaled/Normalized value ranging from 0-100,0,455715
Indicator 3.1.2: Proportion of births attended by skilled health personnel (%) - Projection - Scaled,Scaled/Normalized value ranging from 0-100,0,455743
Indicator 3.7.1: Proportion of women of reproductive age (15-49 years) who have their need for family planning satisfied with modern methods (%) - Past - Scaled,Scaled/Normalized value ranging from 0-100,0,463710
Indicator 3.7.1: Proportion of women of reproductive age (15-49 years) who have their need for family planning satisfied with modern methods (%) - Projection - Scaled,Scaled/Normalized value ranging from 0-100,0,463738
"Indicator 3.7.2: Number of livebirths per 1,000 women aged 10-19 years old - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,471705
"Indicator 3.7.2: Number of livebirths per 1,000 women aged 10-19 years old - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,471733
"Indicator 3.8.1: Coverage of essential health services, as defined by the UHC service coverage index of 9 tracer interventions and risk-standardised death rates or mortality-to-incidence ratios from 32 causes amenable to personal healthcare. - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,479700
"Indicator 3.8.1: Coverage of essential health services, as defined by the UHC service coverage index of 9 tracer interventions and risk-standardised death rates or mortality-to-incidence ratios from 32 causes amenable to personal healthcare. - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,479728
Indicator 11.6.2: Population-weighted mean levels of fine particulate matter smaller than 2.5 microns in diameter (PM2.5) - Past - Scaled,Scaled/Normalized value ranging from 0-100,0,487695
Indicator 11.6.2: Population-weighted mean levels of fine particulate matter smaller than 2.5 microns in diameter (PM2.5) - Projection - Scaled,Scaled/Normalized value ranging from 0-100,0,487723
"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths) - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,495690
"Indicator 3.2.1: Under-5 mortality rate (probability of dying before the age of 5 per 1,000 livebirths) - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,495718
"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths) - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,503685
"Indicator 3.2.2: Neonatal mortality rate (probability of dying during the first 28 days of life per 1,000 livebirths) - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,503713
"Indicator 3.9.1: Age-standardised death rate attributable to household air pollution and ambient air pollution (per 100,000 population) - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,511680
"Indicator 3.9.1: Age-standardised death rate attributable to household air pollution and ambient air pollution (per 100,000 population) - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,511708
"Indicator 3.9.2: Age-standardised death rate attributable to unsafe water, sanitation, and hygiene (WaSH) (per 100,000 population) - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,519675
"Indicator 3.9.2: Age-standardised death rate attributable to unsafe water, sanitation, and hygiene (WaSH) (per 100,000 population) - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,519703
Indicator 2.2.1: Prevalence of stunting in children under 5 (%) - Past - Scaled,Scaled/Normalized value ranging from 0-100,0,527670
Indicator 2.2.1: Prevalence of stunting in children under 5 (%) - Projection - Scaled,Scaled/Normalized value ranging from 0-100,0,527698
Indicator 2.2.2a: Prevalence of wasting in children under 5 (%) - Past - Scaled,Scaled/Normalized value ranging from 0-100,0,535665
Indicator 2.2.2a: Prevalence of wasting in children under 5 (%) - Projection - Scaled,Scaled/Normalized value ranging from 0-100,0,535693
Indicator 3.a.1: Age-standardised prevalence of current smoking in populations aged 10 and older (%) - Past - Scaled,Scaled/Normalized value ranging from 0-100,0,543660
Indicator 3.a.1: Age-standardised prevalence of current smoking in populations aged 10 and older (%) - Projection - Scaled,Scaled/Normalized value ranging from 0-100,0,543688
Indicator 5.2.1: Age-standardised prevalence of ever-partnered women aged 15 years and older who experienced physical or sexual violence by a current or former intimate partner in the last 12 months (%) - Past - Scaled,Scaled/Normalized value ranging from 0-100,0,551655
Indicator 5.2.1: Age-standardised prevalence of ever-partnered women aged 15 years and older who experienced physical or sexual violence by a current or former intimate partner in the last 12 months (%) - Projection - Scaled,Scaled/Normalized value ranging from 0-100,0,551683
"Indicator 3.5.2: Risk-weighted prevalence of alcohol consumption, as measured by the summary exposure value (SEV) for alcohol use (%) - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,559650
"Indicator 3.5.2: Risk-weighted prevalence of alcohol consumption, as measured by the summary exposure value (SEV) for alcohol use (%) - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,559678
"Indicator 6.1.1: Risk-weighted prevalence of populations using unsafe or unimproved water sources, as measured by the summary exposure value (SEV) for unsafe water (%) - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,567645
"Indicator 6.1.1: Risk-weighted prevalence of populations using unsafe or unimproved water sources, as measured by the summary exposure value (SEV) for unsafe water (%) - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,567673
"Indicator 6.2.1a: Risk-weighted prevalence of populations using unsafe or unimproved sanitation, as measured by the summary exposure value (SEV) for unsafe sanitation (%) - Past - Scaled",Scaled/Normalized value ranging from 0-100,0,575640
"Indicator 6.2.1a: Risk-weighted prevalence of populations using unsafe or unimproved sanitation, as measured by the summary exposure value (SEV) for unsafe sanitation (%) - Projection - Scaled",Scaled/Normalized value ranging from 0-100,0,575668
