country,value,year
Canada,0.7875591397848893,2017
Mexico,1.1386091118272361,2017
US,13.656466699253087,2017
Total North America,15.582634950865213,2017
Argentina,0.5365539759207536,2017
Brazil,0.0,2017
Other S. & Cent. America,0.08490952970541077,2017
Total S. & Cent. America,0.6214635056261644,2017
Germany,26.743799999999908,2017
Italy,6.753566000000006,2017
Netherlands,6.0806710000000095,2017
Poland,0.4740000000000464,2017
Spain,3.0599950000000433,2017
Turkey,0.848199999999963,2017
Ukraine,1.9334958469005628,2017
United Kingdom,8.002777370524257,2017
Other Europe,31.887079071578153,2017
Total Europe,85.78358428900295,2017
Kazakhstan,0.0,2017
Russian Federation,4.443494760874955,2017
Other CIS,0.29505000000000603,2017
Total CIS,4.738544760874961,2017
Iran,0.0,2017
Saudi Arabia,0.0,2017
United Arab Emirates,0.0,2017
Other Middle East,0.04338114754096978,2017
Total Middle East,0.04338114754096978,2017
Egypt,0.0,2017
South Africa,4.47900000000007,2017
Other Africa,0.43160637734155327,2017
Total Africa,4.910606377341623,2017
Australia,0.1839999999999975,2017
China,39.840591442952245,2017
India,0.3449949999999262,2017
Indonesia,0.0,2017
Japan,14.038433875688384,2017
Malaysia,0.017930874316959944,2017
South Korea,4.790354499999864,2017
Taiwan,5.011099999999999,2017
Thailand,0.0,2017
Vietnam,0.0,2017
Other Asia Pacific,0.7743222930986731,2017
Total Asia Pacific,65.00172798605604,2017
Total World,176.68194301730793,2017
Canada,0.5866270758318279,2018
Mexico,2.188988370214247,2018
US,13.26646360378163,2018
Total North America,16.042079049827706,2018
Argentina,0.5378422922947976,2018
Brazil,0.0,2018
Other S. & Cent. America,8.013796550798702e-06,2018
Total S. & Cent. America,0.5378503060913484,2018
Germany,29.309000000000026,2018
Italy,4.081551434482748,2018
Netherlands,7.37028185444818,2018
Poland,0.41699999999997317,2018
Spain,2.3020143747564816,2018
Turkey,0.8208850303929012,2018
Ukraine,2.1864493722660043,2018
United Kingdom,7.763492095566079,2018
Other Europe,32.30261545375804,2018
Total Europe,86.55328961567042,2018
Kazakhstan,0.0,2018
Russian Federation,4.394904760875079,2018
Other CIS,0.2904000000000042,2018
Total CIS,4.685304760875083,2018
Iran,0.0,2018
Saudi Arabia,0.0,2018
United Arab Emirates,0.0,2018
Other Middle East,0.06083333333332064,2018
Total Middle East,0.06083333333332064,2018
Egypt,0.0,2018
South Africa,4.704120083605687,2018
Other Africa,0.3560084268047212,2018
Total Africa,5.060128510410409,2018
Australia,0.18400199999999245,2018
China,13.963645637584705,2018
India,0.20681999999965228,2018
Indonesia,0.0,2018
Japan,15.30652064625258,2018
Malaysia,0.0179308743169031,2018
South Korea,5.097965756810652,2018
Taiwan,5.210149999999942,2018
Thailand,0.0,2018
Vietnam,0.0,2018
Other Asia Pacific,0.8949839855219339,2018
Total Asia Pacific,40.88201890048636,2018
Total World,153.82150447669468,2018
