country,value,year
Canada,396.50234747474747,2017
Mexico,31.84765583333244,2017
US,296.80667474747116,2017
Total North America,725.156678055551,2017
Argentina,41.54297857728944,2017
Brazil,370.90645637609236,2017
Other S. & Cent. America,307.9858549346637,2017
Total S. & Cent. America,720.4352898880454,2017
Germany,20.15,2017
Italy,34.37273999999999,2017
Netherlands,0.060757,2017
Poland,2.5599999999999996,2017
Spain,18.782,2017
Turkey,58.2185,2017
Ukraine,8.712488306104902,2017
United Kingdom,5.928124319409961,2017
Other Europe,436.1048842306827,2017
Total Europe,584.8894938561974,2017
Kazakhstan,11.180571100000002,2017
Russian Federation,185.31773,2017
Other CIS,43.6499411,2017
Total CIS,240.1482422,2017
Iran,17.232,2017
Saudi Arabia,0.0,2017
United Arab Emirates,0.0,2017
Other Middle East,3.556066271662764,2017
Total Middle East,20.788066271662764,2017
Egypt,13.407399999999999,2017
South Africa,0.8710831396849992,2017
Other Africa,110.29967973900683,2017
Total Africa,124.57816287869184,2017
Australia,13.534527,2017
China,1165.07,2017
India,135.66832222757435,2017
Indonesia,18.632,2017
Japan,79.244,2017
Malaysia,23.0920521552063,2017
South Korea,2.8086469999999997,2017
Taiwan,5.4468,2017
Thailand,4.687186,2017
Vietnam,70.87870645797969,2017
Other Asia Pacific,130.38495350592288,2017
Total Asia Pacific,1649.4471943466835,2017
Total World,4065.443127496832,2017
Canada,387.2508762314648,2018
Mexico,32.39511458574227,2018
US,288.7063404040367,2018
Total North America,708.3523312212437,2018
Argentina,41.64945458989359,2018
Brazil,387.68680633533165,2018
Other S. & Cent. America,301.97025218780414,2018
Total S. & Cent. America,731.3065131130294,2018
Germany,16.9,2018
Italy,45.85205715358338,2018
Netherlands,0.072348,2018
Poland,1.9709999999999999,2018
Spain,35.19825723601183,2018
Turkey,59.518280748358414,2018
Ukraine,9.900734780739468,2018
United Kingdom,5.464660531029493,2018
Other Europe,467.18927816524405,2018
Total Europe,642.0666166149666,2018
Kazakhstan,10.329511799999999,2018
Russian Federation,190.21311,2018
Other CIS,44.29647416363238,2018
Total CIS,244.83909596363242,2018
Iran,10.77,2018
Saudi Arabia,0.0,2018
United Arab Emirates,0.0,2018
Other Middle East,4.420500071662763,2018
Total Middle East,15.190500071662763,2018
Egypt,13.483379999999999,2018
South Africa,0.914864856414944,2018
Other Africa,118.44252448011588,2018
Total Africa,132.84076933653083,2018
Australia,17.26791,2018
China,1202.43,2018
India,139.66783222757434,2018
Indonesia,16.4112,2018
Japan,80.997,2018
Malaysia,24.176496715498974,2018
South Korea,2.92039075633473,2018
Taiwan,4.466100000000001,2018
Thailand,7.597013,2018
Vietnam,80.70625434750455,2018
Other Asia Pacific,141.8681277900049,2018
Total Asia Pacific,1718.5083248369178,2018
Total World,4193.104151157986,2018
