country,value,year
Canada,22.720051304892454,2017
Mexico,2.4625201960447023,2017
US,191.72634413340361,2017
Total North America,216.90891563434076,2017
Argentina,1.3775625650540744,2017
Brazil,3.561387617763257,2017
Chile,0.0,2017
Colombia,0.0,2017
Ecuador,0.0,2017
Peru,0.0,2017
Trinidad & Tobago,0.0,2017
Venezuela,0.0,2017
Other S. & Cent. America,0.0,2017
Total S. & Cent. America,4.938950182817331,2017
Austria,0.0,2017
Belgium,9.554871702040964,2017
Czech Republic,6.412544689324317,2017
Finland,5.138587519620466,2017
France,90.13800818165326,2017
Germany,17.2703081866316,2017
Greece,0.0,2017
Hungary,3.642484500158378,2017
Italy,0.0,2017
Netherlands,0.769895913472414,2017
Norway,0.0,2017
Poland,0.0,2017
Portugal,0.0,2017
Romania,2.604199665112901,2017
Spain,13.149301692537398,2017
Sweden,14.865366339322021,2017
Switzerland,4.64435515180678,2017
Turkey,0.0,2017
Ukraine,19.363759786396265,2017
United Kingdom,15.915379071369863,2017
Other Europe,8.352213196361465,2017
Total Europe,211.82127559580806,2017
Azerbaijan,0.0,2017
Belarus,0.0,2017
Kazakhstan,0.0,2017
Russian Federation,45.96677603294547,2017
Turkmenistan,0.0,2017
Uzbekistan,0.0,2017
Other CIS,0.5927501470787866,2017
Total CIS,46.55952618002426,2017
Iran,1.6005717216514999,2017
Iraq,0.0,2017
Israel,0.0,2017
Kuwait,0.0,2017
Oman,0.0,2017
Qatar,0.0,2017
Saudi Arabia,0.0,2017
United Arab Emirates,0.0,2017
Other Middle East,0.0,2017
Total Middle East,1.6005717216514999,2017
Algeria,0.0,2017
Egypt,0.0,2017
Morocco,0.0,2017
South Africa,3.5652660994705023,2017
Other Africa,0.0,2017
Total Africa,3.5652660994705023,2017
Australia,0.0,2017
Bangladesh,0.0,2017
China,56.13884237679301,2017
China Hong Kong SAR,0.0,2017
India,8.46595691722855,2017
Indonesia,0.0,2017
Japan,6.578730845816148,2017
Malaysia,0.0,2017
New Zealand,0.0,2017
Pakistan,1.8936959768294264,2017
Philippines,0.0,2017
Singapore,0.0,2017
South Korea,33.58526609947039,2017
Sri Lanka,0.0,2017
Taiwan,5.078856858397048,2017
Thailand,0.0,2017
Vietnam,0.0,2017
Other Asia Pacific,0.0,2017
Total Asia Pacific,111.74134907453457,2017
Total World,597.135854488647,2017
Canada,22.636377169560916,2018
Mexico,3.074756669164485,2018
US,192.2332298025704,2018
Total North America,217.9443636412958,2018
Argentina,1.555098610087757,2018
Brazil,3.5371753858428616,2018
Chile,0.0,2018
Colombia,0.0,2018
Ecuador,0.0,2018
Peru,0.0,2018
Trinidad & Tobago,0.0,2018
Venezuela,0.0,2018
Other S. & Cent. America,0.0,2018
Total S. & Cent. America,5.0922739959306185,2018
Austria,0.0,2018
Belgium,6.443511445087916,2018
Czech Republic,6.7704439516676205,2018
Finland,5.213615565818689,2018
France,93.4905429095913,2018
Germany,17.219532063175926,2018
Greece,0.0,2018
Hungary,3.5599855183961484,2018
Italy,0.0,2018
Netherlands,0.7906545120379479,2018
Norway,0.0,2018
Poland,0.0,2018
Portugal,0.0,2018
Romania,2.5743313571977997,2018
Spain,12.590804946543631,2018
Sweden,15.523328421470964,2018
Switzerland,5.815030856772692,2018
Turkey,0.0,2018
Ukraine,19.097185138253987,2018
United Kingdom,14.722326316132133,2018
Other Europe,8.319681790116434,2018
Total Europe,212.1309747922632,2018
Azerbaijan,0.0,2018
Belarus,0.0,2018
Kazakhstan,0.0,2018
Russian Federation,46.27346924921916,2018
Turkmenistan,0.0,2018
Uzbekistan,0.0,2018
Other CIS,0.4697696519889559,2018
Total CIS,46.743238901208116,2018
Iran,1.583955589748225,2018
Iraq,0.0,2018
Israel,0.0,2018
Kuwait,0.0,2018
Oman,0.0,2018
Qatar,0.0,2018
Saudi Arabia,0.0,2018
United Arab Emirates,0.0,2018
Other Middle East,0.0,2018
Total Middle East,1.583955589748225,2018
Algeria,0.0,2018
Egypt,0.0,2018
Morocco,0.0,2018
South Africa,2.5094870344390543,2018
Other Africa,0.0,2018
Total Africa,2.5094870344390543,2018
Australia,0.0,2018
Bangladesh,0.0,2018
China,66.6063266506763,2018
China Hong Kong SAR,0.0,2018
India,8.836199484092829,2018
Indonesia,0.0,2018
Japan,11.111463094537676,2018
Malaysia,0.0,2018
New Zealand,0.0,2018
Pakistan,2.235489432954691,2018
Philippines,0.0,2018
Singapore,0.0,2018
South Korea,30.209078155405592,2018
Sri Lanka,0.0,2018
Taiwan,6.263836719916706,2018
Thailand,0.0,2018
Vietnam,0.0,2018
Other Asia Pacific,0.0,2018
Total Asia Pacific,125.26239353758378,2018
Total World,611.2666874924688,2018
