year,country,value
2018,Guam,8.0
2019,Guam,8.031
2020,Guam,8.064
2021,Guam,8.097999999999999
2022,Guam,8.133
2023,Guam,8.17
2024,Guam,8.207
2025,Guam,8.247
2026,Guam,8.287
2027,Guam,8.329
2028,Guam,8.372
2029,Guam,8.417
2030,Guam,8.463
2018,Namibia,1.088
2019,Namibia,1.114
2020,Namibia,1.141
2021,Namibia,1.169
2022,Namibia,1.198
2023,Namibia,1.228
2024,Namibia,1.2590000000000001
2025,Namibia,1.2919999999999998
2026,Namibia,1.325
2027,Namibia,1.36
2028,Namibia,1.396
2029,Namibia,1.4340000000000002
2030,Namibia,1.473
2018,Bolivia,4.175
2019,Bolivia,4.3469999999999995
2020,Bolivia,4.526
2021,Bolivia,4.713
2022,Bolivia,4.909
2023,Bolivia,5.113
2024,Bolivia,5.3260000000000005
2025,Bolivia,5.5489999999999995
2026,Bolivia,5.782
2027,Bolivia,6.025
2028,Bolivia,6.28
2029,Bolivia,6.545
2030,Bolivia,6.8229999999999995
2018,Niger,0.5670000000000001
2019,Niger,0.575
2020,Niger,0.583
2021,Niger,0.591
2022,Niger,0.6
2023,Niger,0.608
2024,Niger,0.617
2025,Niger,0.627
2026,Niger,0.636
2027,Niger,0.6459999999999999
2028,Niger,0.6559999999999999
2029,Niger,0.6659999999999999
2030,Niger,0.6759999999999999
2018,Haiti,1.44
2019,Haiti,1.482
2020,Haiti,1.525
2021,Haiti,1.569
2022,Haiti,1.615
2023,Haiti,1.663
2024,Haiti,1.712
2025,Haiti,1.7630000000000001
2026,Haiti,1.815
2027,Haiti,1.87
2028,Haiti,1.926
2029,Haiti,1.985
2030,Haiti,2.045
2018,Cape Verde,2.073
2019,Cape Verde,2.151
2020,Cape Verde,2.233
2021,Cape Verde,2.319
2022,Cape Verde,2.408
2023,Cape Verde,2.501
2024,Cape Verde,2.5980000000000003
2025,Cape Verde,2.699
2026,Cape Verde,2.804
2027,Cape Verde,2.9139999999999997
2028,Cape Verde,3.029
2029,Cape Verde,3.1489999999999996
2030,Cape Verde,3.2739999999999996
2018,Congo,1.1159999999999999
2019,Congo,1.16
2020,Congo,1.205
2021,Congo,1.252
2022,Congo,1.301
2023,Congo,1.3519999999999999
2024,Congo,1.405
2025,Congo,1.4609999999999999
2026,Congo,1.5190000000000001
2027,Congo,1.58
2028,Congo,1.643
2029,Congo,1.709
2030,Congo,1.778
2018,Macedonia,4.512
2019,Macedonia,4.657
2020,Macedonia,4.808
2021,Macedonia,4.9639999999999995
2022,Macedonia,5.126
2023,Macedonia,5.294
2024,Macedonia,5.468
2025,Macedonia,5.649
2026,Macedonia,5.836
2027,Macedonia,6.03
2028,Macedonia,6.232
2029,Macedonia,6.442
2030,Macedonia,6.659
2018,Cameroon,1.8130000000000002
2019,Cameroon,1.8659999999999999
2020,Cameroon,1.921
2021,Cameroon,1.9780000000000002
2022,Cameroon,2.037
2023,Cameroon,2.099
2024,Cameroon,2.162
2025,Cameroon,2.228
2026,Cameroon,2.296
2027,Cameroon,2.367
2028,Cameroon,2.44
2029,Cameroon,2.516
2030,Cameroon,2.594
2018,Sri Lanka,2.09
2019,Sri Lanka,2.16
2020,Sri Lanka,2.2319999999999998
2021,Sri Lanka,2.3080000000000003
2022,Sri Lanka,2.386
2023,Sri Lanka,2.467
2024,Sri Lanka,2.551
2025,Sri Lanka,2.639
2026,Sri Lanka,2.73
2027,Sri Lanka,2.824
2028,Sri Lanka,2.9219999999999997
2029,Sri Lanka,3.0239999999999996
2030,Sri Lanka,3.13
2018,Ghana,1.93
2019,Ghana,1.984
2020,Ghana,2.04
2021,Ghana,2.097
2022,Ghana,2.156
2023,Ghana,2.217
2024,Ghana,2.28
2025,Ghana,2.345
2026,Ghana,2.412
2027,Ghana,2.481
2028,Ghana,2.553
2029,Ghana,2.627
2030,Ghana,2.7030000000000003
2018,Uzbekistan,4.204
2019,Uzbekistan,4.374
2020,Uzbekistan,4.552
2021,Uzbekistan,4.738
2022,Uzbekistan,4.9319999999999995
2023,Uzbekistan,5.135
2024,Uzbekistan,5.348
2025,Uzbekistan,5.57
2026,Uzbekistan,5.8020000000000005
2027,Uzbekistan,6.044
2028,Uzbekistan,6.297999999999999
2029,Uzbekistan,6.564
2030,Uzbekistan,6.8420000000000005
2018,Seychelles,3.75
2019,Seychelles,3.843
2020,Seychelles,3.9389999999999996
2021,Seychelles,4.038
2022,Seychelles,4.14
2023,Seychelles,4.246
2024,Seychelles,4.354
2025,Seychelles,4.466
2026,Seychelles,4.582
2027,Seychelles,4.702
2028,Seychelles,4.825
2029,Seychelles,4.952
2030,Seychelles,5.083
2018,North Korea,1.093
2019,North Korea,1.102
2020,North Korea,1.112
2021,North Korea,1.122
2022,North Korea,1.1320000000000001
2023,North Korea,1.1420000000000001
2024,North Korea,1.153
2025,North Korea,1.1640000000000001
2026,North Korea,1.175
2027,North Korea,1.186
2028,North Korea,1.198
2029,North Korea,1.21
2030,North Korea,1.222
2018,Bahrain,8.527999999999999
2019,Bahrain,8.805
2020,Bahrain,9.092
2021,Bahrain,9.389
2022,Bahrain,9.698
2023,Bahrain,10.017999999999999
2024,Bahrain,10.350999999999999
2025,Bahrain,10.696
2026,Bahrain,11.054
2027,Bahrain,11.425
2028,Bahrain,11.811
2029,Bahrain,12.212
2030,Bahrain,12.627
2018,Jamaica,4.973
2019,Jamaica,5.085
2020,Jamaica,5.2
2021,Jamaica,5.319
2022,Jamaica,5.441
2023,Jamaica,5.566
2024,Jamaica,5.696000000000001
2025,Jamaica,5.829
2026,Jamaica,5.9670000000000005
2027,Jamaica,6.108
2028,Jamaica,6.254
2029,Jamaica,6.405
2030,Jamaica,6.56
2018,"Virgin Islands, U.S.",11.614
2019,"Virgin Islands, U.S.",11.8
2020,"Virgin Islands, U.S.",11.991
2021,"Virgin Islands, U.S.",12.187000000000001
2022,"Virgin Islands, U.S.",12.388
2023,"Virgin Islands, U.S.",12.595
2024,"Virgin Islands, U.S.",12.806
2025,"Virgin Islands, U.S.",13.024000000000001
2026,"Virgin Islands, U.S.",13.247
2027,"Virgin Islands, U.S.",13.477
2028,"Virgin Islands, U.S.",13.712
2029,"Virgin Islands, U.S.",13.954
2030,"Virgin Islands, U.S.",14.202
2018,South Sudan,1.013
2019,South Sudan,1.0390000000000001
2020,South Sudan,1.0659999999999998
2021,South Sudan,1.094
2022,South Sudan,1.123
2023,South Sudan,1.1520000000000001
2024,South Sudan,1.183
2025,South Sudan,1.215
2026,South Sudan,1.247
2027,South Sudan,1.281
2028,South Sudan,1.315
2029,South Sudan,1.351
2030,South Sudan,1.3880000000000001
2018,Mozambique,0.7340000000000001
2019,Mozambique,0.7709999999999999
2020,Mozambique,0.809
2021,Mozambique,0.85
2022,Mozambique,0.893
2023,Mozambique,0.937
2024,Mozambique,0.985
2025,Mozambique,1.034
2026,Mozambique,1.087
2027,Mozambique,1.1420000000000001
2028,Mozambique,1.2
2029,Mozambique,1.262
2030,Mozambique,1.3259999999999998
2018,Morocco,1.81
2019,Morocco,1.892
2020,Morocco,1.979
2021,Morocco,2.07
2022,Morocco,2.165
2023,Morocco,2.266
2024,Morocco,2.371
2025,Morocco,2.481
2026,Morocco,2.597
2027,Morocco,2.719
2028,Morocco,2.847
2029,Morocco,2.9819999999999998
2030,Morocco,3.123
2018,Burkina Faso,0.973
2019,Burkina Faso,0.9990000000000001
2020,Burkina Faso,1.0270000000000001
2021,Burkina Faso,1.056
2022,Burkina Faso,1.085
2023,Burkina Faso,1.1159999999999999
2024,Burkina Faso,1.148
2025,Burkina Faso,1.18
2026,Burkina Faso,1.214
2027,Burkina Faso,1.249
2028,Burkina Faso,1.285
2029,Burkina Faso,1.3230000000000002
2030,Burkina Faso,1.361
2018,Liberia,1.375
2019,Liberia,1.4380000000000002
2020,Liberia,1.504
2021,Liberia,1.5730000000000002
2022,Liberia,1.646
2023,Liberia,1.722
