year,country,value
2018,China,85.1
2019,China,87.0
2020,China,85.0
2021,China,85.8
2022,China,86.1
2023,China,85.9
2024,China,85.3
2025,China,86.6
2026,China,87.8
2027,China,68.6
2028,China,89.3
2029,China,81.1
2030,China,79.9
2018,North Korea,93.9
2019,North Korea,92.8
2020,North Korea,93.8
2021,North Korea,94.5
2022,North Korea,93.8
2023,North Korea,93.7
2024,North Korea,92.4
2025,North Korea,94.7
2026,North Korea,95.0
2027,North Korea,75.2
2028,North Korea,93.9
2029,North Korea,94.1
2030,North Korea,93.7
2018,Taiwan,92.0
2019,Taiwan,93.6
2020,Taiwan,91.9
2021,Taiwan,92.7
2022,Taiwan,93.4
2023,Taiwan,92.9
2024,Taiwan,93.2
2025,Taiwan,92.7
2026,Taiwan,94.0
2027,Taiwan,80.7
2028,Taiwan,94.3
2029,Taiwan,89.4
2030,Taiwan,90.4
2018,Cambodia,57.1
2019,Cambodia,56.6
2020,Cambodia,55.0
2021,Cambodia,57.3
2022,Cambodia,57.2
2023,Cambodia,56.3
2024,Cambodia,55.3
2025,Cambodia,57.4
2026,Cambodia,57.0
2027,Cambodia,15.0
2028,Cambodia,58.2
2029,Cambodia,49.9
2030,Cambodia,51.6
2018,Indonesia,69.4
2019,Indonesia,72.6
2020,Indonesia,66.3
2021,Indonesia,67.1
2022,Indonesia,67.6
2023,Indonesia,68.7
2024,Indonesia,66.4
2025,Indonesia,65.9
2026,Indonesia,68.4
2027,Indonesia,44.9
2028,Indonesia,74.0
2029,Indonesia,61.2
2030,Indonesia,58.6
2018,Laos,66.9
2019,Laos,68.5
2020,Laos,64.4
2021,Laos,67.3
2022,Laos,66.6
2023,Laos,67.6
2024,Laos,66.5
2025,Laos,67.5
2026,Laos,68.6
2027,Laos,29.4
2028,Laos,72.8
2029,Laos,62.7
2030,Laos,61.6
2018,Malaysia,78.1
2019,Malaysia,79.2
2020,Malaysia,76.9
2021,Malaysia,78.0
2022,Malaysia,78.1
2023,Malaysia,77.5
