year,country,value
2018,China,0.6609999999999999
2019,China,0.601
2020,China,0.546
2021,China,0.498
2022,China,0.45399999999999996
2023,China,0.415
2024,China,0.38
2025,China,0.348
2026,China,0.32
2027,China,0.294
2028,China,0.271
2029,China,0.25
2030,China,0.231
2018,North Korea,2.276
2019,North Korea,2.226
2020,North Korea,2.177
2021,North Korea,2.131
2022,North Korea,2.0869999999999997
2023,North Korea,2.044
2024,North Korea,2.004
2025,North Korea,1.965
2026,North Korea,1.9269999999999998
2027,North Korea,1.891
2028,North Korea,1.857
2029,North Korea,1.824
2030,North Korea,1.7930000000000001
2018,Taiwan,0.504
2019,Taiwan,0.505
2020,Taiwan,0.508
2021,Taiwan,0.511
2022,Taiwan,0.514
2023,Taiwan,0.517
2024,Taiwan,0.52
2025,Taiwan,0.523
2026,Taiwan,0.527
2027,Taiwan,0.53
2028,Taiwan,0.5329999999999999
2029,Taiwan,0.537
2030,Taiwan,0.541
2018,Cambodia,20.875
2019,Cambodia,19.938
2020,Cambodia,19.059
2021,Cambodia,18.232
2022,Cambodia,17.455
2023,Cambodia,16.725
2024,Cambodia,16.037
2025,Cambodia,15.389000000000001
2026,Cambodia,14.777999999999999
2027,Cambodia,14.202
2028,Cambodia,13.658
2029,Cambodia,13.144
2030,Cambodia,12.657
2018,Indonesia,38.404
2019,Indonesia,37.534
2020,Indonesia,36.7
2021,Indonesia,35.898
2022,Indonesia,35.126999999999995
2023,Indonesia,34.384
2024,Indonesia,33.67
2025,Indonesia,32.984
2026,Indonesia,32.324
2027,Indonesia,31.688000000000002
2028,Indonesia,31.075
2029,Indonesia,30.486
2030,Indonesia,29.92
2018,Laos,32.111999999999995
2019,Laos,31.111
2020,Laos,30.166999999999998
2021,Laos,29.276
2022,Laos,28.436999999999998
2023,Laos,27.649
2024,Laos,26.906
2025,Laos,26.206999999999997
2026,Laos,25.548000000000002
2027,Laos,24.929000000000002
2028,Laos,24.348000000000003
2029,Laos,23.803
2030,Laos,23.29
2018,Malaysia,3.196
2019,Malaysia,3.19
2020,Malaysia,3.1860000000000004
2021,Malaysia,3.1830000000000003
2022,Malaysia,3.181
2023,Malaysia,3.18
2024,Malaysia,3.18
2025,Malaysia,3.182
2026,Malaysia,3.185
2027,Malaysia,3.19
2028,Malaysia,3.197
2029,Malaysia,3.205
2030,Malaysia,3.213
2018,Maldives,1.4409999999999998
2019,Maldives,1.351
2020,Maldives,1.268
2021,Maldives,1.19
2022,Maldives,1.117
2023,Maldives,1.05
2024,Maldives,0.987
2025,Maldives,0.929
2026,Maldives,0.875
2027,Maldives,0.8240000000000001
2028,Maldives,0.777
2029,Maldives,0.733
2030,Maldives,0.691
2018,Myanmar,23.121
2019,Myanmar,22.16
2020,Myanmar,21.252
2021,Myanmar,20.395
2022,Myanmar,19.586
2023,Myanmar,18.823
2024,Myanmar,18.102999999999998
2025,Myanmar,17.421
2026,Myanmar,16.776
2027,Myanmar,16.166
2028,Myanmar,15.588
2029,Myanmar,15.040999999999999
2030,Myanmar,14.523
2018,Philippines,12.212
2019,Philippines,11.995999999999999
2020,Philippines,11.792
2021,Philippines,11.597000000000001
2022,Philippines,11.412
2023,Philippines,11.234000000000002
2024,Philippines,11.064
2025,Philippines,10.901
2026,Philippines,10.743
2027,Philippines,10.592
2028,Philippines,10.447000000000001
2029,Philippines,10.306
2030,Philippines,10.168
2018,Sri Lanka,3.6439999999999997
2019,Sri Lanka,3.455
2020,Sri Lanka,3.2760000000000002
2021,Sri Lanka,3.108
2022,Sri Lanka,2.95
2023,Sri Lanka,2.801
2024,Sri Lanka,2.661
2025,Sri Lanka,2.529
2026,Sri Lanka,2.404
2027,Sri Lanka,2.287
2028,Sri Lanka,2.176
2029,Sri Lanka,2.0709999999999997
2030,Sri Lanka,1.972
