year,country,value
2018,China,20.1
2019,China,20.4
2020,China,20.6
2021,China,20.8
2022,China,21.0
2023,China,21.2
2024,China,21.5
2025,China,21.7
2026,China,21.9
2027,China,22.1
2028,China,22.3
2029,China,22.6
2030,China,22.8
2018,North Korea,39.7
2019,North Korea,40.0
2020,North Korea,40.3
2021,North Korea,40.6
2022,North Korea,40.9
2023,North Korea,41.3
2024,North Korea,41.6
2025,North Korea,41.9
2026,North Korea,42.2
2027,North Korea,42.5
2028,North Korea,42.8
2029,North Korea,43.1
2030,North Korea,43.4
2018,Taiwan,51.3
2019,Taiwan,51.5
2020,Taiwan,51.8
2021,Taiwan,52.1
2022,Taiwan,52.4
2023,Taiwan,52.7
2024,Taiwan,53.0
2025,Taiwan,53.2
2026,Taiwan,53.5
2027,Taiwan,53.8
2028,Taiwan,54.1
2029,Taiwan,54.4
2030,Taiwan,54.7
2018,Cambodia,48.8
2019,Cambodia,49.1
2020,Cambodia,49.4
2021,Cambodia,49.7
2022,Cambodia,49.9
2023,Cambodia,50.2
2024,Cambodia,50.5
2025,Cambodia,50.7
2026,Cambodia,51.0
2027,Cambodia,51.3
2028,Cambodia,51.5
2029,Cambodia,51.8
2030,Cambodia,52.1
2018,Indonesia,63.3
2019,Indonesia,63.5
2020,Indonesia,63.7
2021,Indonesia,63.8
2022,Indonesia,64.0
2023,Indonesia,64.1
2024,Indonesia,64.3
2025,Indonesia,64.5
2026,Indonesia,64.6
2027,Indonesia,64.8
2028,Indonesia,64.9
2029,Indonesia,65.1
2030,Indonesia,65.3
2018,Laos,50.0
2019,Laos,50.1
2020,Laos,50.2
2021,Laos,50.3
2022,Laos,50.4
2023,Laos,50.5
2024,Laos,50.6
2025,Laos,50.7
2026,Laos,50.8
2027,Laos,50.9
2028,Laos,51.0
2029,Laos,51.1
2030,Laos,51.2
2018,Malaysia,65.9
2019,Malaysia,66.1
2020,Malaysia,66.2
2021,Malaysia,66.4
2022,Malaysia,66.6
2023,Malaysia,66.7
2024,Malaysia,66.9
2025,Malaysia,67.0
2026,Malaysia,67.2
2027,Malaysia,67.3
2028,Malaysia,67.5
2029,Malaysia,67.6
2030,Malaysia,67.7
2018,Maldives,91.6
2019,Maldives,92.2
2020,Maldives,92.8
2021,Maldives,93.4
2022,Maldives,93.9
2023,Maldives,94.4
2024,Maldives,94.9
2025,Maldives,95.4
2026,Maldives,95.9
2027,Maldives,96.3
2028,Maldives,96.7
2029,Maldives,97.0
2030,Maldives,97.4
2018,Myanmar,35.8
2019,Myanmar,36.0
2020,Myanmar,36.3
2021,Myanmar,36.5
2022,Myanmar,36.7
2023,Myanmar,36.9
2024,Myanmar,37.1
2025,Myanmar,37.3
2026,Myanmar,37.5
2027,Myanmar,37.7
2028,Myanmar,38.0
2029,Myanmar,38.2
2030,Myanmar,38.4
2018,Philippines,61.8
2019,Philippines,62.1
2020,Philippines,62.4
2021,Philippines,62.7
2022,Philippines,62.9
2023,Philippines,63.2
2024,Philippines,63.5
2025,Philippines,63.8
2026,Philippines,64.0
2027,Philippines,64.3
2028,Philippines,64.5
2029,Philippines,64.8
2030,Philippines,65.0
2018,Sri Lanka,81.2
2019,Sri Lanka,81.6
2020,Sri Lanka,82.0
2021,Sri Lanka,82.4
2022,Sri Lanka,82.8
2023,Sri Lanka,83.1
2024,Sri Lanka,83.5
2025,Sri Lanka,83.8
2026,Sri Lanka,84.2
2027,Sri Lanka,84.5
2028,Sri Lanka,84.8
2029,Sri Lanka,85.1
2030,Sri Lanka,85.5
2018,Thailand,47.3
2019,Thailand,47.6
2020,Thailand,47.8
2021,Thailand,48.1
2022,Thailand,48.4
2023,Thailand,48.7
2024,Thailand,48.9
2025,Thailand,49.2
2026,Thailand,49.5
2027,Thailand,49.8
2028,Thailand,50.0
2029,Thailand,50.3
2030,Thailand,50.6
2018,Timor-Leste,60.8
2019,Timor-Leste,61.0
2020,Timor-Leste,61.3
2021,Timor-Leste,61.6
2022,Timor-Leste,61.8
2023,Timor-Leste,62.1
2024,Timor-Leste,62.3
2025,Timor-Leste,62.5
2026,Timor-Leste,62.7
2027,Timor-Leste,62.9
2028,Timor-Leste,63.1
2029,Timor-Leste,63.3
2030,Timor-Leste,63.4
2018,Vietnam,44.0
2019,Vietnam,44.4
2020,Vietnam,44.7
2021,Vietnam,45.0
2022,Vietnam,45.3
2023,Vietnam,45.6
2024,Vietnam,45.9
2025,Vietnam,46.2
2026,Vietnam,46.5
2027,Vietnam,46.8
2028,Vietnam,47.1
2029,Vietnam,47.4
2030,Vietnam,47.7
2018,Fiji,81.0
2019,Fiji,81.1
2020,Fiji,81.2
2021,Fiji,81.3
2022,Fiji,81.3
2023,Fiji,81.4
2024,Fiji,81.4
2025,Fiji,81.5
2026,Fiji,81.5
2027,Fiji,81.5
2028,Fiji,81.5
2029,Fiji,81.4
2030,Fiji,81.4
2018,Kiribati,81.5
2019,Kiribati,81.6
