year,country,value
2018,China,11.556
2019,China,11.493
2020,China,11.433
2021,China,11.376
2022,China,11.322000000000001
2023,China,11.270999999999999
2024,China,11.222999999999999
2025,China,11.177
2026,China,11.134
2027,China,11.094000000000001
2028,China,11.057
2029,China,11.022
2030,China,10.989
2018,North Korea,13.367
2019,North Korea,13.378
2020,North Korea,13.394
2021,North Korea,13.415
2022,North Korea,13.440999999999999
2023,North Korea,13.472999999999999
2024,North Korea,13.509
2025,North Korea,13.550999999999998
2026,North Korea,13.597000000000001
2027,North Korea,13.647
2028,North Korea,13.703
2029,North Korea,13.763
2030,North Korea,13.827
2018,Taiwan,4.8919999999999995
2019,Taiwan,4.907
2020,Taiwan,4.925
2021,Taiwan,4.947
2022,Taiwan,4.971
2023,Taiwan,4.999
2024,Taiwan,5.031000000000001
2025,Taiwan,5.066
2026,Taiwan,5.105
2027,Taiwan,5.149
2028,Taiwan,5.197
2029,Taiwan,5.25
2030,Taiwan,5.309
2018,Cambodia,19.129
2019,Cambodia,18.654
2020,Cambodia,18.204
2021,Cambodia,17.778
2022,Cambodia,17.374000000000002
2023,Cambodia,16.992
2024,Cambodia,16.629
2025,Cambodia,16.284000000000002
2026,Cambodia,15.957
2027,Cambodia,15.645999999999999
2028,Cambodia,15.350999999999999
2029,Cambodia,15.07
2030,Cambodia,14.802999999999999
2018,Indonesia,23.74
2019,Indonesia,23.436
2020,Indonesia,23.162
2021,Indonesia,22.916
2022,Indonesia,22.695999999999998
2023,Indonesia,22.500999999999998
2024,Indonesia,22.329
2025,Indonesia,22.179000000000002
2026,Indonesia,22.05
2027,Indonesia,21.94
2028,Indonesia,21.849
2029,Indonesia,21.776
2030,Indonesia,21.719
2018,Laos,19.87
2019,Laos,19.499000000000002
2020,Laos,19.144000000000002
2021,Laos,18.805999999999997
2022,Laos,18.483
2023,Laos,18.174
2024,Laos,17.88
2025,Laos,17.6
2026,Laos,17.333
2027,Laos,17.079
2028,Laos,16.837
2029,Laos,16.607
2030,Laos,16.389
2018,Malaysia,9.252
2019,Malaysia,9.097999999999999
2020,Malaysia,8.958
2021,Malaysia,8.832
2022,Malaysia,8.721
2023,Malaysia,8.623
2024,Malaysia,8.539
2025,Malaysia,8.469
2026,Malaysia,8.413
2027,Malaysia,8.371
2028,Malaysia,8.344
2029,Malaysia,8.332
2030,Malaysia,8.335
2018,Maldives,12.128
2019,Maldives,12.097000000000001
2020,Maldives,12.071
2021,Maldives,12.049000000000001
2022,Maldives,12.03
2023,Maldives,12.015999999999998
2024,Maldives,12.005999999999998
2025,Maldives,12.0
2026,Maldives,11.998
2027,Maldives,12.0
2028,Maldives,12.005999999999998
2029,Maldives,12.017000000000001
2030,Maldives,12.032
2018,Myanmar,32.376999999999995
2019,Myanmar,31.136
2020,Myanmar,29.948
2021,Myanmar,28.811
2022,Myanmar,27.721
2023,Myanmar,26.678
2024,Myanmar,25.679000000000002
2025,Myanmar,24.721999999999998
2026,Myanmar,23.805
2027,Myanmar,22.927
2028,Myanmar,22.086
2029,Myanmar,21.281
2030,Myanmar,20.51
2018,Philippines,26.919
2019,Philippines,25.888
2020,Philippines,24.901999999999997
2021,Philippines,23.958000000000002
2022,Philippines,23.055999999999997
2023,Philippines,22.194000000000003
2024,Philippines,21.371
2025,Philippines,20.585
2026,Philippines,19.836
2027,Philippines,19.123
2028,Philippines,18.445
2029,Philippines,17.801
2030,Philippines,17.191
2018,Sri Lanka,10.479000000000001
2019,Sri Lanka,10.287
2020,Sri Lanka,10.101
2021,Sri Lanka,9.921
2022,Sri Lanka,9.749
2023,Sri Lanka,9.582
2024,Sri Lanka,9.423
2025,Sri Lanka,9.27
2026,Sri Lanka,9.124
2027,Sri Lanka,8.985
2028,Sri Lanka,8.853
2029,Sri Lanka,8.728
2030,Sri Lanka,8.612
2018,Thailand,17.438
2019,Thailand,17.255
2020,Thailand,17.088
2021,Thailand,16.937
2022,Thailand,16.8
2023,Thailand,16.678
2024,Thailand,16.57
2025,Thailand,16.476
2026,Thailand,16.395
2027,Thailand,16.328
2028,Thailand,16.273
2029,Thailand,16.232
2030,Thailand,16.203
2018,Timor-Leste,33.85
2019,Timor-Leste,33.338
2020,Timor-Leste,32.848
2021,Timor-Leste,32.38
2022,Timor-Leste,31.934
2023,Timor-Leste,31.508000000000003
2024,Timor-Leste,31.104
2025,Timor-Leste,30.719
2026,Timor-Leste,30.354
2027,Timor-Leste,30.009
2028,Timor-Leste,29.682
2029,Timor-Leste,29.375
2030,Timor-Leste,29.085
2018,Vietnam,31.945999999999998
2019,Vietnam,30.805999999999997
2020,Vietnam,29.729
2021,Vietnam,28.715
2022,Vietnam,27.761
2023,Vietnam,26.863000000000003
2024,Vietnam,26.02
2025,Vietnam,25.23
2026,Vietnam,24.488000000000003
2027,Vietnam,23.794
2028,Vietnam,23.144000000000002
2029,Vietnam,22.537
2030,Vietnam,21.969
2018,Fiji,10.284
2019,Fiji,10.209
2020,Fiji,10.146
2021,Fiji,10.096
2022,Fiji,10.056000000000001
2023,Fiji,10.024
2024,Fiji,10.001
2025,Fiji,9.984
2026,Fiji,9.975
2027,Fiji,9.97
2028,Fiji,9.972000000000001
2029,Fiji,9.978
2030,Fiji,9.99
2018,Kiribati,25.563000000000002
2019,Kiribati,25.726
2020,Kiribati,25.903000000000002
2021,Kiribati,26.094
2022,Kiribati,26.3
2023,Kiribati,26.519000000000002
2024,Kiribati,26.752
2025,Kiribati,26.998
2026,Kiribati,27.256999999999998
2027,Kiribati,27.529
2028,Kiribati,27.813000000000002
2029,Kiribati,28.11
2030,Kiribati,28.418000000000003
2018,Marshall Islands,14.806
2019,Marshall Islands,14.53
2020,Marshall Islands,14.276
2021,Marshall Islands,14.044
2022,Marshall Islands,13.831
2023,Marshall Islands,13.638
2024,Marshall Islands,13.464
2025,Marshall Islands,13.308
2026,Marshall Islands,13.169
2027,Marshall Islands,13.047
2028,Marshall Islands,12.942
2029,Marshall Islands,12.854000000000001
2030,Marshall Islands,12.780999999999999
2018,Federated States of Micronesia,18.514
2019,Federated States of Micronesia,17.932000000000002
2020,Federated States of Micronesia,17.375
2021,Federated States of Micronesia,16.84
2022,Federated States of Micronesia,16.329
2023,Federated States of Micronesia,15.839
2024,Federated States of Micronesia,15.37
2025,Federated States of Micronesia,14.922
2026,Federated States of Micronesia,14.493
2027,Federated States of Micronesia,14.083
2028,Federated States of Micronesia,13.692
2029,Federated States of Micronesia,13.319
2030,Federated States of Micronesia,12.964
2018,Papua New Guinea,43.802
2019,Papua New Guinea,43.086999999999996
2020,Papua New Guinea,42.395
2021,Papua New Guinea,41.725
2022,Papua New Guinea,41.07899999999999
2023,Papua New Guinea,40.455
2024,Papua New Guinea,39.853
2025,Papua New Guinea,39.273
2026,Papua New Guinea,38.714
2027,Papua New Guinea,38.176
2028,Papua New Guinea,37.659
2029,Papua New Guinea,37.163000000000004
2030,Papua New Guinea,36.687
2018,Samoa,14.88
2019,Samoa,14.788
2020,Samoa,14.713
2021,Samoa,14.652999999999999
2022,Samoa,14.607999999999999
2023,Samoa,14.575999999999999
2024,Samoa,14.556
2025,Samoa,14.547
2026,Samoa,14.548
2027,Samoa,14.559000000000001
2028,Samoa,14.579
2029,Samoa,14.607000000000001
2030,Samoa,14.644
2018,Solomon Islands,26.267
2019,Solomon Islands,25.697
2020,Solomon Islands,25.146
2021,Solomon Islands,24.614
2022,Solomon Islands,24.101
2023,Solomon Islands,23.605
2024,Solomon Islands,23.125999999999998
2025,Solomon Islands,22.665
2026,Solomon Islands,22.22
2027,Solomon Islands,21.791999999999998
2028,Solomon Islands,21.379
2029,Solomon Islands,20.982
2030,Solomon Islands,20.601
2018,Tonga,8.158
2019,Tonga,7.992999999999999
2020,Tonga,7.8389999999999995
2021,Tonga,7.697
2022,Tonga,7.566
2023,Tonga,7.444
2024,Tonga,7.331
2025,Tonga,7.227
2026,Tonga,7.132000000000001
2027,Tonga,7.044
2028,Tonga,6.9639999999999995
2029,Tonga,6.89
2030,Tonga,6.824
2018,Vanuatu,34.406
2019,Vanuatu,33.772
2020,Vanuatu,33.157
2021,Vanuatu,32.559
2022,Vanuatu,31.979
2023,Vanuatu,31.416
2024,Vanuatu,30.87
2025,Vanuatu,30.34
2026,Vanuatu,29.825
2027,Vanuatu,29.326
2028,Vanuatu,28.842
2029,Vanuatu,28.373
2030,Vanuatu,27.916999999999998
2018,Armenia,4.203
2019,Armenia,4.111000000000001
2020,Armenia,4.022
2021,Armenia,3.938
2022,Armenia,3.8569999999999998
2023,Armenia,3.779
2024,Armenia,3.7039999999999997
2025,Armenia,3.633
2026,Armenia,3.5639999999999996
2027,Armenia,3.498
2028,Armenia,3.435
2029,Armenia,3.3739999999999997
2030,Armenia,3.3160000000000003
2018,Azerbaijan,4.35
2019,Azerbaijan,4.239
2020,Azerbaijan,4.1339999999999995
2021,Azerbaijan,4.033
2022,Azerbaijan,3.938
2023,Azerbaijan,3.8480000000000003
2024,Azerbaijan,3.762
2025,Azerbaijan,3.68
2026,Azerbaijan,3.603
