country,year,value
British Virgin Islands,1970,182.4
British Virgin Islands,1971,205.9
British Virgin Islands,1972,180.4
British Virgin Islands,1973,163.8
British Virgin Islands,1974,177.9
British Virgin Islands,1975,175.8
British Virgin Islands,1976,196.9
British Virgin Islands,1977,198.1
British Virgin Islands,1978,181.4
British Virgin Islands,1979,160.5
British Virgin Islands,1980,198.7
British Virgin Islands,1981,291.0
British Virgin Islands,1982,251.6
British Virgin Islands,1983,256.0
British Virgin Islands,1984,318.5
British Virgin Islands,1985,293.6
British Virgin Islands,1986,286.9
British Virgin Islands,1987,322.5
Tonga,1975,94.6
Tonga,1976,116.7
Tonga,1977,109.8
Tonga,1978,104.6
Tonga,1979,109.0
Tonga,1980,115.7
Tonga,1981,154.0
Tonga,1982,179.0
Tonga,1983,168.7
Tonga,1984,175.0
Tonga,1985,196.0
Tonga,1986,196.7
Tonga,1987,181.5
Mozambique,2002,224.5
Mozambique,2003,185.4
Mozambique,2004,219.1
Mozambique,2005,222.6
Mozambique,2006,263.7
Mozambique,2007,303.9
Mozambique,2008,321.8
Mozambique,2009,345.3
Mozambique,2010,351.3
Mozambique,2011,387.9
Mozambique,2012,448.8
Malaysia,1970,70.4
Malaysia,1971,96.3
Malaysia,1973,95.4
Malaysia,1978,132.2
Malaysia,1979,130.3
Malaysia,1980,137.6
Malaysia,1981,158.5
Malaysia,1982,157.4
Malaysia,1983,138.3
Malaysia,1984,137.2
Malaysia,1985,145.5
Malaysia,1986,152.9
Malaysia,1987,146.6
Malaysia,1988,149.5
Malaysia,1989,154.1
Malaysia,1990,156.9
Malaysia,1991,152.2
Malaysia,1992,158.8
Malaysia,1993,167.3
Malaysia,1994,163.5
Malaysia,1995,181.8
Malaysia,1996,181.9
Malaysia,1997,207.9
Malaysia,1998,199.9
Malaysia,1999,216.6
Malaysia,2000,265.1
Malaysia,2001,285.0
Malaysia,2002,304.1
Malaysia,2003,351.1
Malaysia,2004,384.4
Malaysia,2005,418.9
Malaysia,2006,470.5
Malaysia,2007,507.0
Malaysia,2008,536.9
Malaysia,2009,554.0
Malaysia,2010,613.3
Malaysia,2011,689.7
Malaysia,2012,778.2
Malaysia,2013,803.2
Malaysia,2014,819.3
Malaysia,2015,842.3
Malaysia,2016,830.9
Malaysia,2017,838.4
Mongolia,2000,131323.3
Mongolia,2001,140092.7
Mongolia,2002,132390.4
Mongolia,2003,126036.8
Mongolia,2004,137671.3
Mongolia,2005,122574.9
Mongolia,2006,119439.4
Mongolia,2007,136908.2
Mongolia,2008,173935.8
Mongolia,2009,165249.6
Mongolia,2010,158795.3
Mongolia,2011,150077.6
Mongolia,2012,179786.4
Mongolia,2013,198764.8
Mongolia,2014,211249.8
Mongolia,2015,227386.4
Mongolia,2016,240351.0
Mongolia,2017,228860.6
Mongolia,2018,219998.4
Azerbaijan,1990,108.8
Azerbaijan,1991,127.9
Azerbaijan,1992,72.6
Azerbaijan,1993,87.1
Azerbaijan,1994,44.9
Azerbaijan,1995,20.1
Azerbaijan,1996,39.2
Azerbaijan,1997,34.1
Azerbaijan,1998,41.7
Azerbaijan,1999,43.6
Azerbaijan,2000,56.8
Azerbaijan,2001,56.2
Azerbaijan,2002,40.9
Azerbaijan,2003,60.9
Azerbaijan,2004,70.6
Azerbaijan,2005,79.8
Azerbaijan,2006,87.9
Azerbaijan,2007,123.0
Azerbaijan,2008,108.5
Azerbaijan,2009,130.6
Azerbaijan,2010,123.2
Azerbaijan,2011,72.6
Azerbaijan,2012,86.9
Azerbaijan,2013,98.2
Azerbaijan,2014,92.7
Azerbaijan,2015,111.8
Azerbaijan,2016,96.4
Azerbaijan,2017,85.8
Azerbaijan,2018,75.6
Costa Rica,1991,145842.7
Costa Rica,1992,143928.7
Costa Rica,1993,158950.4
Costa Rica,1994,172855.0
Costa Rica,1995,174359.3
Costa Rica,1996,171042.8
Costa Rica,1997,171923.5
Costa Rica,1998,181136.5
Costa Rica,1999,197288.9
Costa Rica,2000,204321.1
Costa Rica,2001,215185.9
Costa Rica,2002,223870.5
Costa Rica,2003,231381.2
Costa Rica,2004,231973.3
Costa Rica,2005,232175.2
Costa Rica,2006,248418.8
Costa Rica,2007,261852.5
Costa Rica,2008,289402.3
Costa Rica,2009,321007.4
Costa Rica,2010,351967.2
Costa Rica,2011,367561.2
Costa Rica,2012,367036.8
Costa Rica,2013,371203.3
Costa Rica,2014,369290.5
Costa Rica,2015,376445.5
Costa Rica,2016,381866.4
Costa Rica,2017,382995.7
Botswana,1994,804.0
Botswana,1995,840.1
Botswana,1996,928.9
Botswana,1997,813.3
Botswana,1998,860.6
Botswana,1999,954.3
Botswana,2000,959.9
Botswana,2001,938.9
Botswana,2002,1061.1
Sri Lanka,1970,1248.0
Sri Lanka,1971,1217.4
Sri Lanka,1972,1057.2
Sri Lanka,1973,953.1
Sri Lanka,1974,705.3
Sri Lanka,1975,777.7
Sri Lanka,1976,902.9
Sri Lanka,1977,847.7
Sri Lanka,1978,764.2
Sri Lanka,1979,771.7
Sri Lanka,1980,657.8
Sri Lanka,1981,505.6
Sri Lanka,1982,527.2
Sri Lanka,1983,683.2
Sri Lanka,1984,664.0
Sri Lanka,1985,725.0
Sri Lanka,1986,653.6
Sri Lanka,1987,1029.2
Sri Lanka,1988,747.7
Sri Lanka,1989,1296.3
Sri Lanka,1990,857.5
Sri Lanka,1991,940.2
Sri Lanka,1992,913.4
Sri Lanka,1993,928.5
Sri Lanka,1994,834.0
Sri Lanka,1995,945.5
Sri Lanka,1996,1391.2
Sri Lanka,1997,1603.0
Sri Lanka,1998,1393.0
Sri Lanka,1999,1826.6
Sri Lanka,2000,2333.8
Sri Lanka,2001,1987.1
Sri Lanka,2002,2081.4
Sri Lanka,2003,3117.6
Sri Lanka,2004,3528.7
Sri Lanka,2005,3121.2
Sri Lanka,2006,3765.0
Sri Lanka,2007,3584.9
Sri Lanka,2008,4484.9
Sri Lanka,2009,5312.3
Sri Lanka,2010,5011.4
Sri Lanka,2011,5680.3
Sri Lanka,2012,5486.0
Sri Lanka,2013,6482.8
Sri Lanka,2014,7394.1
Sri Lanka,2015,8482.4
Sri Lanka,2016,8408.0
Sri Lanka,2017,8400.3
Sri Lanka,2018,8726.7
Macao,1992,3397.3
Macao,1993,3599.3
Macao,1994,4319.7
Macao,1995,4899.9
Macao,1996,5462.1
Macao,1998,5899.5
Macao,1999,6016.6
Macao,2000,5713.3
Macao,2001,5276.1
Macao,2002,5343.0
Macao,2003,5619.5
Macao,2004,5431.6
Macao,2005,6038.2
Macao,2006,6028.7
Macao,2007,6188.4
Macao,2008,6283.3
Macao,2009,7893.2
Macao,2010,8256.2
Macao,2011,8795.4
Macao,2012,9102.3
Macao,2013,8559.8
Macao,2014,9226.1
Macao,2015,10251.2
Macao,2016,10482.2
Macao,2017,10716.5
Mexico,1993,3432.4
Mexico,1994,3607.6
Mexico,1995,3174.8
Mexico,1996,2898.7
Mexico,1997,3240.6
Mexico,1998,3599.2
Mexico,1999,4030.3
Mexico,2000,4085.6
Mexico,2001,4312.9
Mexico,2002,4247.5
Mexico,2003,4077.0
Mexico,2004,4065.6
Tanzania,2008,16104.1
Tanzania,2009,17196.0
Tanzania,2010,33618.3
Tanzania,2011,26249.6
Tanzania,2012,56783.9
Tanzania,2013,70348.8
Tanzania,2014,10281.4
Tanzania,2015,10277.2
Tanzania,2016,11017.3
Tanzania,2017,7308.1
Tanzania,2018,13203.0
Venezuela,1970,247412981760.0
Venezuela,1971,231911849984.0
Venezuela,1972,240621731840.0
Venezuela,1973,121598443520.0
Venezuela,1974,70879936512.0
Venezuela,1975,137848619008.0
Venezuela,1976,154710196224.0
Venezuela,1977,154238140416.0
Venezuela,1978,171238850560.0
Venezuela,1979,110884700160.0
Venezuela,1980,90694451200.0
Venezuela,1981,141593313280.0
Venezuela,1982,133632622592.0
Venezuela,1983,209382572032.0
Venezuela,1984,157986471936.0
Venezuela,1985,155313651712.0
Venezuela,1986,193587707904.0
Venezuela,1987,185770786816.0
Venezuela,1988,175960965120.0
Venezuela,1997,280583962624.0
Venezuela,1998,283865382912.0
Venezuela,1999,227401400320.0
Venezuela,2000,243308314624.0
Venezuela,2001,276198948864.0
Venezuela,2002,235947196416.0
Venezuela,2003,205869678592.0
Venezuela,2004,258271526912.0
Venezuela,2005,267740708864.0
Venezuela,2006,290429140992.0
Venezuela,2007,383376064512.0
Nepal,1983,192.4
Nepal,1984,213.3
Nepal,1985,224.8
Nepal,1986,325.1
Nepal,1987,360.9
Nepal,1988,162.4
North Macedonia,1990,13333.4
North Macedonia,1991,9983.5
North Macedonia,1992,11144.7
North Macedonia,1993,9695.1
Bahamas,1989,1060.9
Bahamas,1992,869.7
Bahamas,1993,824.5
Bahamas,1994,945.8
Bahamas,1995,914.3
Curacao,2000,754.6
Curacao,2001,350.4
Curacao,2002,359.4
Curacao,2003,306.4
Curacao,2004,344.7
Curacao,2005,294.3
Curacao,2006,279.4
Curacao,2007,253.3
Curacao,2008,255.9
Curacao,2009,248.4
Curacao,2010,279.5
Curacao,2011,426.1
Curacao,2012,376.0
Curacao,2013,82.6
Curacao,2014,344.9
