country,year,value
Mozambique,1996,200.0
Mozambique,1997,221.5
Mozambique,1998,238.3
Mozambique,1999,1045.5
Malaysia,2006,393.7
Malaysia,2007,416.1
Malaysia,2008,433.5
Malaysia,2009,453.4
Malaysia,2010,447.0
Malaysia,2011,403.5
Malaysia,2012,408.6
Malaysia,2013,387.0
Malaysia,2014,404.7
Mongolia,1995,97908.3
Mongolia,1996,93379.2
Mongolia,1997,129299.7
Mongolia,1998,163835.5
Mongolia,1999,148720.0
Mongolia,2000,148079.8
Mongolia,2001,201916.7
Mongolia,2002,185442.1
Mongolia,2003,173413.7
Mongolia,2004,152352.7
Mongolia,2005,83069.2
Mongolia,2006,82208.6
Mongolia,2007,75374.7
Mongolia,2008,66556.8
Mongolia,2009,71946.0
Mongolia,2010,92147.2
Mongolia,2011,140965.3
Mongolia,2012,178924.9
Mongolia,2013,194170.9
Mongolia,2014,265020.4
Mongolia,2015,283642.2
Mongolia,2016,307287.3
Mongolia,2017,318664.0
Azerbaijan,1990,56.4
Azerbaijan,1991,34.1
Azerbaijan,1992,23.6
Azerbaijan,1993,15.6
Azerbaijan,1994,18.9
Azerbaijan,1995,6.7
Azerbaijan,1996,36.7
Azerbaijan,1997,46.3
Azerbaijan,1998,40.2
Azerbaijan,1999,104.6
Azerbaijan,2000,110.6
Azerbaijan,2001,37.3
Azerbaijan,2002,41.8
Azerbaijan,2003,39.7
Azerbaijan,2004,60.7
Azerbaijan,2005,71.8
Azerbaijan,2006,77.5
Azerbaijan,2007,69.7
Azerbaijan,2008,73.3
Azerbaijan,2009,83.3
Azerbaijan,2010,82.7
Costa Rica,2012,3538.4
Costa Rica,2013,3629.8
Costa Rica,2014,3986.7
Costa Rica,2015,4041.4
Costa Rica,2016,4189.6
Botswana,1992,39.0
Botswana,1993,11.5
Botswana,1994,13.5
Botswana,1995,15.9
Botswana,1996,14.1
Botswana,1997,12.5
Botswana,1998,11.5
Botswana,1999,11.1
Botswana,2000,9.5
Mexico,1993,3531.9
Mexico,1994,3587.5
Mexico,1995,3446.2
Mexico,1996,3454.7
Mexico,1997,3672.7
Mexico,1998,3756.4
Mexico,1999,3814.3
Mexico,2000,3740.4
Mexico,2001,3661.1
Mexico,2002,3570.1
Mexico,2003,3514.0
Mexico,2004,3764.3
Mexico,2005,3730.3
Mexico,2006,3831.4
Mexico,2007,3908.7
Mexico,2008,3946.4
Mexico,2009,3716.4
Mexico,2010,3936.3
Mexico,2011,4093.5
Mexico,2012,4237.9
Mexico,2013,4152.9
Mexico,2014,4139.2
Mexico,2015,4243.9
Mexico,2016,4501.4
Mexico,2017,4838.1
Venezuela,1997,65507737600.0
Venezuela,1998,73075048448.0
Venezuela,1999,62469472256.0
Venezuela,2000,63559561216.0
Venezuela,2001,65435262976.0
Venezuela,2002,62886916096.0
Venezuela,2003,59240259584.0
Venezuela,2004,69602222080.0
Venezuela,2005,71856332800.0
Venezuela,2006,73905217536.0
Venezuela,2007,84349239296.0
Canada,1970,1311.4
Canada,1971,1306.5
Canada,1972,1283.0
Canada,1973,1376.3
Canada,1974,1472.6
Canada,1975,1541.6
Canada,1976,1555.2
Canada,1977,1544.1
Canada,1978,1563.7
Canada,1979,1567.5
Canada,1980,1556.9
Canada,1981,1626.9
Canada,1982,1590.2
Canada,1983,1563.0
Canada,1984,1592.6
Canada,1985,1612.8
Canada,1986,1625.7
Canada,1987,1657.7
Canada,1988,1690.3
Canada,1989,1719.6
Canada,1990,1732.4
Canada,1991,1741.4
Canada,1992,1737.9
Canada,1993,1778.2
Canada,1994,1815.3
Canada,1995,1780.9
Canada,1996,1806.2
Canada,1997,1734.4
Canada,1998,1769.0
Canada,1999,1779.1
Canada,2000,1785.7
Canada,2001,1862.1
Canada,2002,1919.0
Canada,2003,1914.4
Canada,2004,1910.1
Canada,2005,1921.4
Canada,2006,1895.5
Canada,2007,1944.7
Canada,2008,1953.2
Canada,2009,2009.4
Canada,2010,2043.3
Canada,2011,2048.0
Canada,2012,1788.6
Canada,2013,1819.6
Canada,2014,1808.6
Canada,2015,1872.2
Canada,2016,1941.8
Canada,2017,1901.9
Canada,2018,1955.7
Belgium,1985,423.5
Belgium,1986,416.1
Belgium,1987,417.9
Belgium,1988,430.6
Belgium,1989,451.7
Belgium,1990,464.2
Belgium,1991,448.7
Belgium,1992,448.1
Belgium,1993,436.1
Belgium,1994,441.2
Belgium,1995,426.4
Belgium,1996,441.3
Belgium,1997,459.6
Belgium,1998,462.2
Belgium,1999,490.8
Belgium,2000,496.4
Belgium,2001,499.6
Belgium,2002,502.0
Belgium,2003,518.4
Belgium,2004,553.5
